frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
0,138.6,,,,,,,,,,,,,,,,,,,24,1088,30,98.77856087411558,2.7236735535142165,,,,
1,138.6,,,,,,,,,,,,,,,,,,,42,184,1015,16.705197794887194,92.150955227231,,,,
2,245.6,,,,,,,,,,,,,,,,,,,21,173,1027,,,,,,
3,268.1,,,,,,,,,,,,,,,,,,,16,174,1030,15.797306610382456,93.51279200398811,,,,
4,289.4,,,,,,,,,,,,,,,,,,,42,539,1024,48.935334844805425,92.96805729328526,,,,
51,1710.7,13,274,991,24.876218455429846,89.97201638441962,2.7289498291092023,-2.085978264445549,2.254377551418592,43.45788050928226,11,493,972,44.759035396083625,88.24702313386062,0.0,0.0,0.0,0.0,,,,,,,,,
52,1739.0,13,275,991,24.96700757388032,89.97201638441962,2.2674605007610946,-2.267460500761148,-9.060781221822849,27.182343665468895,11,493,972,44.759035396083625,88.24702313386062,0.0,-0.45349210015221536,0.0,-9.060781221822493,,,,,,,,,
53,1774.6,13,276,991,25.057796692330793,89.97201638441962,2.272914224934911,-1.8176036114633554,-9.142637118508837,0.03642484907773517,11,493,972,44.759035396083625,88.24702313386062,0.0,-0.45349119226012247,0.0,-9.087999844892236,,,,,,,,,
54,1806.7,13,277,991,25.148585810781267,89.97201638441962,1.8922885509042848,-0.8866828393412407,-19.684820847354377,-18.472559152942512,11,493,972,44.759035396083625,88.24702313386062,0.0,-0.44334141967062035,0.0,-9.236279576471256,,,,,,,,,
55,1839.1,13,277,990,25.148585810781267,89.88122726596914,1.80067746825086,-1.343812843804007,-0.26555309406596195,-8.727845024966566,11,493,971,44.759035396083625,88.15623401541015,0.0,-0.013390514768276109,0.0,17.85401969103208,,,,,,,,,
56,1874.6,13,278,989,25.23937492923174,89.79043814751867,1.8148758380746484,-1.3616103706561258,-0.01813061869640951,9.083439967066859,11,493,971,44.759035396083625,88.15623401541015,0.0,-0.0009069842003055365,0.0,18.139684006088572,,,,,,,,,
57,1906.9,13,278,989,25.23937492923174,89.79043814751867,1.3512774759026702,-1.8058939541174195,8.886196595825146,0.12503191190102078,11,493,971,44.759035396083625,88.15623401541015,0.0,-0.00628597937082388,0.0,17.95994105950112,,,,,,,,,
58,1940.7,13,279,988,25.330164047682214,89.6996490290682,1.7684508617760217,-1.3358078289340238,-0.36882892315526905,8.885424057840257,11,493,972,44.759035396083625,88.24702313386062,0.0,0.8842254308880024,0.0,-0.1844144615778011,,,,,,,,,
59,1974.7,13,280,988,25.42095316613269,89.6996490290682,1.3607033864558382,-0.9074379190373162,-9.056244039022058,-0.009065309348403982,11,493,972,44.759035396083625,88.24702313386062,0.0,0.9074379190373162,0.0,0.009065309348403982,,,,,,,,,
60,2007.8,13,280,987,25.42095316613269,89.60885991061772,1.3541298609170744,-0.8912407369786873,-8.82965774519275,18.004863373306776,11,493,972,44.759035396083625,88.24702313386062,0.0,0.9085094924277135,0.0,0.1727739414609901,,,,,,,,,
