frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
332,11082.8,,,,,,,,,,8,340,366,,,,,,,7,780,653,,,,,,
333,11113.1,,,,,,,,,,8,341,366,,,,,,,8,779,657,,,,,,
334,11146.4,,,,,,,,,,8,343,369,,,,,,,7,780,663,,,,,,
335,11181.0,,,,,,,,,,8,348,373,,,,,,,7,783,670,,,,,,
336,11213.1,,,,,,,,,,8,355,377,,,,,,,7,788,676,,,,,,
337,11245.1,,,,,,,,,,8,361,382,,,,,,,7,792,684,,,,,,
338,11282.6,,,,,,,,,,8,367,387,,,,,,,7,797,690,,,,,,
339,11313.4,,,,,,,,,,8,372,391,,,,,,,7,801,696,,,,,,
340,11345.6,,,,,,,,,,8,377,396,,,,,,,7,805,702,,,,,,
341,11381.2,,,,,,,,,,8,382,400,,,,,,,7,809,708,,,,,,
342,11413.1,,,,,,,,,,8,386,404,,,,,,,7,812,713,,,,,,
343,11448.4,,,,,,,,,,8,390,408,,,,,,,7,816,719,,,,,,
344,11480.8,,,,,,,,,,8,394,412,,,,,,,7,819,724,,,,,,
345,11513.2,,,,,,,,,,8,397,415,,,,,,,8,822,729,,,,,,
346,11545.1,,,,,,,,,,8,401,419,,,,,,,7,824,733,,,,,,
347,11581.2,,,,,,,,,,8,403,422,,,,,,,7,826,737,,,,,,
348,11613.0,,,,,,,,,,8,405,425,,,,,,,7,828,740,,,,,,
349,11645.2,,,,,,,,,,8,408,427,,,,,,,8,829,743,,,,,,
350,11681.7,,,,,,,,,,8,409,429,,,,,,,7,830,745,,,,,,
351,11713.3,,,,,,,,,,8,410,431,,,,,,,8,832,747,,,,,,
352,11745.1,,,,,,,,,,8,411,433,,,,,,,8,832,749,,,,,,
353,11783.8,,,,,,,,,,8,412,434,,,,,,,8,833,750,,,,,,
354,11813.4,,,,,,,,,,8,412,435,,,,,,,7,833,752,,,,,,
355,11845.2,,,,,,,,,,8,412,436,,,,,,,8,833,753,,,,,,
356,11881.5,,,,,,,,,,8,412,436,,,,,,,7,833,753,,,,,,
357,11913.4,,,,,,,,,,8,413,436,,,,,,,8,833,754,,,,,,
358,11945.5,,,,,,,,,,8,413,436,,,,,,,8,833,753,,,,,,
359,11981.0,,,,,,,,,,8,412,436,,,,,,,7,833,753,,,,,,
360,12013.6,,,,,,,,,,8,412,436,,,,,,,7,833,753,,,,,,
361,12045.3,,,,,,,,,,8,412,436,,,,,,,8,833,753,,,,,,
362,12081.5,,,,,,,,,,8,412,436,,,,,,,8,833,752,,,,,,
363,12113.3,,,,,,,,,,8,412,436,,,,,,,8,833,753,,,,,,
364,12145.2,,,,,,,,,,8,412,436,,,,,,,8,833,752,,,,,,
365,12181.3,,,,,,,,,,8,412,435,,,,,,,8,833,753,,,,,,
366,12213.5,,,,,,,,,,8,412,436,,,,,,,8,833,753,,,,,,
367,12245.0,,,,,,,,,,8,412,436,,,,,,,7,833,753,,,,,,
368,12281.3,,,,,,,,,,8,413,436,,,,,,,8,833,753,,,,,,
369,12313.3,,,,,,,,,,8,412,436,,,,,,,8,833,753,,,,,,
370,12344.9,,,,,,,,,,8,412,436,,,,,,,7,833,753,,,,,,
371,12380.9,,,,,,,,,,8,412,436,,,,,,,8,833,753,,,,,,
372,12414.2,,,,,,,,,,8,412,436,,,,,,,8,833,753,,,,,,
373,12449.0,,,,,,,,,,8,412,436,,,,,,,7,832,753,,,,,,
374,12481.2,,,,,,,,,,8,413,436,,,,,,,8,831,756,,,,,,
375,12513.1,,,,,,,,,,8,414,438,,,,,,,8,830,760,,,,,,
376,12545.2,,,,,,,,,,8,415,440,,,,,,,8,828,766,,,,,,
377,12584.3,,,,,,,,,,8,417,442,,,,,,,8,827,774,,,,,,
378,12612.9,,,,,,,,,,8,418,444,,,,,,,8,824,780,,,,,,
379,12645.1,,,,,,,,,,8,419,446,,,,,,,7,822,787,,,,,,
380,12684.4,,,,,,,,,,8,420,449,,,,,,,8,820,793,,,,,,
381,12713.0,,,,,,,,,,8,420,451,,,,,,,7,817,797,,,,,,
382,12745.3,,,,,,,,,,8,420,453,,,,,,,8,815,802,,,,,,
383,12781.0,,,,,,,,,,8,419,455,,,,,,,7,812,806,,,,,,
384,12816.3,,,,,,,,,,8,419,457,,,,,,,7,810,810,,,,,,
385,12845.1,,,,,,,,,,8,418,458,,,,,,,8,808,813,,,,,,
386,12881.2,,,,,,,,,,8,417,459,,,,,,,7,805,816,,,,,,
387,12914.0,,,,,,,,,,8,416,461,,,,,,,7,803,818,,,,,,
388,12945.4,,,,,,,,,,8,415,461,,,,,,,8,800,821,,,,,,
389,12981.5,,,,,,,,,,8,414,463,,,,,,,8,798,823,,,,,,
390,13013.0,,,,,,,,,,8,414,464,,,,,,,8,797,825,,,,,,
391,13045.6,,,,,,,,,,8,413,464,,,,,,,8,795,827,,,,,,
392,13081.7,,,,,,,,,,9,412,464,,,,,,,7,792,830,,,,,,
393,13113.1,,,,,,,,,,9,412,466,,,,,,,8,791,831,,,,,,
394,13145.5,,,,,,,,,,8,411,466,,,,,,,7,790,833,,,,,,
395,13181.0,,,,,,,,,,8,411,466,,,,,,,7,788,834,,,,,,
396,13213.2,,,,,,,,,,8,410,467,,,,,,,8,787,835,,,,,,
397,13245.6,,,,,,,,,,8,409,467,,,,,,,8,787,836,,,,,,
398,13281.0,,,,,,,,,,8,410,468,,,,,,,8,786,837,,,,,,
399,13313.1,,,,,,,,,,8,409,468,,,,,,,7,784,838,,,,,,
400,13345.3,,,,,,,,,,8,408,468,,,,,,,8,780,841,,,,,,
401,13383.9,,,,,,,,,,8,407,469,,,,,,,8,776,844,,,,,,
402,13413.2,,,,,,,,,,8,406,469,,,,,,,7,773,847,,,,,,
403,13445.2,,,,,,,,,,8,405,470,,,,,,,8,770,850,,,,,,
404,13481.3,,,,,,,,,,8,403,471,,,,,,,8,766,854,,,,,,
405,13513.7,,,,,,,,,,8,402,472,,,,,,,8,762,856,,,,,,
406,13545.1,,,,,,,,,,8,401,473,,,,,,,8,759,859,,,,,,
407,13581.2,,,,,,,,,,8,399,474,,,,,,,8,755,862,,,,,,
408,13614.1,,,,,,,,,,8,398,475,,,,,,,7,752,865,,,,,,
409,13645.2,,,,,,,,,,8,397,476,,,,,,,8,748,869,,,,,,
410,13683.3,,,,,,,,,,8,397,479,,,,,,,8,743,876,,,,,,
411,13713.2,,,,,,,,,,8,397,482,,,,,,,8,739,884,,,,,,
412,13745.2,,,,,,,,,,8,398,486,,,,,,,7,736,892,,,,,,
413,13780.9,,,,,,,,,,8,398,490,,,,,,,8,732,899,,,,,,
414,13813.1,,,,,,,,,,8,397,492,,,,,,,8,733,897,,,,,,
415,13845.1,,,,,,,,,,8,394,493,,,,,,,7,735,895,,,,,,
416,13881.0,,,,,,,,,,8,392,493,,,,,,,7,736,893,,,,,,
417,13913.0,,,,,,,,,,8,390,494,,,,,,,7,736,891,,,,,,
418,13946.7,,,,,,,,,,8,388,494,,,,,,,8,736,890,,,,,,
419,13981.0,,,,,,,,,,8,387,494,,,,,,,8,736,888,,,,,,
420,14013.3,,,,,,,,,,8,386,494,,,,,,,8,736,887,,,,,,
421,14044.9,,,,,,,,,,8,385,494,,,,,,,8,736,886,,,,,,
422,14081.6,,,,,,,,,,8,384,493,,,,,,,8,736,886,,,,,,
423,14113.4,,,,,,,,,,8,384,493,,,,,,,7,735,886,,,,,,
424,14152.6,,,,,,,,,,8,384,492,,,,,,,8,735,886,,,,,,
425,14181.7,,,,,,,,,,8,384,493,,,,,,,8,735,885,,,,,,
426,14213.1,,,,,,,,,,8,384,492,,,,,,,8,736,885,,,,,,
427,14245.1,,,,,,,,,,8,383,491,,,,,,,8,735,882,,,,,,
428,14281.0,,,,,,,,,,8,381,489,,,,,,,7,736,877,,,,,,
429,14313.3,,,,,,,,,,8,378,485,,,,,,,8,735,870,,,,,,
430,14353.4,,,,,,,,,,8,374,481,,,,,,,7,734,863,,,,,,
431,14381.4,,,,,,,,,,8,370,476,,,,,,,7,732,855,,,,,,
432,14413.5,,,,,,,,,,8,365,470,,,,,,,7,729,845,,,,,,
433,14445.2,,,,,,,,,,8,357,462,,,,,,,7,725,834,,,,,,
434,14481.0,,,,,,,,,,8,349,453,,,,,,,7,720,820,,,,,,
435,14513.7,,,,,,,,,,8,341,445,,,,,,,7,717,806,,,,,,
436,14545.6,,,,,,,,,,8,332,435,,,,,,,7,713,793,,,,,,
437,14581.0,,,,,,,,,,8,325,426,,,,,,,7,709,779,,,,,,
438,14614.1,,,,,,,,,,8,317,417,,,,,,,7,705,767,,,,,,
439,14645.8,,,,,,,,,,8,309,408,,,,,,,7,701,753,,,,,,
440,14682.5,,,,,,,,,,8,301,399,,,,,,,7,696,740,,,,,,
441,14713.2,,,,,,,,,,8,294,391,,,,,,,7,692,728,,,,,,
442,14745.4,,,,,,,,,,8,285,382,,,,,,,7,688,714,,,,,,
443,14781.4,,,,,,,,,,8,277,373,,,,,,,7,683,702,,,,,,
444,14813.2,,,,,,,,,,8,271,365,,,,,,,7,679,692,,,,,,
445,14845.5,,,,,,,,,,8,273,356,,,,,,,7,680,686,,,,,,
446,14881.0,,,,,,,,,,8,276,348,,,,,,,7,680,681,,,,,,
447,14913.0,,,,,,,,,,8,277,339,,,,,,,7,680,675,,,,,,
448,14945.5,,,,,,,,,,8,280,331,,,,,,,7,681,670,,,,,,
449,14982.4,,,,,,,,,,8,282,323,,,,,,,7,681,664,,,,,,
450,15013.7,,,,,,,,,,8,284,315,,,,,,,7,681,659,,,,,,
451,15045.2,,,,,,,,,,8,286,308,,,,,,,7,681,653,,,,,,
452,15081.3,,,,,,,,,,8,288,301,,,,,,,7,681,648,,,,,,
453,15113.3,,,,,,,,,,8,289,293,,,,,,,7,681,644,,,,,,
454,15147.7,,,,,,,,,,8,291,287,,,,,,,7,680,638,,,,,,
455,15181.3,,,,,,,,,,8,292,281,,,,,,,7,681,635,,,,,,
456,15213.4,,,,,,,,,,8,293,275,,,,,,,7,681,631,,,,,,
457,15252.3,,,,,,,,,,8,294,270,,,,,,,7,681,627,,,,,,
458,15282.4,,,,,,,,,,8,296,266,,,,,,,7,680,624,,,,,,
459,15313.4,,,,,,,,,,8,296,261,,,,,,,7,680,621,,,,,,
460,15352.4,,,,,,,,,,8,297,257,,,,,,,7,680,618,,,,,,
461,15381.4,,,,,,,,,,8,298,253,,,,,,,7,680,616,,,,,,
462,15413.8,,,,,,,,,,8,299,250,,,,,,,7,679,614,,,,,,
463,15445.4,,,,,,,,,,8,299,247,,,,,,,7,679,611,,,,,,
464,15481.0,,,,,,,,,,8,300,244,,,,,,,8,679,609,,,,,,
465,15513.3,,,,,,,,,,8,300,242,,,,,,,7,679,608,,,,,,
466,15546.2,,,,,,,,,,8,300,240,,,,,,,7,678,607,,,,,,
467,15581.4,,,,,,,,,,8,300,241,,,,,,,7,679,606,,,,,,
468,15613.1,,,,,,,,,,8,300,241,,,,,,,7,680,606,,,,,,
469,15646.1,,,,,,,,,,8,300,241,,,,,,,7,680,605,,,,,,
470,15681.4,,,,,,,,,,8,300,241,,,,,,,7,680,606,,,,,,
471,15713.3,,,,,,,,,,8,300,240,,,,,,,7,680,606,,,,,,
472,15745.2,,,,,,,,,,8,300,240,,,,,,,7,680,606,,,,,,
473,15781.4,,,,,,,,,,8,300,241,,,,,,,7,681,606,,,,,,
474,15815.5,,,,,,,,,,8,300,241,,,,,,,7,680,606,,,,,,
475,15847.4,,,,,,,,,,8,300,241,,,,,,,7,680,605,,,,,,
476,15883.1,,,,,,,,,,8,300,241,,,,,,,7,680,606,,,,,,
477,15913.1,,,,,,,,,,8,300,241,,,,,,,7,680,605,,,,,,
478,15945.2,,,,,,,,,,8,300,240,,,,,,,7,680,605,,,,,,
479,15981.2,,,,,,,,,,8,300,241,,,,,,,7,680,606,,,,,,
480,16013.2,,,,,,,,,,8,300,241,,,,,,,7,680,605,,,,,,
481,16045.9,,,,,,,,,,8,300,241,,,,,,,7,680,606,,,,,,
482,16081.3,,,,,,,,,,8,300,241,,,,,,,7,680,606,,,,,,
483,16113.3,,,,,,,,,,8,300,241,,,,,,,7,680,606,,,,,,
484,16145.1,,,,,,,,,,8,300,241,,,,,,,7,680,606,,,,,,
485,16181.0,,,,,,,,,,8,300,240,,,,,,,7,680,605,,,,,,
486,16213.4,,,,,,,,,,8,300,240,,,,,,,7,679,606,,,,,,
487,16245.0,,,,,,,,,,8,300,241,,,,,,,7,678,608,,,,,,
488,16280.9,,,,,,,,,,8,301,243,,,,,,,7,679,610,,,,,,
489,16313.3,,,,,,,,,,8,304,245,,,,,,,7,683,614,,,,,,
490,16348.3,,,,,,,,,,8,308,251,,,,,,,7,687,621,,,,,,
491,16384.2,,,,,,,,,,8,316,260,,,,,,,7,695,629,,,,,,
492,16416.3,,,,,,,,,,8,326,270,,,,,,,7,705,641,,,,,,
493,16445.3,,,,,,,,,,8,336,281,,,,,,,7,715,651,,,,,,
494,16484.3,,,,,,,,,,8,347,292,,,,,,,7,725,662,,,,,,
495,16513.1,,,,,,,,,,8,356,303,,,,,,,7,734,672,,,,,,
496,16545.6,,,,,,,,,,8,366,313,,,,,,,7,744,682,,,,,,
497,16584.2,,,,,,,,,,8,374,322,,,,,,,7,752,692,,,,,,
498,16616.3,,,,,,,,,,8,382,332,,,,,,,7,761,701,,,,,,
499,16648.3,,,,,,,,,,8,391,341,,,,,,,7,768,710,,,,,,
500,16681.2,,,,,,,,,,8,398,350,,,,,,,7,775,719,,,,,,
501,16713.1,,,,,,,,,,8,405,358,,,,,,,7,783,727,,,,,,
502,16745.3,,,,,,,,,,8,412,367,,,,,,,7,790,736,,,,,,
503,16783.1,,,,,,,,,,8,419,375,,,,,,,7,797,743,,,,,,
504,16813.2,,,,,,,,,,8,425,382,,,,,,,7,803,751,,,,,,
505,16845.4,,,,,,,,,,8,431,389,,,,,,,7,809,759,,,,,,
506,16881.3,,,,,,,,,,8,437,396,,,,,,,8,815,765,,,,,,
507,16913.2,,,,,,,,,,8,442,403,,,,,,,8,821,772,,,,,,
508,16945.2,,,,,,,,,,8,448,410,,,,,,,7,826,778,,,,,,
509,16983.6,,,,,,,,,,8,451,416,,,,,,,7,830,785,,,,,,
510,17019.5,,,,,,,,,,8,456,421,,,,,,,8,835,791,,,,,,
511,17048.3,,,,,,,,,,8,460,427,,,,,,,8,839,796,,,,,,
512,17081.2,,,,,,,,,,8,463,431,,,,,,,8,842,801,,,,,,
513,17113.4,,,,,,,,,,8,467,436,,,,,,,8,846,806,,,,,,
514,17145.5,,,,,,,,,,8,470,440,,,,,,,8,849,810,,,,,,
515,17181.5,,,,,,,,,,8,473,444,,,,,,,7,851,814,,,,,,
516,17213.5,,,,,,,,,,8,475,448,,,,,,,8,853,818,,,,,,
517,17245.3,,,,,,,,,,8,477,450,,,,,,,8,856,821,,,,,,
518,17281.4,,,,,,,,,,8,479,453,,,,,,,8,857,824,,,,,,
519,17313.2,,,,,,,,,,8,480,455,,,,,,,8,858,825,,,,,,
520,17345.6,,,,,,,,,,8,481,457,,,,,,,8,859,827,,,,,,
521,17380.9,,,,,,,,,,8,481,458,,,,,,,8,859,829,,,,,,
522,17414.2,,,,,,,,,,8,481,459,,,,,,,8,859,830,,,,,,
523,17448.7,,,,,,,,,,8,481,460,,,,,,,8,859,830,,,,,,
524,17481.5,,,,,,,,,,8,481,460,,,,,,,8,859,831,,,,,,
525,17516.3,,,,,,,,,,8,481,460,,,,,,,8,859,831,,,,,,
526,17545.5,,,,,,,,,,8,482,460,,,,,,,8,859,830,,,,,,
527,17581.3,,,,,,,,,,8,482,460,,,,,,,8,859,831,,,,,,
528,17616.4,,,,,,,,,,8,481,460,,,,,,,7,859,831,,,,,,
529,17645.4,,,,,,,,,,8,482,460,,,,,,,8,859,831,,,,,,
530,17681.3,,,,,,,,,,8,482,460,,,,,,,8,859,831,,,,,,
531,17713.1,,,,,,,,,,8,481,460,,,,,,,8,858,830,,,,,,
532,17748.3,,,,,,,,,,8,481,459,,,,,,,8,857,830,,,,,,
533,17781.2,,,,,,,,,,8,480,459,,,,,,,8,855,831,,,,,,
534,17813.2,,,,,,,,,,8,479,459,,,,,,,8,853,832,,,,,,
535,17848.4,,,,,,,,,,8,479,459,,,,,,,8,852,834,,,,,,
536,17881.1,,,,,,,,,,8,479,461,,,,,,,8,850,836,,,,,,
537,17913.2,,,,,,,,,,8,478,461,,,,,,,8,849,838,,,,,,
538,17945.0,,,,,,,,,,8,477,462,,,,,,,8,847,839,,,,,,
539,17981.3,,,,,,,,,,8,477,462,,,,,,,8,846,841,,,,,,
540,18013.5,,,,,,,,,,8,476,463,,,,,,,8,845,842,,,,,,
541,18045.0,,,,,,,,,,8,475,463,,,,,,,8,844,843,,,,,,
542,18081.0,,,,,,,,,,8,475,464,,,,,,,8,842,844,,,,,,
543,18115.0,,,,,,,,,,8,475,464,,,,,,,8,840,847,,,,,,
544,18147.8,,,,,,,,,,8,474,466,,,,,,,8,838,849,,,,,,
545,18181.1,,,,,,,,,,8,473,467,,,,,,,8,834,852,,,,,,
546,18213.3,,,,,,,,,,8,472,468,,,,,,,8,832,855,,,,,,
547,18256.9,,,,,,,,,,8,470,469,,,,,,,8,827,859,,,,,,
548,18282.2,,,,,,,,,,8,469,470,,,,,,,8,822,861,,,,,,
549,18313.3,,,,,,,,,,8,467,470,,,,,,,7,817,864,,,,,,
550,18345.2,,,,,,,,,,8,463,469,,,,,,,8,811,866,,,,,,
551,18381.9,,,,,,,,,,8,459,467,,,,,,,8,803,867,,,,,,
552,18413.5,,,,,,,,,,8,454,464,,,,,,,8,794,866,,,,,,
553,18445.3,,,,,,,,,,8,449,462,,,,,,,8,787,866,,,,,,
554,18481.2,,,,,,,,,,8,444,459,,,,,,,8,779,864,,,,,,
555,18513.4,,,,,,,,,,8,438,456,,,,,,,8,772,862,,,,,,
556,18547.5,,,,,,,,,,8,433,453,,,,,,,8,765,859,,,,,,
557,18581.3,,,,,,,,,,8,427,449,,,,,,,8,758,857,,,,,,
558,18613.2,,,,,,,,,,8,424,447,,,,,,,8,752,855,,,,,,
559,18645.4,,,,,,,,,,8,418,443,,,,,,,7,745,853,,,,,,
560,18681.5,,,,,,,,,,8,414,440,,,,,,,8,739,851,,,,,,
561,18713.3,,,,,,,,,,8,409,438,,,,,,,8,732,850,,,,,,
562,18745.2,,,,,,,,,,8,404,435,,,,,,,8,727,849,,,,,,
563,18782.4,,,,,,,,,,8,400,432,,,,,,,8,721,847,,,,,,
564,18820.3,,,,,,,,,,8,396,430,,,,,,,8,715,845,,,,,,
565,18845.7,,,,,,,,,,8,391,428,,,,,,,7,709,844,,,,,,
566,18881.6,,,,,,,,,,8,387,425,,,,,,,7,704,843,,,,,,
567,18913.6,,,,,,,,,,8,383,423,,,,,,,7,699,841,,,,,,
568,18945.4,,,,,,,,,,8,379,421,,,,,,,7,694,840,,,,,,
569,18981.1,,,,,,,,,,8,376,419,,,,,,,8,689,838,,,,,,
570,19013.3,,,,,,,,,,8,372,417,,,,,,,7,684,838,,,,,,
571,19045.1,,,,,,,,,,8,369,415,,,,,,,7,679,837,,,,,,
572,19082.4,,,,,,,,,,8,366,413,,,,,,,7,675,836,,,,,,
573,19116.9,,,,,,,,,,8,362,411,,,,,,,8,671,835,,,,,,
574,19155.4,,,,,,,,,,8,359,410,,,,,,,8,667,834,,,,,,
575,19181.4,,,,,,,,,,8,356,408,,,,,,,7,664,833,,,,,,
576,19213.4,,,,,,,,,,8,354,407,,,,,,,8,660,832,,,,,,
577,19245.5,,,,,,,,,,8,351,405,,,,,,,7,656,831,,,,,,
578,19281.4,,,,,,,,,,8,348,404,,,,,,,7,654,831,,,,,,
579,19313.5,,,,,,,,,,8,346,403,,,,,,,7,651,829,,,,,,
580,19345.4,,,,,,,,,,8,344,402,,,,,,,7,648,829,,,,,,
581,19381.4,,,,,,,,,,8,342,401,,,,,,,7,646,827,,,,,,
582,19413.3,,,,,,,,,,8,341,400,,,,,,,7,644,827,,,,,,
583,19445.5,,,,,,,,,,8,339,399,,,,,,,7,642,827,,,,,,
584,19481.2,,,,,,,,,,8,337,398,,,,,,,7,641,826,,,,,,
585,19513.4,,,,,,,,,,8,336,398,,,,,,,8,640,826,,,,,,
586,19545.3,,,,,,,,,,8,336,398,,,,,,,7,639,826,,,,,,
587,19581.5,,,,,,,,,,8,335,397,,,,,,,8,638,825,,,,,,
588,19613.2,,,,,,,,,,8,334,397,,,,,,,7,637,825,,,,,,
589,19645.8,,,,,,,,,,8,333,396,,,,,,,7,637,825,,,,,,
590,19681.6,,,,,,,,,,8,334,396,,,,,,,7,636,824,,,,,,
591,19712.9,,,,,,,,,,8,333,396,,,,,,,7,637,825,,,,,,
592,19747.4,,,,,,,,,,8,333,396,,,,,,,8,637,824,,,,,,
593,19781.4,,,,,,,,,,8,333,396,,,,,,,7,636,824,,,,,,
594,19814.8,,,,,,,,,,8,333,396,,,,,,,7,637,825,,,,,,
595,19846.7,,,,,,,,,,8,333,396,,,,,,,8,637,824,,,,,,
596,19884.0,,,,,,,,,,8,334,396,,,,,,,8,637,824,,,,,,
597,19913.3,,,,,,,,,,8,334,396,,,,,,,8,637,824,,,,,,
598,19945.5,,,,,,,,,,8,334,396,,,,,,,8,637,825,,,,,,
599,19981.1,,,,,,,,,,8,334,396,,,,,,,8,637,824,,,,,,
600,20013.6,,,,,,,,,,8,333,396,,,,,,,8,637,825,,,,,,
601,20045.3,,,,,,,,,,8,333,396,,,,,,,8,637,825,,,,,,
602,20081.2,,,,,,,,,,8,333,396,,,,,,,7,637,824,,,,,,
603,20113.5,,,,,,,,,,8,333,396,,,,,,,7,636,824,,,,,,
604,20145.3,,,,,,,,,,8,334,396,,,,,,,7,636,824,,,,,,
605,20181.3,,,,,,,,,,8,333,397,,,,,,,8,637,824,,,,,,
606,20217.0,,,,,,,,,,8,334,397,,,,,,,7,637,824,,,,,,
607,20248.4,,,,,,,,,,8,333,396,,,,,,,7,637,825,,,,,,
608,20281.5,,,,,,,,,,8,334,396,,,,,,,7,637,825,,,,,,
609,20313.3,,,,,,,,,,8,334,396,,,,,,,8,637,824,,,,,,
610,20348.3,,,,,,,,,,8,334,396,,,,,,,8,637,824,,,,,,
611,20381.9,,,,,,,,,,8,334,397,,,,,,,8,637,825,,,,,,
612,20413.4,,,,,,,,,,8,333,396,,,,,,,8,637,825,,,,,,
613,20445.4,,,,,,,,,,8,333,396,,,,,,,7,636,824,,,,,,
614,20481.8,,,,,,,,,,8,333,397,,,,,,,8,637,824,,,,,,
615,20513.7,,,,,,,,,,8,333,396,,,,,,,8,637,824,,,,,,
616,20547.8,,,,,,,,,,8,334,396,,,,,,,8,637,824,,,,,,
617,20581.3,,,,,,,,,,8,333,397,,,,,,,7,636,824,,,,,,
618,20613.2,,,,,,,,,,8,334,396,,,,,,,7,636,824,,,,,,
619,20645.6,,,,,,,,,,8,334,396,,,,,,,7,637,825,,,,,,
620,20681.5,,,,,,,,,,8,334,396,,,,,,,8,637,824,,,,,,
621,20713.4,,,,,,,,,,8,334,396,,,,,,,8,637,825,,,,,,
622,20745.3,,,,,,,,,,8,333,396,,,,,,,7,637,824,,,,,,
623,20781.2,,,,,,,,,,8,332,395,,,,,,,7,639,819,,,,,,
624,20813.4,,,,,,,,,,8,330,392,,,,,,,7,642,813,,,,,,
625,20845.3,,,,,,,,,,8,329,390,,,,,,,8,649,806,,,,,,
626,20881.1,,,,,,,,,,8,328,388,,,,,,,7,655,797,,,,,,
627,20913.4,,,,,,,,,,8,327,387,,,,,,,7,665,787,,,,,,
628,20948.6,,,,,,,,,,8,327,385,,,,,,,7,676,776,,,,,,
629,20982.9,,,,,,,,,,8,328,384,,,,,,,7,687,766,,,,,,
630,21013.2,,,,,,,,,,8,328,383,,,,,,,7,697,754,,,,,,
631,21045.5,,,,,,,,,,8,329,381,,,,,,,7,708,744,,,,,,
632,21081.0,,,,,,,,,,8,330,380,,,,,,,7,718,733,,,,,,
633,21113.1,,,,,,,,,,8,331,379,,,,,,,7,727,722,,,,,,
634,21148.3,,,,,,,,,,8,332,377,,,,,,,7,736,711,,,,,,
635,21181.2,,,,,,,,,,8,333,375,,,,,,,7,744,701,,,,,,
636,21216.3,,,,,,,,,,8,335,373,,,,,,,7,752,690,,,,,,
637,21245.1,,,,,,,,,,8,336,371,,,,,,,8,760,680,,,,,,
638,21281.1,,,,,,,,,,8,337,369,,,,,,,7,767,670,,,,,,
639,21316.4,,,,,,,,,,8,339,367,,,,,,,7,774,661,,,,,,
640,21345.3,,,,,,,,,,8,341,364,,,,,,,7,780,651,,,,,,
641,21381.1,,,,,,,,,,8,342,361,,,,,,,7,786,642,,,,,,
642,21413.3,,,,,,,,,,8,344,359,,,,,,,7,792,633,,,,,,
643,21445.4,,,,,,,,,,8,346,356,,,,,,,7,797,624,,,,,,
644,21481.1,,,,,,,,,,8,347,353,,,,,,,7,803,615,,,,,,
645,21513.2,,,,,,,,,,8,348,350,,,,,,,7,807,607,,,,,,
646,21545.3,,,,,,,,,,8,349,347,,,,,,,7,811,599,,,,,,
647,21581.3,,,,,,,,,,8,351,345,,,,,,,7,815,591,,,,,,
648,21613.4,,,,,,,,,,8,351,343,,,,,,,7,819,583,,,,,,
649,21645.7,,,,,,,,,,8,352,340,,,,,,,7,822,577,,,,,,
650,21681.2,,,,,,,,,,8,354,338,,,,,,,8,826,570,,,,,,
651,21713.5,,,,,,,,,,8,354,335,,,,,,,7,828,563,,,,,,
652,21745.5,,,,,,,,,,8,355,332,,,,,,,8,831,557,,,,,,
653,21784.4,,,,,,,,,,8,356,330,,,,,,,8,834,551,,,,,,
654,21813.1,,,,,,,,,,8,357,328,,,,,,,8,837,545,,,,,,
655,21845.4,,,,,,,,,,8,358,326,,,,,,,8,839,540,,,,,,
656,21882.6,,,,,,,,,,8,359,324,,,,,,,7,840,535,,,,,,
657,21915.4,,,,,,,,,,8,359,322,,,,,,,8,843,530,,,,,,
658,21945.9,,,,,,,,,,8,360,320,,,,,,,8,845,525,,,,,,
659,21981.5,,,,,,,,,,8,360,318,,,,,,,8,846,521,,,,,,
660,22016.3,,,,,,,,,,8,360,316,,,,,,,7,847,517,,,,,,
661,22049.0,,,,,,,,,,8,361,315,,,,,,,8,848,513,,,,,,
662,22081.0,,,,,,,,,,8,361,314,,,,,,,8,850,510,,,,,,
663,22115.9,,,,,,,,,,8,361,312,,,,,,,8,851,507,,,,,,
664,22145.2,,,,,,,,,,8,361,311,,,,,,,7,851,505,,,,,,
665,22181.1,,,,,,,,,,8,361,310,,,,,,,8,852,502,,,,,,
666,22213.4,,,,,,,,,,8,361,309,,,,,,,8,852,500,,,,,,
667,22245.4,,,,,,,,,,8,361,308,,,,,,,8,853,498,,,,,,
668,22281.3,,,,,,,,,,8,361,307,,,,,,,8,853,497,,,,,,
669,22313.6,,,,,,,,,,8,361,307,,,,,,,8,853,496,,,,,,
670,22345.3,,,,,,,,,,8,361,306,,,,,,,7,853,495,,,,,,
671,22381.7,,,,,,,,,,8,360,306,,,,,,,8,853,495,,,,,,
672,22413.3,,,,,,,,,,8,361,306,,,,,,,8,852,495,,,,,,
673,22445.4,,,,,,,,,,8,360,306,,,,,,,8,853,495,,,,,,
674,22481.3,,,,,,,,,,8,360,306,,,,,,,8,852,495,,,,,,
