frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,137.4,11,263,214,20.057132048078685,16.320251932657182,,,,,,,,,,,,,,,,,,,,,,,62,1015,434,77.40680239087402,33.098081022304754,,,,,,,,,,,,,
1,137.4,13,262,218,19.980869188580286,16.625303370650773,,,,,,,,,,,,,,,,,,,,,,,62,1015,434,77.40680239087402,33.098081022304754,,,,,,,,,,,,,
2,249.6,19,267,219,20.36218348607228,16.701566230149172,,,,,,,,,,,,,,,,,,,,,,,62,1015,434,,,,,,,,,,,,,,,
3,278.0,16,264,221,20.133394907577085,16.854091949145968,62.49273149908763,758.9871292945762,881.2279004705823,10742.393437020432,,,,,,,,,,,,,,,,,,,54,995,738,75.88154520090606,56.28199030981776,,,,,,,,,,,,,
4,289.9,20,270,216,20.59097206456747,16.472777651653978,56.70749070383332,790.2321396529056,691.236932553391,10376.817158059868,,,,,,,,,,,,,,,,,,,62,77,355,5.872240181376649,27.073315121931305,,,,,,,,,,,,,
5,310.8,14,309,768,23.565223585004997,58.5698760947697,17.36956984893729,227.04509159682317,-1142.7348584827173,-14937.177078738378,14,339,561,25.853109369956936,42.7834641786013,,,,,13,935,747,71.30577363100217,56.96835604530334,,,,,,,,,,,,,,12,34,377,2.5929372229455336,28.751098030896063,,,,
6,320.3,13,309,768,23.565223585004997,58.5698760947697,32.93086061892932,400.292905745652,-2278.952291967429,-27701.931193470744,14,339,561,25.853109369956936,42.7834641786013,,,,,13,934,747,71.22951077150377,56.96835604530334,,,,,,,,,,,,,,12,34,377,2.5929372229455336,28.751098030896063,,,,
7,331.7,13,309,768,23.565223585004997,58.5698760947697,36.69024618124986,518.478022452411,-1648.9998283707805,-23379.406497796434,14,339,561,25.853109369956936,42.7834641786013,,,,,13,933,747,71.15324791200537,56.96835604530334,,,,,,,,,,,,,,12,34,378,2.5929372229455336,28.82736089039446,,,,
8,341.2,14,309,768,23.565223585004997,58.5698760947697,0.0,0.0,0.0,0.0,14,339,561,25.853109369956936,42.7834641786013,0.0,0.0,0.0,0.0,13,933,748,71.15324791200537,57.04461890480174,-3.8065863109073903,1.7256604568764067,79.65178139113199,-51.512252444071834,,,,,,,,,,12,34,378,2.5929372229455336,28.82736089039446,0.0,1.3703950597217658,0.0,-74.88497594108003
9,349.2,14,309,768,23.565223585004997,58.5698760947697,0.0,0.0,0.0,0.0,14,339,561,25.853109369956936,42.7834641786013,0.0,0.0,0.0,0.0,13,932,748,71.07698505250697,57.04461890480174,-3.80794048858465,1.8035536039218698,101.71391357072488,-57.80620525390606,,,,,,,,,,12,34,377,2.5929372229455336,28.751098030896063,0.0,0.0,0.0,0.0
10,376.2,14,309,767,23.565223585004997,58.4936132352713,0.0,-1.1892682755650434,0.0,23.573206651437918,14,339,561,25.853109369956936,42.7834641786013,0.0,0.0,0.0,0.0,13,932,748,71.07698505250697,57.04461890480174,-0.9579459640114759,1.1892682755650434,33.969715035867914,-23.573206651437918,,,,,,,,,,12,34,377,2.5929372229455336,28.751098030896063,0.0,-1.189268275564988,0.0,23.57320665143682
11,408.2,14,309,768,23.565223585004997,58.5698760947697,0.0,-0.3030511196776832,0.0,-9.046302079930841,14,339,561,25.853109369956936,42.7834641786013,-0.3030511196776691,0.0,-9.04630207993042,0.0,13,932,748,71.07698505250697,57.04461890480174,-0.3801715200062641,-0.3030511196776832,22.62925714322999,-9.046302079930841,,,,,,,,,,12,34,377,2.5929372229455336,28.751098030896063,0.0,-0.6832226396839154,0.0,13.582955063298513
12,440.5,14,309,768,23.565223585004997,58.5698760947697,0.0,-0.35958036242097935,0.0,-7.87689731480787,14,339,561,25.853109369956936,42.7834641786013,0.0,0.0,0.0,0.0,14,933,747,71.15324791200537,56.96835604530334,0.43830404125262523,-0.07872367883164588,-8.69650875501241,16.57340606982028,,,,,,,,,,12,34,377,2.5929372229455336,28.751098030896063,0.0,0.0,0.0,0.0
