frame_no,timestamp,position_px_x-darkorange,position_px_y-darkorange,position_px_x-green,position_px_y-green,position_px_x-hotpink,position_px_y-hotpink,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
16,746.4,,,385.0,758.0,1006.0,746.0,1.1439428924759707,52.46884733489785,0.0,0.3786362785150375,0.0,7.656952042771236
17,778.8,,,385.0,758.0,1006.0,746.0,1.1439428924759707,52.46884733489785,0.0,0.3830331731774117,0.0,7.637750212909509
18,811.0,,,385.0,758.0,1006.0,746.0,1.1439428924759707,52.46884733489785,0.0,0.0,0.0,0.0
20,878.6,,,385.0,758.0,1005.0,746.0,1.1439428924759707,52.54511019439625,0.0,0.1898883884823237,0.0,-11.50838718074694
21,946.0,,,385.0,758.0,1006.0,746.0,1.1439428924759707,52.46884733489785,0.0,0.0,0.0,0.0
22,978.5,,,385.0,758.0,1005.0,746.0,1.0676800329775726,52.46884733489785,0.0004380204212232,-0.2887650041865858,8.760408424471937,4.37854441526286
24,1078.2,,,385.0,758.0,1006.0,746.0,1.1439428924759707,52.46884733489785,0.0,0.4335720252923321,0.0,6.559334724543598
25,1110.4,,,385.0,758.0,1006.0,746.0,1.1439428924759707,52.46884733489785,0.2497508685974129,0.4319114649092725,-4.9800771405266815,6.549074524780473
28,1210.7,,,385.0,758.0,1005.0,746.0,1.1439428924759707,52.54511019439625,0.0,0.4754657462067314,0.0,-5.6805943393874765
31,1378.1,,,385.0,758.0,1006.0,746.0,1.1439428924759707,52.54511019439625,0.0,-0.3209251553552548,0.0,-3.834231246777241
32,1446.2,,,385.0,758.0,1006.0,746.0,1.0676800329775726,52.46884733489785,0.1923400513391331,-0.1540119282752861,5.828486404216137,2.331747589330601
35,1578.3,,,385.0,758.0,1006.0,746.0,1.1439428924759707,52.46884733489785,0.2885464912554501,0.2889838485117711,-4.371916534173487,4.375228592153994
37,1646.2,,,385.0,759.0,1006.0,746.0,1.0676800329775726,52.54511019439625,0.0041845764412899,-0.0041845764412899,8.369152882579794,-8.36915288257994
39,1746.3,,,385.0,758.0,1006.0,746.0,1.1439428924759707,52.46884733489785,0.0,0.0,0.0,0.0
41,1810.7,,,385.0,758.0,1005.0,746.0,1.1439428924759707,52.54511019439625,0.0,0.0,0.0,0.0
42,1858.2,,,385.0,758.0,1006.0,746.0,1.1439428924759707,52.46884733489785,0.0,0.4629257489682896,0.0,8.273918658950656
43,1882.4,,,385.0,759.0,1006.0,746.0,1.0676800329775726,52.46884733489785,0.0395899708518172,0.4048873400606621,15.525478765418145,7.962386235214591
46,1979.0,,,385.0,759.0,1006.0,746.0,1.1439428924759707,52.54511019439625,0.4558622859546795,0.2117216596275918,-6.907004332646658,-11.961675685174646
49,2111.0,,,385.0,759.0,1006.0,746.0,1.1439428924759707,52.46884733489785,0.0,-0.0267167137846909,0.0,8.348973057715815
50,2178.3,,,385.0,759.0,1005.0,746.0,1.0676800329775726,52.54511019439625,0.4647165936758872,0.0,5.790860980384879,0.0
54,2310.7,,,385.0,758.0,1005.0,746.0,1.1439428924759707,52.54511019439625,0.0,0.0,0.0,0.0
55,2350.1,,,385.0,758.0,1006.0,746.0,1.1439428924759707,52.54511019439625,0.0,0.0,0.0,0.0
57,2410.5,,,385.0,759.0,1006.0,746.0,1.1439428924759707,52.54511019439625,0.0,-0.3792238167028273,0.0,-7.599675685427387
58,2446.4,,,385.0,758.0,1006.0,746.0,1.1439428924759707,52.54511019439625,0.0,0.0,0.0,0.0
59,2478.8,,,385.0,758.0,1006.0,746.0,1.1439428924759707,52.54511019439625,0.3792238167028199,0.0,-7.599675685427274,0.0
61,2546.2,,,385.0,759.0,1005.0,746.0,1.1439428924759707,52.54511019439625,0.0,-0.4980842314226151,0.0,-9.981647924300932
62,2578.6,,,385.0,758.0,1006.0,746.0,1.1439428924759707,52.54511019439625,0.0,-0.7444669822962844,0.0,-14.91917800192959
63,2611.1,,,385.0,758.0,1006.0,746.0,1.1439428924759707,52.46884733489785,0.0,-0.8872840410850692,0.0,-17.69260301266344
64,2678.1,,,385.0,757.0,1006.0,746.0,1.1439428924759707,52.39258447539946,0.0,-2.575369724402225,0.0,-21.51623673043157
65,2710.8,,,385.0,757.0,1006.0,746.0,1.1439428924759707,52.31632161590106,0.0,-4.1695095130664415,0.0,-36.8968965936854
66,2753.3,385.0,774.0,385.0,756.0,1006.0,746.0,1.1439428924759707,52.16379589690426,0.4942996589073223,-6.78093855915892,6.952175230764015,-65.19986559597004
68,2811.9,385.0,769.0,385.0,751.0,1005.0,746.0,1.1439428924759707,51.70621873991387,0.7807724809052372,-11.180718285246211,15.445548583684232,-101.80159543756638
69,2846.5,385.0,767.0,385.0,748.0,1005.0,746.0,1.2202057519743688,51.24864158292348,1.1593223217966169,-13.176081266812936,7.318697363426883,-72.0349564566915
70,2878.5,385.0,765.0,385.0,742.0,1005.0,746.0,1.2202057519743688,50.6385387069363,1.5226202072651418,-15.05269350011959,15.183611564740287,-18.573663203409392
71,2910.7,384.0,766.0,385.0,738.0,1005.0,746.0,1.2964686114727668,50.10469869044751,1.5323258121949788,-15.712111444069832,-0.2319183956327447,10.07298898364671
73,2978.7,384.0,765.0,384.0,728.0,1005.0,746.0,1.448994330469563,49.03701865746994,1.9033366895805064,-14.8478510092148,-7.584480181200062,22.662335676558858
74,3011.0,384.0,765.0,384.0,724.0,1004.0,746.0,1.448994330469563,48.579441500479554,1.912955424448901,-14.505415939835276,7.821741172380946,13.988735926314437
