frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,127.6,,,,,,,,,,37,135,128,,,,,,,,,,,,,,,
1,127.6,,,,,,,,,,43,138,134,,,,,,,,,,,,,,,
2,234.7,,,,,,,,,,42,138,133,,,,,,,,,,,,,,,
17,584.2,11,411,813,37.31432768314477,73.81155330023527,-1.4760037529195225,-0.49200125097317415,-28.35742080537026,-9.452473601790086,,,,,,,,,,10,230,220,20.881497243608994,19.973606059104256,-0.49200125097317415,0.0,-9.452473601790086,0.0
18,611.8,11,410,812,37.223538564694294,73.7207641817848,-1.8139688538743266,-0.4541724516188105,-18.12155338739185,9.074374657718488,,,,,,,,,,10,230,220,20.881497243608994,19.973606059104256,-0.4532654674185054,-0.4541724516188105,-9.065309348370112,9.074374657718488
19,647.7,11,409,812,37.13274944624382,73.7207641817848,-1.813972021304271,-0.4543990843525192,0.03620695410395577,9.069842003044302,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,-0.4543990843525192,-0.4543990843525192,9.069842003044302,9.069842003044302
20,680.2,11,408,812,37.04196032779335,73.7207641817848,-2.7868296693407264,-0.4815629365662891,1.0485475465951783,9.66993848526686,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,-0.03418265001900269,0.0,18.99036112166866,0.0
21,711.9,11,407,812,36.951171209342874,73.7207641817848,-2.718242494154211,0.0,0.05414798719438325,0.0,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,-0.001808542772292464,0.0,18.085427722919825,0.0
22,747.9,11,407,812,36.951171209342874,73.7207641817848,-2.722770190009309,-0.4543990843525192,-18.175890960192557,-9.069842003044302,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,0.4543990843525192,0.4543990843525192,9.069842003044302,9.069842003044302
23,779.8,11,405,812,36.76959297244193,73.7207641817848,-3.083526040242097,-0.41970819150590877,-7.006305998429942,-8.427875331443959,,,,,,,,,,10,230,220,20.881497243608994,19.973606059104256,0.46823109140614305,0.41970819150590877,-8.901731775782185,8.427875331443959
24,812.2,11,404,812,36.678803853991454,73.7207641817848,-3.1824675578151895,-0.9147293104968652,-9.310879067174005,-18.23986661010697,,,,,,,,,,10,230,220,20.881497243608994,19.973606059104256,0.4510029789404743,0.0,-9.056284717680215,0.0
25,847.9,11,403,811,36.58801473554098,73.62997506333433,-3.633383247242564,-0.908345811810632,-0.03637018447252443,-0.009092546117953898,,,,,,,,,,10,230,221,20.881497243608994,20.06439517755473,0.4537185059130713,-0.0009087999844895394,-9.08345357183326,-18.175999689784476
26,885.0,11,401,811,36.406436498640026,73.62997506333433,-3.1504053096182334,-0.9139302893076505,5.7348369988836225,-0.9679820412127282,,,,,,,,,,10,230,221,20.881497243608994,20.06439517755473,-0.5053158476124011,-0.09670140591715164,-9.606765163733858,-18.24554828625499
27,911.8,11,400,810,36.31564738018955,73.53918594488385,-2.733701385795555,-0.9124516140144595,18.322247983230906,18.285603487263703,,,,,,,,,,10,230,220,20.881497243608994,19.973606059104256,-0.4543990788833002,0.0,-9.124479495648607,0.0
28,947.8,11,399,810,36.22485826173908,73.53918594488385,-2.271546477332245,0.0018230691765074056,27.300369582076506,18.23069176507971,,,,,,,,,,10,230,220,20.881497243608994,19.973606059104256,-0.4557677508076479,-0.45394468163114055,-9.12447949564861,9.1062122694311
29,979.6,11,398,810,36.134069143288606,73.53918594488385,-1.4816751986299401,-0.05454018232487564,29.544869364505264,19.136906078903536,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,-0.49389173287664667,-0.49389173287664667,9.84828978816842,9.84828978816842
30,1011.6,11,398,810,36.134069143288606,73.53918594488385,-0.9110758542490066,0.452811521712767,18.20331377120892,9.074379192640615,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,-0.4555379271245033,0.0,9.10165688560446,0.0
31,1047.5,11,398,811,36.134069143288606,73.62997506333433,-0.0045440272139008,0.9083567229342359,18.17610885560341,-0.04546300364082845,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,-0.0045440272139008,0.0,18.17610885560341,0.0
32,1079.9,11,398,811,36.134069143288606,73.62997506333433,0.8839127381514342,0.8981255060812794,17.625378627147228,-0.14058128516167542,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,0.4419563690757171,0.0,8.812689313573614,0.0
33,1111.7,11,398,811,36.134069143288606,73.62997506333433,0.8948792292778226,0.9029612667062777,17.87970488067577,-0.08037829366936973,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,0.4474396146389113,0.0,8.939852440337885,0.0
34,1147.7,11,399,812,36.22485826173908,73.7207641817848,1.3602503459252928,0.45281333274003066,9.065295797873501,-9.047219435365257,,,,,,,,,,10,230,220,20.881497243608994,19.973606059104256,-0.000905173852600373,0.4537185065926311,-18.103477051984637,9.05625761661938
35,1181.8,11,400,812,36.31564738018955,73.7207641817848,1.8170938373199532,0.4370172973499248,0.6902464792025407,-8.90962889602292,,,,,,,,,,10,230,220,20.881497243608994,19.973606059104256,-0.0345123239601271,0.0,-18.16438103164711,0.0
36,1212.7,11,400,812,36.31564738018955,73.7207641817848,1.81614556180255,0.4449565706236074,0.3631927930812015,-8.989021628759746,,,,,,,,,,10,230,220,20.881497243608994,19.973606059104256,-0.01815963965406014,0.0,-18.15963965406009,0.0
37,1247.8,11,401,812,36.406436498640026,73.7207641817848,1.8166988976745782,0.0,0.054555385928403324,0.0,,,,,,,,,,10,229,221,20.79070812515852,20.06439517755473,-0.45281152171276745,-0.0027264054117363042,9.074379192640635,-18.17603607824511
38,1279.9,11,402,812,36.4972256170905,73.7207641817848,1.83532124036674,0.0,-0.3186378543954784,0.0,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,-0.4667126140148022,0.45094800616855013,9.352958196689427,9.193639269491328
39,1311.7,11,402,812,36.4972256170905,73.7207641817848,2.275088299130768,-0.4509866189359049,8.908377657993915,-9.110840786583937,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,-0.4610642211615088,0.0,9.212072350879305,0.0
40,1347.6,11,403,812,36.58801473554098,73.7207641817848,2.252362458246515,-0.44543851991805994,8.67617729086394,-8.926623645652507,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,0.0,-0.4580234492461499,0.0,9.051846823046438
41,1379.7,11,404,812,36.678803853991454,73.7207641817848,1.818511046200033,-1.8166898037461128,-0.01823978421588046,-36.40660929350929,,,,,,,,,,10,229,221,20.79070812515852,20.06439517755473,0.0,0.0009106212269422492,0.0,-18.21242453886223
42,1411.8,12,405,811,36.76959297244193,73.62997506333433,2.267460500761111,-2.2674605007610715,-9.060781221823236,-27.18234366546737,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,0.45349210015221386,0.45349210015221386,9.060781221822463,9.060781221822463
43,1448.8,12,406,811,36.8603820908924,73.62997506333433,1.7947219375092816,-2.323960645888797,-17.720456356817184,-28.19831955535019,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,0.47065090910519186,0.0,9.30140136571525,0.0
44,1479.6,11,406,808,36.8603820908924,73.35760770798291,0.9097087844737152,-1.8194175689474303,-18.175999689784494,36.35199937956899,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,0.4530386080520615,-0.4548543922368576,9.069842003044286,9.087999844892247
45,1511.9,11,407,807,36.951171209342874,73.26681858953243,0.4500851163010276,-0.9001702326020552,-27.25041527088568,54.50083054177136,,,,,,,,,,10,230,221,20.881497243608994,20.06439517755473,-0.0027264054117383586,-0.0027264054117383586,-18.176036078245073,-18.176036078245073
46,1546.8,11,407,807,36.951171209342874,73.26681858953243,0.040672078947449376,-1.028556193232425,-18.07647953219979,54.635145119765944,,,,,,,,,,10,230,220,20.881497243608994,19.973606059104256,0.040672078947449376,0.0,-18.07647953219979,0.0
47,1579.7,11,406,808,36.8603820908924,73.35760770798291,0.0,0.443474109678579,0.0,8.860621571999568,,,,,,,,,,10,230,220,20.881497243608994,19.973606059104256,0.013390514768272091,0.0,-17.85401969103208,0.0
48,1611.7,11,406,809,36.8603820908924,73.44839682643338,-0.4559918728302427,0.9119837456604853,9.092559777273038,-18.185119554546077,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,-0.4559918728302427,-0.4559918728302427,9.092559777273038,9.092559777273038
49,1649.3,11,406,809,36.8603820908924,73.44839682643338,-0.4283715854885028,0.8567431709770056,8.924408031010474,-17.848816062020948,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,-0.4283715854885028,-0.4883440722698113,8.924408031010474,-9.528664824776808
50,1681.3,11,406,809,36.8603820908924,73.44839682643338,0.0,0.4394210069444934,0.0,-8.940407058891017,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,0.029998567266218485,-0.4694195742107119,18.180949858314484,-9.24054279942347
51,1712.0,11,406,809,36.8603820908924,73.44839682643338,0.0,0.0,0.0,0.0,,,,,,,,,,10,229,220,20.79070812515852,19.973606059104256,0.4539446870785152,0.0,9.05173852599233,0.0
52,1745.3,11,406,809,36.8603820908924,73.44839682643338,0.0,0.0,0.0,0.0,,,,,,,,,,10,229,219,20.79070812515852,19.882816940653782,0.45423990185544344,-0.4791777513284026,9.463331288655072,9.719629844389493
53,1779.6,11,406,809,36.8603820908924,73.44839682643338,0.0,-0.8685003214998994,0.0,-17.67040328585757,,,,,,,,,,10,230,219,20.881497243608994,19.882816940653782,0.47122992868442093,-0.036979767934471205,-9.203709544617588,18.038911187546375
54,1812.1,11,406,809,36.8603820908924,73.44839682643338,0.0,-0.5953860649443418,0.0,-11.895825473413433,,,,,,,,,,10,230,220,20.881497243608994,19.973606059104256,0.21762111412012236,0.2976930324721709,-13.773488235450728,5.947912736706717
55,1843.9,11,406,809,36.8603820908924,73.44839682643338,0.0,-0.2812246188437339,0.0,-5.7043533234023025,,,,,,,,,,10,230,219,20.881497243608994,19.882816940653782,0.25223192488338886,0.8436738565312016,-13.560856176526352,17.11305997020691
56,1882.0,11,406,807,36.8603820908924,73.26681858953243,0.28940806391480384,-0.43019067313117154,5.652501248336008,26.23113860555928,,,,,,,,,,10,230,220,20.881497243608994,19.973606059104256,0.0,1.0833195283099972,0.0,3.841934442228384
57,1943.8,11,406,807,36.8603820908924,73.26681858953243,0.4533201687545495,0.2810383331245011,6.884133162559596,25.205231670358657,,,,,,,,,,10,229,221,20.79070812515852,20.06439517755473,0.14051916656225055,1.219441339701398,12.602615835179328,8.04978365249946
58,1979.7,11,406,808,36.8603820908924,73.35760770798291,1.0223253790716909,0.2250434760334045,15.056338425209004,13.16043719493601,,,,,,,,,,10,229,222,20.79070812515852,20.155184296005203,0.7362061655692499,1.8806830195790138,20.68860640754051,-1.840465521785519
59,2017.2,11,407,809,36.951171209342874,73.44839682643338,1.3467549073159806,0.5667271700507807,9.988724245764233,-11.483833233045196,,,,,,,,,,10,230,222,20.881497243608994,20.155184296005203,0.531695661145295,2.1618141534866866,7.865320431143416,12.11212806038536
60,2053.2,11,407,809,36.951171209342874,73.44839682643338,1.466128953738558,0.7536854790412867,11.631566745740399,-16.56451602288542,,,,,,,,,,10,230,223,20.881497243608994,20.245973414455676,1.466128953738558,2.38761480036818,11.631566745740399,13.306221112889633
61,2081.3,11,408,809,37.04196032779335,73.44839682643338,1.347493205001806,0.44010158538393984,-8.655396969891786,-8.927009845516029,,,,,,,,,,10,231,224,20.972286362059467,20.33676253290615,1.347493205001806,2.2820732734696767,-8.655396969891786,9.741848472389112
62,2115.9,11,409,809,37.13274944624382,73.44839682643338,1.3862446236281956,-0.47867264758121897,-9.188527360005056,-9.699547063449215,,,,,,,,,,10,231,225,20.972286362059467,20.427551651356627,0.9324586356047072,3.2760485543953584,0.2555098517220798,10.466076618615086
63,2144.2,11,409,809,37.13274944624382,73.44839682643338,1.4777378729856065,0.43453957988243963,-11.37642566338768,9.550320436976694,,,,,,,,,,10,232,226,21.06307548050994,20.5183407698071,1.912277452868063,2.43387659941965,-1.8261052264106095,-12.289478276593584
64,2179.9,11,409,809,37.13274944624382,73.44839682643338,0.46317569058335084,0.4521041619133789,-9.282077967602246,9.170469815687207,,,,,,,,,,10,232,227,21.06307548050994,20.609129888257574,1.3673840144101264,1.3895270717500705,9.058861663772525,-27.846233902807107
65,2212.0,11,410,808,37.223538564694294,73.35760770798291,0.48270474682741676,0.8440241061713484,-9.615632406920644,37.22705494591683,,,,,,,,,,10,232,229,21.06307548050994,20.79070812515852,1.8094335998261994,-0.28039576768829244,17.9957901320759,-84.4815671926766
66,2243.9,11,410,810,37.223538564694294,73.53918594488385,0.0573418652214306,1.2956553221049334,-17.11697469296482,7.72381681924179,,,,,,,,,,10,234,228,21.24465371741089,20.699919006708047,1.3529971873263822,-1.5364008787351586,-9.393157873723373,-67.35500473553877
67,2279.7,11,409,810,37.13274944624382,73.53918594488385,0.4528115217127638,1.3611609705500343,9.074379192640583,9.047101499676675,,,,,,,,,,10,234,227,21.24465371741089,20.609129888257574,0.9110758542490308,-3.622492173702128,-18.20331377120934,-72.59503354112503
68,2312.4,11,410,811,37.223538564694294,73.62997506333433,-0.458971420738018,2.2675651291985774,-9.1428569868131,-8.869664048960118,,,,,,,,,,10,235,224,21.335442835861365,20.33676253290615,0.43167944624652277,-5.462170424703713,-45.441091996212876,-18.741035536714147
69,2350.3,11,409,812,37.13274944624382,73.7207641817848,-0.3993355961919313,2.3467420582701433,8.532811884442983,12.033452657547853,,,,,,,,,,10,235,222,21.335442835861365,20.155184296005203,-1.1487352696943693,-5.492155308924184,-37.63188831087719,-7.001281546209786
70,2379.8,11,410,812,37.223538564694294,73.7207641817848,-0.0036388533613066123,2.273837600382995,-18.194266806508082,9.18819579968314,,,,,,,,,,10,234,219,21.24465371741089,19.882816940653782,-0.9124461228422615,-4.989342848741922,-18.23069176508008,45.28532974412621
71,2411.8,11,409,813,37.13274944624382,73.81155330023527,-0.47071359508661054,1.7739756688650734,8.906595933521501,-1.0617134225389449,,,,,,,,,,10,233,217,21.153864598960418,19.701238703752836,-0.9414271901732211,-3.7112694049522164,17.813191867043003,53.97043231239815
72,2443.9,11,409,815,37.13274944624382,73.99313153713622,0.0,1.51315197417456,0.0,-29.845206591214176,,,,,,,,,,10,232,216,21.06307548050994,19.61044958530236,-1.0833809992610801,-2.59653297343564,39.02834708081927,68.87355367203345
73,2479.5,11,409,815,37.13274944624382,73.99313153713622,-1.3602630707944066,0.9174447773620397,-9.0198599223405,-36.397680714847816,,,,,,,,,,10,232,216,21.06307548050994,19.61044958530236,-0.009088054427801879,0.8901806140786344,36.35221771120769,72.65897241877386
74,2517.5,11,409,815,37.13274944624382,73.99313153713622,-4.565153808199001,-4.768752518063794,-86.37944764804178,-122.73636012389206,,,,,,,,,,10,233,216,21.153864598960418,19.61044958530236,0.5072393120221067,10.753824907396663,9.597716405337893,219.73050075002197
75,2545.3,11,409,815,37.13274944624382,73.99313153713622,-9.803567384809288,-16.806115516815932,-193.36424822109035,-331.48156837901223,,,,,,,,,,10,233,217,21.153864598960418,19.701238703752836,-0.02542593664971846,23.78323771217288,-18.16138332122636,451.4375052157082
76,2579.7,11,407,814,36.951171209342874,73.90234241868575,-15.878337383036847,-29.944516261260965,-280.76206247770875,-579.609525644894,,,,,,,,,,10,234,221,21.24465371741089,20.06439517755473,-0.4555288542978159,35.83923615155478,-45.263211720589226,624.9269664530067
77,2612.0,11,400,804,36.31564738018955,72.994451234181,-21.20768902063451,-42.927714616586506,-265.8435198109108,-684.8607213263239,,,,,,,,,,10,234,238,21.24465371741089,21.607810191212785,-1.2704870258373302,48.802266134979604,-47.22155424363286,585.5275146485588
78,2643.9,11,388,779,35.22617795878387,70.72472327291916,-27.2081681446589,-56.5487730184987,-159.67024995030152,-474.65752901820457,,,,,,,,,,10,232,267,21.06307548050994,24.24069462627653,-1.806914747732159,61.2662498344593,-17.97429235995908,308.8670003073434
79,2679.8,11,374,749,33.95513030047724,68.00104971940495,-32.19793911080738,-69.83778342344141,-45.30390610911409,-217.45874932374338,,,,,,,,,,10,231,295,20.972286362059467,26.782789942889796,-3.1744447010655197,72.55873602435467,-9.06078122182224,108.72937466187346
80,2712.0,11,362,719,32.86566087907155,65.27737616589073,-35.46383954069906,-78.6550161008708,-19.279490590380174,-29.685308359361578,,,,,,,,,,10,230,324,20.881497243608994,29.41567437795354,-3.6370366842603152,77.74029319148376,-0.10943892482684744,-6.766973518475941
81,2744.4,11,349,690,31.685402339215386,62.644491730826985,-35.59294349097892,-79.75346117862617,-7.1909509714899675,12.87269001069269,,,,,,,,,,10,229,352,20.79070812515852,31.95776969456681,-3.6001029958610973,77.04555766911822,-17.711045911263582,5.149076004276989
82,2779.9,12,336,660,30.505143799359228,59.92081817731277,-35.28019139218658,-79.62126519178996,-16.27955605630423,21.984588117978213,,,,,,,,,,10,227,381,20.609129888257574,34.59065412963055,-3.6189435144559527,77.3571715583755,0.17968604918623585,-12.856536819299533
83,2811.7,12,322,631,29.234096141052593,57.287933742249024,-32.2909939840348,-74.57564324230249,82.92734528775775,111.51826439884634,,,,,,,,,,11,226,409,20.5183407698071,37.13274944624382,-8.169673193780712,71.84786572910724,-90.81606778571283,-111.43618520522556
84,2845.4,11,309,602,28.05383760119643,54.65504930718528,-19.436219978666024,-56.543189539346194,327.1260700271907,446.7366493809897,,,,,,,,,,11,224,438,20.33676253290615,39.765633881307565,-19.82352140995688,54.759293020202065,-303.54476426885077,-446.4612472699431
85,2880.5,11,296,573,26.873579061340273,52.022164872121536,-6.34377382977782,-38.8266561788081,591.5562471578704,789.04143599697,,,,,,,,,,11,223,466,20.245973414455676,42.307729197920835,-31.09264725687867,37.9237315282057,-546.3765795367158,-771.1084737208561
86,2911.7,11,291,555,26.419633469087902,50.38796074001301,6.694468121154557,-21.898058313293735,696.7818968160292,942.0334341813283,,,,,,,,,,11,212,482,19.247293111500465,43.76035509312842,-41.61373404908762,22.341821696196284,-578.0651493204251,-878.6846954529933
87,2948.0,11,306,564,27.78147024584501,51.205062806067275,19.871469695935136,-3.6957866035895526,439.105697508895,583.4271505362944,,,,,,,,,,11,184,474,16.705197794887194,43.03404214552462,-51.07519688266966,5.58545281695209,-305.64968939026835,-512.0931426569576
88,2981.2,11,322,574,29.234096141052593,52.11295399057201,32.532940526504824,13.007578250744137,180.57313429759586,240.43690421260968,,,,,,,,,,11,158,465,14.344680715174874,42.216940079470355,-62.024802000123664,-9.750883185371402,-67.96611645623463,-175.7557708387703
89,3012.0,11,337,583,30.5959329178097,52.93005605662628,41.26629843464199,24.940452483737182,-7.413396048584229,-8.065123173734241,,,,,,,,,,11,134,458,12.165741872363501,41.58141625031704,-68.01348514789886,-20.40187094819541,51.64937466815791,26.3677932717049
90,3047.9,11,352,592,31.95776969456681,53.747158122680545,41.82575406260014,25.0040715746366,0.41951503695040415,-8.855415236472155,,,,,,,,,,11,111,452,10.077592148002601,41.0366815396142,-65.92057011413674,-20.003621508200077,8.445020091628276,-0.20063762636848162
91,3079.8,11,367,601,33.319606471323915,54.564260188734806,41.59793988508222,24.688316587266378,3.301092042715533,-3.50509211276806,,,,,,,,,,11,87,445,7.898653305191228,40.40115771046088,-65.37187437652389,-19.18913306243685,0.07418184365415523,-15.689459933347571
92,3111.9,11,382,610,34.681443248081024,55.381362254789074,40.714484595261695,24.34474020528348,-3.6339280631332054,-3.8610485670806862,,,,,,,,,,11,62,437,5.628925343929381,39.67484476285709,-57.9234278912949,-18.188570809677994,150.3537736122014,17.942519811726854
93,3147.7,11,398,619,36.134069143288606,56.198464320843335,42.23688616822739,24.978246640319167,7.819605316301156,8.337881482615774,,,,,,,,,,11,39,430,3.540775619568482,39.03932093370377,-43.213395752358245,-18.62525330928176,446.60857433279216,27.823246823128464
94,3179.8,11,413,628,37.495905920045715,57.0155663868976,42.648675210553776,24.954089281426192,17.713614466715615,8.82054599596433,,,,,,,,,,11,15,423,1.3618367767571082,38.403797104550456,-25.901434505276846,-17.697306881728498,789.3346155812869,45.52598354751458
95,3217.2,11,429,638,38.9485318152533,57.92345757140234,43.443114129666235,25.07428635182453,55.459750179078924,17.717575566910657,,,,,,,,,,10,4,417,0.36315647380189553,37.85906239384761,-3.4435599016819882,-16.24913415000283,884.4015538258435,18.893883980773904
96,3247.8,11,445,647,40.40115771046088,58.740559637456606,43.03793521938907,24.91812713446655,8.185370730885172,-9.539070410740033,,,,,,,,,,11,16,411,1.4526258952075821,37.31432768314477,8.54899025805574,-15.40699121908517,587.6049323687822,36.47769403994009
97,3279.9,11,461,656,41.85378360566846,59.557661703510874,43.70275987096352,24.78902599070269,3.347018108904026,-12.118513842587527,,,,,,,,,,11,30,406,2.7236735535142165,36.8603820908924,25.972231516525806,-14.43095134186616,247.10226797121467,19.73586540078382
98,3311.8,11,477,665,43.30640950087604,60.374763769565135,44.04601242121389,24.5503096785003,-42.713486087162444,-28.795306503997853,,,,,,,,,,11,44,401,3.9947212118208513,36.406436498640026,37.57388146497393,-14.147314224120105,-17.22520357942145,25.54205525564724
99,3348.1,11,493,674,44.759035396083625,61.1918658356194,44.036238742684056,24.056825759301386,11.720980680779874,-7.6354335805890905,,,,,,,,,,11,58,396,5.265768870127485,35.95249090638766,38.58879358252523,-13.618612900397094,11.394136912764703,-0.8171094200383179
100,3381.3,11,510,683,46.30245040974168,62.008967901673664,44.504110233273906,24.05583644354772,12.458708958361628,-2.342818448437669,,,,,,,,,,11,73,391,6.627605646884594,35.49854531413529,39.0546273475669,-13.623707214267526,10.93315275937853,-3.813890497457666
101,3418.3,12,526,692,47.75507630494926,62.82606996772793,45.38123637626651,24.204015193319684,67.7881143510613,22.292123683704613,,,,,,,,,,11,87,386,7.898653305191228,35.04459972188292,39.88766388393072,-14.250992253030569,60.67651661147381,-27.48906049340247
102,3447.8,11,542,700,49.207702200156845,63.55238291533172,44.984140412625976,24.081573214564283,7.294097953962809,8.131872001108558,,,,,,,,,,11,101,381,9.169700963497863,34.59065412963055,39.98388100380013,-14.084693250273943,16.59156862935962,-8.532546545394958
103,3479.9,12,559,709,50.7511172138149,64.36948498138598,45.30081693425338,23.79727616491508,3.701670371850973,-2.9018119497903303,,,,,,,,,,11,116,376,10.53153774025497,34.13670853737818,40.26124198118634,-14.181301949364398,13.541789099027948,-7.4963475369616
104,3511.8,11,576,718,52.29453222747296,65.18658704744026,46.54591738797824,23.99393988786559,-42.87515153369766,-26.785713105182513,,,,,,,,,,11,131,370,11.893374517012079,33.591973826675336,42.22003022471949,-14.597282596151922,-10.786327503692682,20.081780426635504
105,3547.9,12,592,727,53.747158122680545,66.00368911349452,45.41747244186386,23.614359264357486,1.3638846481926588,-17.466816061184602,,,,,,,,,,11,146,365,13.255211293769188,33.13802823442297,41.78680105192646,-13.622515327147399,19.430809954583026,17.766870683787527
106,3579.7,12,609,735,55.2905731363386,66.7300020610983,45.35002467819342,23.13123084466068,-2.7155432387839826,-10.445789658514244,,,,,,,,,,11,161,360,14.617048070526296,32.6840826421706,41.265804198373964,-13.610443921022068,6.589718259441779,18.936388185104462
107,3612.0,11,625,743,56.74319903154618,67.4563150087021,44.896713606307394,22.67465026630347,9.95691237859068,0.4525869262977651,,,,,,,,,,10,177,355,16.069673965733877,32.230137049918234,41.721356489998456,-13.150391075429573,0.832759944390697,8.798289847263733
108,3647.7,11,642,752,58.28661404520424,68.27341707475637,,,,,,,,,,,,,,10,193,351,17.52229986094146,31.866980576116337,,,,
109,3680.1,12,659,760,59.830029058862294,68.99973002236015,,,,,,,,,,,,,,10,207,346,18.793347519248094,31.413034983863966,,,,
