frame_no,timestamp,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,138.4,,,,,,,,,,19,1083,386,98.32461528186322,35.04459972188292,,,,,,,,,,,,,
1,138.4,,,,,,,,,,19,1082,382,98.23382616341274,34.681443248081024,,,,,,,,,,,,,
2,241.6,,,,,,,,,,32,1078,396,,,,,,,,,,,,,,,
3,263.3,,,,,,,,,,12,197,9,17.885456334743356,0.817102066054265,,,,,,,,,,,,,
4,284.6,,,,,,,,,,13,1042,344,94.60226142539379,31.23145674696302,,,,,,,,,,,,,
5,300.3,10,233,51,21.153864598960418,4.6302450409741684,,,,,,,,,,,,,,10,1087,480,98.68777175566511,43.578776856227464,,,,
6,316.7,10,234,50,21.24465371741089,4.539455922523694,,,,,,,,,,,,,,10,1088,480,98.77856087411558,43.578776856227464,,,,
7,335.1,10,235,48,21.335442835861365,4.357877685622746,,,,,,,,,,,,,,10,1087,480,98.68777175566511,43.578776856227464,,,,
8,347.1,10,235,47,21.335442835861365,4.267088567172273,3.3027694167242325,-8.359345859309085,-24.66271111682077,-25.623595965528576,,,,,,,,,,10,1088,480,98.77856087411558,43.578776856227464,4.282095247153258,0.0,100.09217174035636,0.0
9,357.1,10,235,46,21.335442835861365,4.176299448721799,3.5091993575598637,-6.58321035495512,62.47247279059047,119.09956801013182,,,,,,,,,,10,1089,480,98.86934999256607,43.578776856227464,2.01848194250319,0.0,-11.325419043915666,0.0
10,367.0,10,235,45,21.335442835861365,4.085510330271325,0.6654640803127911,-6.740991374058754,41.72188591302769,112.67524988737769,,,,,,,,,,10,1090,481,98.96013911101655,43.66956597467794,6.075527293746256,1.6924437244255846,-154.39713580041314,-72.32665488998221
11,378.2,10,236,44,21.426231954311838,3.9947212118208513,2.4418225582258843,-7.109333222135498,-30.703646342880113,106.01026073553416,,,,,,,,,,10,1090,480,98.96013911101655,43.578776856227464,4.235241758825546,0.0,-103.10525780644713,0.0
12,409.9,10,238,44,21.607810191212785,3.9947212118208513,3.4881100703374583,-2.8494420292897615,-63.27130942780278,22.33105038628337,,,,,,,,,,10,1090,480,98.96013911101655,43.578776856227464,0.6386680410476739,0.0,-40.9402590415206,0.0
13,445.7,10,237,43,21.51702107276231,3.9039320933703774,1.4450254339109112,-1.7022458101510944,-21.91092394102973,15.374192651571732,,,,,,,,,,10,1090,480,98.96013911101655,43.578776856227464,-1.0288815049607403,-0.7225127169554556,-26.146925157833305,10.955461970514865
14,478.0,10,237,42,21.51702107276231,3.8131429749199035,0.5187152635521982,-1.0374305271044015,-7.83557799927792,15.671155998555916,,,,,,,,,,10,1089,480,98.86934999256607,43.578776856227464,-1.6976075640949646,0.0,-15.789518203983931,0.0
15,541.9,10,237,42,21.51702107276231,3.8131429749199035,-0.29713749453748534,-0.08065975828288562,5.919073596364251,19.62019614412383,,,,,,,,,,10,1087,480,98.68777175566511,43.578776856227464,-1.405027714404588,0.0,9.975171837698449,0.0
16,577.6,10,237,42,21.51702107276231,3.8131429749199035,0.0,0.21957337972480054,0.0,13.766356095598764,,,,,,,,,,10,1086,480,98.59698263721464,43.578776856227464,-0.6708765617758093,0.0,31.57535492561087,0.0
17,610.4,10,237,42,21.51702107276231,3.8131429749199035,0.0,0.0,0.0,0.0,,,,,,,,,,10,1085,480,98.50619351876416,43.578776856227464,-0.33033602310941945,0.0,36.443166859354704,0.0
18,642.3,10,237,43,21.51702107276231,3.9039320933703774,0.0,0.4516862593860594,0.0,-9.015693800120944,,,,,,,,,,10,1086,480,98.59698263721464,43.578776856227464,0.001804938299704266,-0.45349119768576146,18.049382997048422,-9.033689196927522
19,677.6,10,237,43,21.51702107276231,3.9039320933703774,0.45190996382033877,0.45462549079293696,9.038199276406775,-9.065313874236034,,,,,,,,,,10,1087,480,98.68777175566511,43.578776856227464,0.9065354546132736,-0.45190996382033877,-0.027114597829216238,-9.038199276406775
20,719.7,10,237,42,21.51702107276231,3.8131429749199035,0.5216969915849641,0.5216969915849665,9.54614806193895,9.546148061938998,,,,,,,,,,10,1087,480,98.68777175566511,43.578776856227464,1.288505963935601,-0.5216969915849641,-6.821172585886822,-9.54614806193895
21,742.5,10,237,43,21.51702107276231,3.9039320933703774,1.3693511252222048,0.0,27.332357788866357,0.0,,,,,,,,,,10,1087,479,98.68777175566511,43.48798773777699,0.9083567229342359,-0.45190634786016753,0.04546300364082845,9.06532292598129
22,777.9,10,238,43,21.607810191212785,3.9039320933703774,1.3038293995324295,0.0,7.949227158530234,0.0,,,,,,,,,,11,1088,479,98.77856087411558,43.48798773777699,0.8838192070679027,-0.8838192070678369,-0.4258514549199542,0.4258514549212641
23,813.4,10,238,43,21.607810191212785,3.9039320933703774,1.3785865297102093,0.5002240724247852,8.743916785985183,-10.004481448495701,,,,,,,,,,10,1088,479,98.77856087411558,43.48798773777699,1.3785865297102782,-0.5002240724247827,8.743916785986652,10.004481448495653
24,842.2,10,240,43,21.789388428113732,3.9039320933703774,1.3761331960822094,-0.4452136880830855,-27.196308222968582,-8.931066962549355,,,,,,,,,,10,1088,479,98.77856087411558,43.48798773777699,1.7943521296100562,-0.4452136880830833,17.72776481332647,-8.93106696254931
