frame_no,timestamp,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,120.2,,,,,,,,,,32,197,76,17.885456334743356,6.899973002236016,,,,,,,,,,,,,
1,120.2,,,,,,,,,,52,204,55,,,,,,,,,,,,,,,
2,251.3,,,,,,,,,,40,567,959,,,,,,,,,,,,,,,
3,251.3,,,,,,,,,,41,544,585,49.38928043705779,53.111634293527224,,,,,,,,,,,,,
4,263.9,10,1086,470,98.59698263721464,42.67088567172273,,,,,,,,,,,,,,9,98,157,8.897333608146441,14.2538915967244,,,,
5,281.3,10,1086,470,98.59698263721464,42.67088567172273,,,,,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,,,,
6,295.5,10,1086,470,98.59698263721464,42.67088567172273,,,,,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,,,,
7,307.2,10,1086,470,98.59698263721464,42.67088567172273,0.0,0.0,0.0,0.0,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,0.0,0.0,0.0,0.0
8,317.4,10,1086,470,98.59698263721464,42.67088567172273,0.0,-0.2636352589758674,0.0,-14.605831522208737,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,0.0,0.0,0.0,0.0
9,343.7,10,1086,470,98.59698263721464,42.67088567172273,0.0,0.0,0.0,0.0,,,,,,,,,,9,98,157,8.897333608146441,14.2538915967244,0.0,0.0,0.0,0.0
10,376.2,10,1086,470,98.59698263721464,42.67088567172273,0.0,-0.3730490868028856,0.0,-10.813017008779292,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,0.3730490868028856,-0.3730490868028856,10.813017008779292,-10.813017008779292
11,412.3,10,1086,469,98.59698263721464,42.580096553272256,0.0,-0.48917878009873306,0.0,9.852543405815368,,,,,,,,,,9,98,157,8.897333608146441,14.2538915967244,0.0,-0.44678803846025844,0.0,-9.415975520764135
12,444.5,10,1086,470,98.59698263721464,42.67088567172273,0.0,0.0,0.0,0.0,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,0.0,0.0,0.0,0.0
13,475.8,10,1086,469,98.59698263721464,42.580096553272256,-0.45439907888330094,-0.0018267281239280069,-9.124479495648611,18.26728123928045,,,,,,,,,,10,99,156,8.988122726596915,14.163102478273927,0.0018267281239280069,-0.0018267281239280069,-18.26728123928045,18.26728123928045
14,511.6,10,1086,469,98.59698263721464,42.580096553272256,0.0,0.45371302434764144,0.0,9.13822808353759,,,,,,,,,,10,98,156,8.897333608146441,14.163102478273927,0.0,-0.004580617350030546,0.0,18.32246940012421
15,544.3,10,1086,470,98.59698263721464,42.67088567172273,0.0,-0.4569134695735197,0.0,-9.156582556583565,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,0.0,0.0,0.0,0.0
16,575.6,10,1085,470,98.50619351876416,42.67088567172273,-0.00453494818402823,0.00453494818402823,18.139792736114998,-18.139792736114998,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,-0.4559918728302424,0.4559918728302424,9.092559777273033,-9.092559777273033
17,611.4,10,1086,470,98.59698263721464,42.67088567172273,0.0,0.0018194212114328219,0.0,-18.194212114323342,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,0.0,0.45531061347155527,0.0,-9.106212269431104
18,643.8,10,1086,469,98.59698263721464,42.580096553272256,0.0,-0.4571419249306865,0.0,9.151990489102825,,,,,,,,,,9,98,157,8.897333608146441,14.2538915967244,0.0,0.0,0.0,0.0
19,675.9,10,1086,469,98.59698263721464,42.580096553272256,0.012460628520600422,-0.012460628520600422,-17.800897886571054,17.800897886571054,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,0.0,0.0,0.0,0.0
20,711.4,10,1086,469,98.59698263721464,42.580096553272256,0.0,-0.4543990843525194,0.0,9.069842003044297,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,0.0,-0.45258692629961556,0.0,-9.05173852599231
21,743.7,10,1086,469,98.59698263721464,42.580096553272256,0.0,0.0,0.0,0.0,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,0.0,0.0,0.0,0.0
22,777.6,10,1085,470,98.50619351876416,42.67088567172273,0.03181774543320248,-0.03181774543320248,18.18156881897227,-18.18156881897227,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,0.0,0.0,0.0,0.0
23,811.6,10,1086,469,98.59698263721464,42.580096553272256,0.0,0.4564503750740691,0.0,9.110785929622136,,,,,,,,,,10,98,156,8.897333608146441,14.163102478273927,0.0,-0.45190634786016726,0.0,9.065322925981295
24,843.7,10,1086,469,98.59698263721464,42.580096553272256,-0.4546273058975608,0.0,-9.092546117951215,0.0,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,0.0,-0.4546273058975608,0.0,-9.092546117951215
25,875.8,10,1086,469,98.59698263721464,42.580096553272256,0.03181774543320248,-0.47036009585307725,-18.18156881897227,9.249952720807809,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,0.0,0.0,0.0,0.0
26,911.3,10,1086,470,98.59698263721464,42.67088567172273,-0.4525842080598178,0.4562230614211203,-9.078920923968267,-9.115345882539865,,,,,,,,,,10,98,156,8.897333608146441,14.163102478273927,0.0,0.4525842080598178,0.0,9.078920923968267
27,943.6,10,1085,469,98.50619351876416,42.580096553272256,-0.4633185396880783,0.0,8.918547443466379,0.0,,,,,,,,,,10,98,156,8.897333608146441,14.163102478273927,0.0,-0.03498748737205866,0.0,17.493743686029337
28,977.5,10,1085,469,98.50619351876416,42.580096553272256,-0.43876943675917063,0.46964666055000787,8.927150290115376,9.23592252802375,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,0.0,0.46964666055000787,0.0,9.23592252802375
29,1011.4,10,1085,470,98.50619351876416,42.67088567172273,-0.4534921001522149,0.0,9.060781221822474,0.0,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,0.0,0.9069842003044298,0.0,0.0
30,1047.5,10,1085,469,98.50619351876416,42.580096553272256,-0.48853014083667934,0.48853014083667934,-9.40385256663483,9.40385256663483,,,,,,,,,,10,98,157,8.897333608146441,14.2538915967244,-0.48853014083667934,0.909076944242045,-9.40385256663483,0.678815151585757
31,1075.8,10,1085,470,98.50619351876416,42.67088567172273,-0.44937775650163947,0.46598580899958586,-9.142985890165608,-9.310405774217488,,,,,,,,,,10,98,158,8.897333608146441,14.344680715174874,-0.8987555130032877,0.9153635655012253,-18.285971780331398,-0.16741988405188013
32,1111.5,10,1085,470,98.50619351876416,42.67088567172273,-0.45485439223685586,0.0,-9.087999844892224,0.0,,,,,,,,,,10,98,158,8.897333608146441,14.344680715174874,-0.9097087844737206,0.9078930002889187,-18.175999689784625,0.01815784184793146
33,1143.9,10,1084,470,98.41540440031369,42.67088567172273,-0.4785860465358591,0.9269135923633351,9.610161577025293,-0.3087602113100323,,,,,,,,,,10,97,158,8.806544489695968,14.344680715174874,-0.9269135923633439,0.4785860465358591,0.30876021130984976,-9.610161577025293
34,1175.9,10,1084,470,98.41540440031369,42.67088567172273,-0.4525842080598168,0.0,9.078920923968257,0.0,,,,,,,,,,10,96,159,8.715755371245493,14.435469833625348,-1.3613914775407638,-0.003638853361304505,9.042495965396817,-18.19426680650813
35,1211.4,10,1084,470,98.41540440031369,42.67088567172273,-1.3609316083409824,0.0,-9.051684161196384,0.0,,,,,,,,,,10,96,159,8.715755371245493,14.435469833625348,-0.9097087844737201,0.45485439223685553,18.17599968978463,-9.087999844892227
36,1243.5,10,1084,471,98.41540440031369,42.7616747901732,-0.4516790342072184,0.00545830738826518,-9.069860124642949,-18.19435796088014,,,,,,,,,,10,96,158,8.715755371245493,14.344680715174874,-0.4571373415954926,0.4516790342072184,9.124497836237374,9.069860124642949
37,1275.6,10,1084,470,98.41540440031369,42.67088567172273,-0.9011107105324013,0.0,-18.076443541271875,0.0,,,,,,,,,,10,95,158,8.62496625279502,14.344680715174874,-0.006348965513608108,-0.006348965513608108,18.13990146744487,18.13990146744487
38,1311.5,10,1082,470,98.23382616341274,42.67088567172273,-0.9065309348370129,0.0,18.130618696740257,0.0,,,,,,,,,,10,96,159,8.715755371245493,14.435469833625348,-0.4541724516188099,0.0,-9.074374657718488,0.0
