frame_no,timestamp,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
56,1947.2,0.2387753815247463,0.45212980988336,0.5236447725977356,-0.5236447725977359,4.134462415631276,-4.134462415631279,0.19882816940653783,0.17068354268689093,0.6789651948094757,-0.020702023805625466,4.951484562174537,0.9366747981819904
57,1995.1,0.2578410963993458,0.4303404214552462,0.7621123719608812,-0.7232871693504079,5.4949414709361575,-4.877888964934249,0.22697279612618476,0.17068354268689093,0.9386333152884064,0.016509038641699385,5.918148085348377,0.8910307990054198
58,2015.3,0.285077831934488,0.4058273594736183,0.7462973424579324,-0.7220871295025445,2.7974841313945062,-2.3152089729206335,0.2596568787683553,0.17249932505590038,0.9394794397794961,0.03346997765822248,2.322510349821844,0.4865983421653633
59,2048.7,0.31322245865413495,0.37768273275397135,0.7893164386125412,-0.757303699823925,1.1004472595373185,-0.46965437700300106,0.29324885259503064,0.17340721624040512,0.9738678585036328,0.04532997065070577,0.859405362833498,0.3644482452925197
60,2079.2,0.34136708537378185,0.3522617795878387,0.9251839179524376,-0.8651163190073197,-1.6169023272606113,1.5050197697639307,0.32684082642170603,0.1752229986094146,1.109534115581754,0.0583511340421897,-1.8539197787289305,0.10402497746284103
61,2111.2,0.3695117120934288,0.3259329352372013,0.8458415263325462,-0.7155148485238242,-0.7214844676903567,2.452274269661408,0.3604328002483813,0.17794667216292884,1.0188341142625033,-0.04247401880850127,-0.6675640623764303,-2.070414743973994
62,2148.7,0.39765633881307566,0.2996040908865638,0.8377297375111077,-0.5640333361681894,-0.1321812815659898,4.335061650117711,0.3949326652595615,0.1797624545319383,1.0210485522455754,-0.17808599160630273,0.0842085120053586,-4.83276749043269
63,2179.2,0.42580096553272256,0.2732752465359264,0.8212539913337809,-0.44498923432440307,-0.46169620511252496,6.897521923894397,0.42852463908623684,0.18157823690094776,1.0117978146476116,-0.294559064928007,-0.10080623995391344,-7.162228956866772
64,2214.5,0.45303770106786473,0.26510422587538374,0.7967105513131307,-0.3042450971802013,-0.229744477506458,5.510354023535538,0.46211661291291206,0.16251252202634828,0.993166742192366,-0.4257705251958301,0.17061591000203655,-5.350621197697411
65,2247.0,0.4793665454185021,0.26510422587538374,0.8144534481708218,-0.1951103342554755,-0.34139530724959855,3.171001461025997,0.49570858673958745,0.13890735122922504,1.0155605962439564,-0.5552987519900515,-0.19586580603627443,-2.8419580514543537
66,2279.3,0.5056953897691395,0.26328844350637426,0.7943972963318842,-0.06347987865283268,-0.0749010976226739,0.725042624988101,0.5293005605662627,0.11621007161660656,1.007761230320705,-0.6764256798198681,0.020155204451284544,-0.46747363837517725
67,2315.1,0.532024234119777,0.2623805523218696,0.7920699461181013,-0.03170878916292858,0.13748592492138217,-0.09213716434522291,0.5628925343929381,0.09260490081948335,1.0093159909624365,-0.6924446936515217,0.15044271365741985,0.04894786855840582
68,2347.2,0.5592609696549192,0.26147266113736484,0.7977480186127458,-0.03626127357330661,0.00795359950357344,-0.00036152725016600195,0.5964845082196135,0.06899973002236016,1.001713156593332,-0.6798807760224473,-0.08053019497419253,0.35529090509914796
69,2379.2,0.5846819228210519,0.26056476995286004,0.8022223879726575,-0.02719628055653273,0.2315595889294508,0.0013557352981868021,0.6300764820462887,0.04630245040974167,,,,
