frame_no,timestamp,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
103,3481.5,0.19338082229950937,0.06990762120686489,0.1746296454471458,0.18439572013507108,1.8479914569798688,2.0361624528936484,0.9868777175566512,0.4239851831637131,-0.13825100726409903,-0.004211622201798982,-1.8211616810692073,0.08737805397923189
104,3510.5,0.19973606059104257,0.0771707506829028,0.22550768184822662,0.22585525629233413,1.9620005958388083,1.7837572911682473,0.9814303704496229,0.4239851831637131,-0.18085431747753777,-0.0046738811035334634,-1.800972469182482,0.09084317013670472
105,3541.9,0.2079070812515852,0.08534177134344546,0.2950987888403956,0.29510787684024054,2.2690448837347392,2.0872848868368905,0.9741672409735849,0.4239851831637131,-0.26332031742679085,0.009074370118261432,-1.9967231275020867,0.1816690714366651
106,3577.9,0.21880177546564208,0.09714435674200705,0.37012456342864875,0.37520455308166767,2.207919704462096,1.922527027326195,0.9650883291285376,0.4239851831637131,-0.37447937578699736,0.008708874998632427,-3.0798418152564806,0.18068205391353565
107,3613.4,0.2333280344177179,0.1098548333250734,0.4300321889122712,0.4281449068628183,2.013208482179548,2.148014342854764,0.9532857437299758,0.4239851831637131,-0.4614444164728,0.006105131408178106,-3.6526737697924845,0.11866144622309234
108,3641.9,0.24876218455429847,0.12528898346165396,0.46421879520047293,0.4614666511916954,1.1133552434668075,1.2398906001922085,0.9378515935933952,0.42580096553272256,-0.5076198379483471,0.008102549962634886,-2.8892672829290387,-0.201105474549196
109,3709.9,0.28689361430349747,0.16342041321085302,0.5518458892629465,0.5602452137552626,0.5454337172696915,0.8811193465161524,0.8888254696301394,0.4267088567172273,-0.6806523231506192,-0.010184444794950637,-1.5591422357074878,-0.46694447502843045
110,3744.3,0.3068672203626017,0.184301910454462,0.5962380705709635,0.6045173911989333,0.5262243926667816,0.5467524155274363,0.8615887340949971,0.42580096553272256,-0.7671378331514065,-0.015321458870319715,-1.0179666683833166,-0.446034865298689
111,3785.4,0.32684082642170603,0.20427551651356626,0.6190872746733181,0.6275350892530486,1.0450904634718012,1.074652090558356,0.8352598897443597,0.4248930743482178,-0.7994339220222632,-0.026351944443646923,-1.1778279654879105,-0.2790965380819093
112,3814.7,0.34772232366531497,0.22697279612618476,0.6103647003954525,0.6127856726930428,0.5713374875491302,0.12156116756362356,0.8089310453937223,0.4230772919792084,-0.796691281244034,-0.03643968360569885,-0.6553416973729501,-0.034109700749208535
