frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,135.5,5,510,642,,,,,,,47,318,742,28.870939667250695,67.36552589025163,,,,,,,,,,,,,
1,135.5,,,,,,,,,,47,318,741,28.870939667250695,67.27473677180114,,,,,,,,,,,,,
2,244.8,7,595,709,54.019525478031966,64.36948498138598,,,,,47,318,741,,,,,,,,,,,,,,,
3,265.5,,,,,,,,,,35,323,738,29.324885259503066,67.00236941644972,,,,,,,,,,,,,
4,281.9,,,,,,,,,,28,328,740,29.778830851755437,67.18394765335067,,,,,,,,,,,,,
5,296.8,10,545,682,49.48006955550827,61.91817878322319,-29.980866621174343,-18.38117595942133,2204.475486851056,1106.1279942846752,,,,,,,,,,10,239,210,21.69859930966326,19.065714874599518,,,,
6,314.4,10,545,682,49.48006955550827,61.91817878322319,,,,,,,,,,,,,,10,239,210,21.69859930966326,19.065714874599518,,,,
7,324.0,11,545,682,49.48006955550827,61.91817878322319,,,,,,,,,,,,,,10,239,210,21.69859930966326,19.065714874599518,,,,
8,324.0,11,545,681,49.48006955550827,61.82738966477272,0.4615475519312343,-2.3061407093034716,33.937319994943714,75.85989175340364,,,,,,,,,,10,239,210,21.69859930966326,19.065714874599518,0.0,0.0,0.0,0.0
9,334.1,11,545,681,49.48006955550827,61.82738966477272,0.2112003138077118,-3.721972208049519,21.441656224133126,90.01141978354342,,,,,,,,,,10,240,210,21.789388428113732,19.065714874599518,3.5107718942418074,0.0,-111.45307600767654,0.0
10,356.9,10,546,681,49.570858673958746,61.82738966477272,2.0332347256628847,-2.292688536479004,-44.15276277226675,28.380494637548246,,,,,,,,,,10,239,210,21.69859930966326,19.065714874599518,0.2594538108161193,0.0,15.772268134718507,0.0
11,384.8,11,546,681,49.570858673958746,61.82738966477272,0.9279300097247624,-0.34439853566340556,-18.595791778051346,-11.328899199454128,,,,,,,,,,10,239,210,21.69859930966326,19.065714874599518,0.34439853566340556,0.0,11.328899199454128,0.0
12,416.8,11,546,681,49.570858673958746,61.82738966477272,1.0122084189756453,-0.41159780239462623,-2.0702389286570964,-9.95399763953147,,,,,,,,,,10,239,210,21.69859930966326,19.065714874599518,-0.18901281418639287,0.0,21.978234207720043,0.0
13,449.0,11,546,680,49.570858673958746,61.736600546322244,0.4359399925596747,-0.5129067664903576,9.46666650509608,10.268403733540696,,,,,,,,,,10,240,210,21.789388428113732,19.065714874599518,0.5129067664903576,0.0,-10.268403733540696,0.0
14,484.6,11,546,680,49.570858673958746,61.736600546322244,0.45281152171276684,-0.4555379271245036,9.074379192640615,9.101656885604466,,,,,,,,,,10,240,210,21.789388428113732,19.065714874599518,0.4555379271245036,0.0,-9.101656885604466,0.0
15,516.7,11,547,680,49.66164779240922,61.736600546322244,0.0027209580373919904,-0.4550812516032991,-18.13972024928591,9.08345811583432,,,,,,,,,,10,240,210,21.789388428113732,19.065714874599518,0.0027209580373919904,0.0,-18.13972024928591,0.0
16,548.9,11,547,680,49.66164779240922,61.736600546322244,0.45394468163114055,0.0,-9.1062122694311,0.0,,,,,,,,,,10,240,210,21.789388428113732,19.065714874599518,-0.4557677508076479,0.0,-9.12447949564861,0.0
17,584.7,11,547,680,49.66164779240922,61.736600546322244,0.4590852439626761,0.0,-8.949030096738333,0.0,,,,,,,,,,10,240,210,21.789388428113732,19.065714874599518,-0.4369852390819648,0.0,-8.730973807831463,0.0
18,616.9,11,546,680,49.570858673958746,61.736600546322244,-0.028889476205711154,0.0,17.508773458006402,0.0,,,,,,,,,,10,239,210,21.69859930966326,19.065714874599518,-0.4603788867833313,0.0,8.896210372624758,0.0
19,648.6,11,547,680,49.66164779240922,61.736600546322244,0.0,0.0,0.0,0.0,,,,,,,,,,10,239,210,21.69859930966326,19.065714874599518,-0.006348965513605066,0.0,18.13990146744485,0.0
20,687.3,11,547,680,49.66164779240922,61.736600546322244,0.0,-0.47672427741411094,0.0,-9.292870904758505,,,,,,,,,,10,239,210,21.69859930966326,19.065714874599518,-0.4313920952715034,0.0,8.840001952284904,0.0
