frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,132.2,12,889,465,80.71152630247128,42.216940079470355,,,,,26,651,82,,,,,,,,,,,,,,,
1,132.2,12,891,466,80.89310453937223,42.307729197920835,,,,,27,650,81,,,,,,,,,,,,,,,
2,219.1,12,890,466,80.80231542092176,42.307729197920835,,,,,13,1027,454,,,,,,,,,,,,,,,
3,237.6,5,859,501,77.98785274895707,45.48534834368742,-15.933287398544115,6.99831156042499,188.0079252990626,-455.621527774966,,,,,,,,,,10,546,196,49.570858673958746,17.794667216292883,,,,
4,253.7,10,856,506,77.71548539360565,45.93929393593979,-11.568833296340932,14.170516082288225,240.07260414383452,-258.747417774517,,,,,,,,,,10,546,197,49.570858673958746,17.885456334743356,,,,
5,285.1,5,860,503,78.07864186740754,45.66692658058837,-29.403368945211295,22.085450119780468,359.52764147395334,-873.075149110201,,,,,,,,,,10,546,198,49.570858673958746,17.97624545319383,,,,
6,285.1,5,853,499,77.44311803825423,45.30377010678647,2.9368256901992846,4.056086756363006,606.5231521217115,331.73837813025085,,,,,,,,,,10,547,199,49.66164779240922,18.067034571644303,0.7413869954854165,-5.160986676655534,-49.261594384413115,-458.73836896847223
7,294.6,6,853,510,77.44311803825423,46.30245040974168,-0.31221151744171244,2.2882697952985533,310.37344861407314,-322.2915204645864,,,,,,,,,,10,547,198,49.66164779240922,17.97624545319383,1.2740628633407396,-1.533918794723665,-46.245475983329946,-183.55509251459654
8,306.4,11,854,506,77.5339071567047,45.93929393593979,-18.729523765162945,10.007941053681131,642.7113425681472,-260.9632608521806,,,,,,,,,,10,547,197,49.66164779240922,17.885456334743356,3.335980351227044,-4.107795356546635,-86.98775361739354,14.516861099121941
9,315.2,9,857,502,77.80627451205612,45.57613746213789,9.679643953104422,7.794271312158952,-158.49536056655256,-83.35402226341037,,,,,,,,,,10,547,195,49.66164779240922,17.70387809784241,0.0,-9.252013275239914,0.0,186.90935909575583
10,349.7,11,858,506,77.8970636305066,45.93929393593979,,,,,,,,,,,,,,10,547,194,49.66164779240922,17.613088979391936,0.0,-3.2818294426269987,0.0,120.11005992282401
11,383.1,11,859,506,77.98785274895707,45.93929393593979,2.123684849509546,0.8044747492951491,-98.95101363275009,20.977177295831776,,,,,,,,,,10,547,194,49.66164779240922,17.613088979391936,0.0,0.01294868916651089,0.0,92.93409185298088
12,414.2,11,859,506,77.98785274895707,45.93929393593979,-0.8660710954056116,3.1916890697499407,-54.549387888195575,-9.627437179195923,,,,,,,,,,10,547,195,49.66164779240922,17.70387809784241,0.0,2.6857261421242713,0.0,54.25709378028831
13,449.7,,,,,,,,,,,,,,,,,,,10,547,197,49.66164779240922,17.885456334743356,-0.4546273058975605,4.088919353124595,-9.092546117951208,27.304915992207828
14,481.8,11,856,508,77.71548539360565,46.120872172840734,-2.2927615615841863,1.8305187809647523,9.458685140475875,-0.186011507187331,,,,,,,,,,10,547,199,49.66164779240922,18.067034571644303,0.0,4.576296952411899,0.0,-0.4650287679679721
15,514.8,11,855,509,77.62469627515517,46.21166129129121,-1.8191929107089992,2.245733562604002,35.60064404518588,-9.17883532867563,,,,,,,,,,10,547,201,49.66164779240922,18.24861280854525,-0.4406694397861264,4.0507976854218954,-8.76082385260689,-27.118494509957806
16,549.6,11,854,509,77.5339071567047,46.21166129129121,,,,,,,,,,,,,,10,546,203,49.570858673958746,18.4301910454462,-0.45553429077742374,2.7332057446645606,9.074388262498484,-54.44632957499127
17,581.5,11,854,510,77.5339071567047,46.30245040974168,1.327535971187087,2.709329522533044,63.165136981314966,17.8151136449665,,,,,,,,,,10,547,204,49.66164779240922,18.520980163896674,-0.448540610413344,1.390836481372412,-8.997805625142307,-63.43588338929353
18,617.0,11,855,511,77.62469627515517,46.393239528192154,2.4120896330121724,1.8286187288999751,47.20331962841822,1.0161184264441825,,,,,,,,,,10,546,204,49.570858673958746,18.520980163896674,-0.4318914378475342,0.3308384603377505,8.932604712461924,-45.679141988753415
