frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
14,511.6,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,544,203,49.38928043705779,18.4301910454462,-0.003646149335360283,0.0,-18.23074667680189,0.0
15,543.5,11,551,822,50.02480426621111,74.62865536628954,0.0,0.43927573313227397,0.0,8.865302384102398,,,,,,,,,,10,544,203,49.38928043705779,18.4301910454462,0.025173522612375102,0.0,-17.98108758026823,0.0
16,579.4,11,551,822,50.02480426621111,74.62865536628954,0.0,0.44921779952130503,0.0,8.9843559904261,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
17,611.2,11,551,822,50.02480426621111,74.62865536628954,-0.45100297894047536,0.0,-9.056284717680226,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,-0.45736465524843156,0.0,9.119933305053475,0.0
18,645.4,11,551,823,50.02480426621111,74.71944448474001,0.0,-0.03356988484244816,0.0,-18.14588369862099,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,-0.43724415671636685,0.0,8.905176307868976,0.0
19,680.1,11,551,823,50.02480426621111,74.71944448474001,-0.45416703814683657,-0.004498902812572102,-9.020199367365173,-17.99561125028463,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
20,711.5,11,550,822,49.93401514776064,74.62865536628954,0.003624326957085492,0.0,18.121634785428203,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
21,743.6,11,551,822,50.02480426621111,74.62865536628954,0.0,-0.4666955659199111,0.0,9.324586731666555,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
22,780.3,11,550,822,49.93401514776064,74.62865536628954,0.010057385762834846,-0.4505390442617989,18.286155932428482,9.092614414970713,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
23,811.4,11,551,822,50.02480426621111,74.62865536628954,0.45485439223685653,0.0,-9.087999844892238,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
24,843.7,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
25,879.4,11,551,822,50.02480426621111,74.62865536628954,0.460596430024634,0.45053904426179825,-9.193541517457762,9.092614414970699,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
26,911.5,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
27,945.1,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
28,979.6,11,551,823,50.02480426621111,74.71944448474001,-0.4571373415954828,-0.005458307388264138,-9.124497836237179,-18.194357960880122,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
29,1011.5,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
30,1043.6,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
31,1079.2,11,550,822,49.93401514776064,74.62865536628954,-0.056649212837520196,-0.470385154780457,17.166428132581814,8.858477491157378,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
32,1111.6,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
33,1143.8,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
34,1185.4,11,551,822,50.02480426621111,74.62865536628954,-0.0352012755706947,0.0,-16.762512176521064,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
35,1211.5,11,551,822,50.02480426621111,74.62865536628954,-0.43590254314179994,0.0,-8.726777640476467,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
36,1243.7,11,551,822,50.02480426621111,74.62865536628954,-0.45371850591307156,0.0,-9.083453571833255,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,-0.45371850591307156,0.0,-9.083453571833255
37,1287.4,11,550,822,49.93401514776064,74.62865536628954,-0.4223453550973624,0.0,9.171451793645229,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
38,1314.2,11,550,822,49.93401514776064,74.62865536628954,0.04334329274673585,0.0,18.05970531113929,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
39,1343.7,11,550,822,49.93401514776064,74.62865536628954,-0.001812158052903856,0.0,18.121580529036606,0.0,,,,,,,,,,10,543,202,49.29849131860732,18.339401926995727,0.0,0.4507747682467117,0.0,27.17331905502892
40,1379.5,11,550,822,49.93401514776064,74.62865536628954,0.4359399925596736,0.0,9.46666650509607,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.4359399925596736,0.0,9.46666650509607
41,1412.1,11,551,822,50.02480426621111,74.62865536628954,0.46650739843525935,0.0,-9.414881905857895,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
42,1443.9,11,551,822,50.02480426621111,74.62865536628954,0.4519063478601671,0.0,-9.0653229259813,0.0,,,,,,,,,,10,543,204,49.29849131860732,18.520980163896674,0.0,0.44736232064626424,0.0,-27.241431781584755
43,1479.4,11,551,822,50.02480426621111,74.62865536628954,0.4546273058975601,0.0,-9.092546117951201,0.0,,,,,,,,,,10,543,204,49.29849131860732,18.520980163896674,0.0,0.0009087999844885608,0.0,-18.175999689784454
44,1511.2,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
45,1543.6,11,551,822,50.02480426621111,74.62865536628954,-0.4519063478601671,0.0,-9.0653229259813,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,-0.4564503750740699,0.0,9.11078592962215
46,1579.4,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.42545380203751954,-0.4637174151775646,8.50907604075039,8.883475386543394
47,1611.8,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.4498956370937974,0.0,8.944247258326,0.0
48,1643.8,11,550,822,49.93401514776064,74.62865536628954,0.0045440272139008,0.0,18.17610885560341,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
49,1683.8,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,544,203,49.38928043705779,18.4301910454462,-0.07707856471949578,0.0,-18.13613287517598,0.0
50,1712.6,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,544,203,49.38928043705779,18.4301910454462,-0.010851634926666201,0.0,-18.086058211112977,0.0
51,1743.5,11,551,822,50.02480426621111,74.62865536628954,0.4559955201130351,0.0,-9.1199104022607,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.0,0.0,0.0,0.0
52,1779.7,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,-0.4842042591077538,0.0,9.645503169477179,0.0
53,1812.2,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,-0.45553975247156825,0.0,9.156577939126999,0.0
54,1843.5,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.4310513760423196,0.0,8.62102752084639,0.0
55,1880.1,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.4507891700754433,0.0,8.979863945725974,0.0
56,1911.7,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,0.4541706235261347,0.0,9.12905775931929,0.0
57,1947.0,11,551,822,50.02480426621111,74.62865536628954,0.0,0.0,0.0,0.0,,,,,,,,,,10,544,203,49.38928043705779,18.4301910454462,0.42347081736019576,0.0,-8.767511746587912,0.0
58,1980.7,11,551,822,50.02480426621111,74.62865536628954,0.0,0.46501346746609235,0.0,9.244800546045562,,,,,,,,,,10,544,203,49.38928043705779,18.4301910454462,0.4467076596254137,0.0,-9.061007294633125,0.0
59,2011.5,11,551,822,50.02480426621111,74.62865536628954,0.45417245093652664,0.9083449018730533,9.10165232337729,18.20330464675458,,,,,,,,,,10,544,203,49.38928043705779,18.4301910454462,0.0009106212269442608,0.0,-18.212424538862184,0.0
60,2043.6,11,551,822,50.02480426621111,74.62865536628954,0.4460950581035467,1.3382851743106403,9.23592252802375,27.707767584071252,,,,,,,,,,10,544,203,49.38928043705779,18.4301910454462,-0.4460950581035467,-0.4460950581035467,-9.23592252802375,-9.23592252802375
61,2079.3,11,551,823,50.02480426621111,74.71944448474001,0.8987866399210345,2.261669707736893,18.230966326998647,27.198530899609572,,,,,,,,,,10,544,203,49.38928043705779,18.4301910454462,0.0,0.0,0.0,0.0
62,2111.4,11,552,824,50.11559338466159,74.81023360319048,0.9056491943217331,2.7106239250214395,-0.06307888223202575,17.878357478338188,,,,,,,,,,10,543,203,49.29849131860732,18.4301910454462,-0.006323657943760467,-0.8993255363779903,18.06759412503427,-18.004515242802594
63,2143.6,11,552,825,50.11559338466159,74.90102272164096,1.3618367767571016,4.085510330271305,9.078911845047342,27.236735535142028,,,,,,,,,,10,543,202,49.29849131860732,18.339401926995727,0.0,-1.3618367767571193,18.157823690094684,-9.078911845047697
64,2179.5,11,553,827,50.20638250311206,75.0826009585419,1.6241384543554171,4.13973891696955,-3.7528861985678224,10.2878804623198,,,,,,,,,,10,544,203,49.38928043705779,18.4301910454462,0.29715400275292864,-1.1886160110116333,5.931217619818946,-23.72487047927416
65,2212.0,11,553,828,50.20638250311206,75.17339007699238,1.4099576216158132,4.441412216884019,10.089091353287301,16.530952499049114,,,,,,,,,,10,544,201,49.38928043705779,18.24861280854525,0.8107484868261963,-1.6214969736523657,-1.8236151037627455,3.647230207526728
66,2243.6,11,554,831,50.29717162156253,75.4457574323438,1.612778997506513,4.838336992519583,-4.060067430059119,-12.180202290176474,,,,,,,,,,10,544,200,49.38928043705779,18.157823690094776,1.089913760628914,-1.3292547356308977,3.640451522483594,9.73055266757213
67,2311.4,11,555,834,50.38796074001301,75.71812478769522,1.1096225885219708,4.141504956422139,-4.048719045305502,-10.261102002083415,,,,,,,,,,10,545,199,49.48006955550827,18.067034571644303,0.29698539766584814,-1.7035933838536323,-5.9337741791378305,15.916267403580466
68,2343.4,11,556,836,50.47874985846348,75.89970302459618,0.9083502336960059,3.915049091258649,-17.723906998946457,-24.542567805371313,,,,,,,,,,10,545,199,49.48006955550827,18.067034571644303,0.3027834112320257,-1.1031607562648658,-5.907968999649282,4.242209935357584
69,2379.4,11,556,837,50.47874985846348,75.99049214304665,0.5677011101031809,3.2672414463116084,-11.331359483097444,-10.958170997127983,,,,,,,,,,10,546,199,49.570858673958746,18.067034571644303,0.04632173810252935,-1.326609299052938,-19.0099953004863,-9.6915918932281
70,2411.5,11,556,838,50.47874985846348,76.08128126149713,0.4568646244468526,2.7144067171446387,-8.99339811903254,-18.252349332132408,,,,,,,,,,10,545,198,49.48006955550827,17.97624545319383,0.4434741096785784,-0.4568646244468526,8.860621571999578,8.99339811903254
71,2445.9,11,556,839,50.47874985846348,76.1720703799476,0.0,1.7724938109717894,0.0,-17.263388883152782,,,,,,,,,,10,545,198,49.48006955550827,17.97624545319383,0.4750484008738205,-0.4324818033659896,9.269237090220889,8.844208657791224
72,2479.6,11,556,840,50.47874985846348,76.26285949839807,0.0,1.3550371026216599,0.0,-27.20958037392894,,,,,,,,,,10,545,197,49.48006955550827,17.885456334743356,0.005458307388263242,-0.44622072681895675,18.194357960880186,27.26421808552317
73,2513.1,11,556,840,50.47874985846348,76.26285949839807,0.0,0.881108344620483,0.0,-17.83620130810691,,,,,,,,,,10,546,198,49.570858673958746,17.97624545319383,0.4405541723102415,0.0,-8.918100654053456,0.0
74,2543.7,11,556,840,50.47874985846348,76.26285949839807,-0.4488966523992057,-0.42847374231831936,-9.179890642110573,-27.746172533822985,,,,,,,,,,10,546,198,49.570858673958746,17.97624545319383,0.46931956248009205,0.8977933047984114,-9.38639124960184,18.359781284221146
75,2579.2,11,556,840,50.47874985846348,76.26285949839807,-0.45100297894047353,-1.8040119157618941,-9.0562847176802,-36.2251388707208,,,,,,,,,,10,546,198,49.570858673958746,17.97624545319383,0.4573646552484327,3.1633825288912916,-9.119933305053479,45.21777500102808
76,2611.9,11,556,840,50.47874985846348,76.26285949839807,-0.4438403624614877,-3.5507228996919715,-8.984622721892448,-71.87698177514099,,,,,,,,,,10,546,198,49.570858673958746,17.97624545319383,0.4438403624614877,5.326084349537887,8.984622721892448,107.81547266271008
77,2643.7,11,555,838,50.38796074001301,76.08128126149713,-0.4539455922523672,-5.9012926992808445,9.078911845047342,-81.7102066054275,,,,,,,,,,10,546,200,49.570858673958746,18.157823690094776,0.4539455922523672,9.532857437299764,9.078911845047342,154.34150136580587
78,2679.5,11,555,836,50.38796074001301,75.89970302459618,-0.4512300652797691,-10.025114566559736,9.051756575321363,-127.70512335854795,,,,,,,,,,10,546,204,49.570858673958746,18.520980163896674,0.9133549228267319,15.951026772666317,18.212461073314664,209.77014611113555
79,2713.0,11,555,832,50.38796074001301,75.53654655079427,-0.4512161982850722,-15.555090425693217,8.838711033987709,-165.59814237918656,,,,,,,,,,10,547,210,49.66164779240922,19.065714874599518,0.8936369701151673,21.784162937134493,-0.0865691580214263,217.7647170029006
80,2743.7,11,555,827,50.38796074001301,75.0826009585419,-0.44128919742560174,-21.80938191778151,-8.825783948512033,-236.45157776458578,,,,,,,,,,10,547,219,49.66164779240922,19.882816940653782,1.3407958871792494,29.005435435810703,8.658094053490297,235.1100586044129
81,2779.2,11,555,818,50.38796074001301,74.26549889248764,-0.4519063478601654,-31.263330492201916,-9.065322925981267,-298.3373224918476,,,,,,,,,,9,548,233,49.75243691085969,21.153864598960418,1.8167134458684717,36.73619096587682,-0.09092600728174374,207.18400019198458
82,2815.1,11,555,805,50.38796074001301,73.08524035263149,-0.4836742687826878,-43.588445822414634,-9.474520446281845,-383.53712494150767,,,,,,,,,,10,548,247,49.75243691085969,22.42491225726705,0.9157462718477621,44.03977170280387,0.519660279130043,218.192359699732
83,2845.6,11,554,789,50.29717162156253,71.6326144574239,-1.8288839057099575,-52.36462520462036,-18.408655860798163,-363.25879096630393,,,,,,,,,,10,549,265,49.843226029310166,24.059116389375582,-0.04665666692781197,48.01052099876794,-35.88974379062592,137.90437835254912
84,2879.4,11,554,767,50.29717162156253,69.63525385151347,-2.7087766464442766,-59.220510924794326,-35.98198842300287,-259.6902310529094,,,,,,,,,,10,550,285,49.93401514776064,25.874898758385058,-0.8966145506205729,50.20297586186447,-54.06731743561321,61.614101524334956
85,2911.6,11,554,739,50.29717162156253,67.0931585349002,-4.050822271228243,-66.41415113098044,-64.45600810181256,-89.53448767125548,,,,,,,,,,10,549,305,49.843226029310166,27.690681127394537,-1.3075808959739956,53.65505124089596,-46.59897981947735,-18.911954765180848
86,2944.9,11,551,712,50.02480426621111,64.64185233673741,-4.579764116673402,-70.93006553940916,-36.996786454678954,-10.66749976458753,,,,,,,,,,9,547,325,49.66164779240922,29.506463496404013,-2.7474894321743615,53.53729495528171,-18.507693575870437,-26.58969644894886
87,2979.9,11,549,687,49.843226029310166,62.372124375475565,-5.460399312478658,-71.75363203036541,-18.77667159758185,10.27488566840996,,,,,,,,,,10,546,344,49.570858673958746,31.23145674696302,-3.6336014749573877,52.677224286839255,-0.4000840437263884,-12.375326897971046
88,3011.5,11,546,661,49.570858673958746,60.01160729576324,-6.804247976355556,-70.74533245392088,9.33237036152603,2.8241508756510556,,,,,,,,,,10,545,363,49.48006955550827,32.95644999752202,-3.6279657668677565,52.60550361958223,0.14482825003271482,-2.100009625484382
89,3044.0,12,544,634,49.38928043705779,57.560301097600444,-6.22452329054775,-68.9421530263705,3.8028576176588063,50.78682394296595,,,,,,,,,,10,543,382,49.29849131860732,34.681443248081024,-3.140049669151495,51.10222471990745,10.58518627058015,-22.554001540440854
90,3079.3,12,542,609,49.207702200156845,55.2905731363386,-6.819402559621848,-61.48400883455859,-8.567458123609045,196.35737179249227,,,,,,,,,,10,542,401,49.207702200156845,36.406436498640026,-2.736511887685717,41.477024879286795,18.450176342955164,-212.9807980024809
91,3111.8,11,539,583,48.935334844805425,52.93005605662628,-7.2825317827255445,-43.85888737956531,-18.869435294127964,533.296388991857,,,,,,,,,,10,541,421,49.11691308170637,38.22221886764951,-1.802192495917794,22.92058403479805,36.26141842892959,-589.8226141987257
92,3149.5,11,537,557,48.75375660790448,50.569538976913954,-7.839720008649197,-22.563773210762875,-34.422700614842675,828.4241678221076,,,,,,,,,,10,540,440,49.0261239632559,39.94721211820851,-0.23307368349179178,0.3607040472229569,44.52336322059905,-939.3705609749046
93,3179.5,11,534,552,48.48138925255306,50.11559338466159,-7.90107016087472,-12.719236454557777,-13.022713558085092,776.9913783073259,,,,,,,,,,10,540,435,49.0261239632559,39.493266525956145,0.3237001953133137,-10.100838791390325,42.631901162015616,-816.5174788573436
94,3211.2,11,530,564,48.118232778751164,51.205062806067275,-7.555358243373078,3.870898423347778,13.379969285123249,427.06147424583423,,,,,,,,,,10,541,414,49.11691308170637,37.58669503849619,1.241692986781097,-28.96268157314625,24.9837623094789,-454.1062712729945
95,3245.2,11,527,575,47.84586542339974,52.20374310902248,-8.347099721075162,21.766262709846515,23.81915385567934,98.01336447903097,,,,,,,,,,11,542,393,49.207702200156845,35.68012355103624,2.2744248478481137,-49.775739866658,7.879949869054251,-108.41301089303835
96,3285.2,11,524,585,47.573498068048316,53.111634293527224,-8.01864965468091,28.22128209073778,10.797936002622714,-2.336344337682994,,,,,,,,,,11,543,373,49.29849131860732,33.86434118202676,2.6988846014527588,-56.26576460510395,2.3100932777090537,-56.99105120346429
97,3317.3,11,522,595,47.39191983114737,54.019525478031966,-7.819522747831942,27.807950114878743,-18.359507540709746,24.15533426558681,,,,,,,,,,10,544,352,49.38928043705779,31.95776969456681,2.740574835593156,-57.149869788508276,3.270372446638989,-77.22621158019935
98,3347.0,11,519,605,47.11955247579595,54.9274166625367,-7.8140087654041555,27.49413473443002,-13.345854137191965,14.518502408660515,,,,,,,,,,10,545,331,49.48006955550827,30.051198207106857,2.749413473443022,-57.30345128737819,1.4518502408653395,-39.479158472780085
99,3382.1,11,516,615,46.84718512044453,55.83530784704144,-7.945695702605427,27.584847802606966,-9.292178477844983,-10.799554282147996,,,,,,,,,,10,546,310,49.570858673958746,28.144626719646904,3.2706241887617153,-58.440319793975625,9.490517399462385,12.108591164833214
100,3411.4,11,513,625,46.57481776509311,56.74319903154618,-8.431138057455328,27.664312509152598,5.36024484945817,-27.20820580068013,,,,,,,,,,10,547,289,49.66164779240922,26.238055232186955,3.249860368183628,-58.578485386488865,7.553974685995915,46.86243691536215
101,3443.6,11,510,635,46.30245040974168,57.65109021605092,-7.85177599031199,27.204118906195564,12.56392401487656,-20.522970902127486,,,,,,,,,,10,548,268,49.75243691085969,24.331483744727002,3.206705675907173,-57.6149434882983,8.015897222160573,33.03004458209437
102,3479.4,11,507,644,46.03008305439026,58.468192282105186,-7.841511919184149,27.16037605706604,11.433674539947274,2.07454409631203,,,,,,,,,,10,550,248,49.93401514776064,22.515701375717523,3.2360003433617424,-57.55675245749382,-10.202210007889361,6.053121815265384
103,3511.5,11,504,654,45.75771569903884,59.37608346660992,-7.712768819717109,26.769872103701093,8.992786873583244,9.337268628821652,,,,,,,,,,10,551,227,50.02480426621111,20.609129888257574,3.1755792245304555,-56.2611509803139,-9.038113420325045,-0.5620491795984695
104,3544.2,11,502,664,45.57613746213789,60.28397465111466,-7.263652440186894,26.79016591640777,-0.8716069149740745,12.293289196604709,,,,,,,,,,10,552,206,50.11559338466159,18.70255840079762,3.172400399363167,-55.83388059071817,-8.697910672339612,2.3787605387828843
105,3579.3,11,499,674,45.30377010678647,61.1918658356194,-7.070444214017109,26.514165802564175,4.003116354287738,-15.011686328581566,,,,,,,,,,10,553,185,50.20638250311206,16.795986913337668,2.6514165802564036,-54.431275021417086,-1.501168632858147,56.51899902711169
106,3611.5,11,496,684,45.031402751435046,62.09975702012414,-6.803301158917507,27.209580319564257,9.196566342408786,-0.5431043115583032,,,,,,,,,,11,554,165,50.29717162156253,14.980204544328192,3.173544958256025,-55.327958807833475,8.997428094836437,19.22589262920686
107,3643.6,11,494,694,44.8498245145341,63.00764820462888,-7.267202949914739,27.252011062180276,0.800168087452054,-3.0006303279425337,,,,,,,,,,11,555,145,50.38796074001301,13.164422175318714,2.7252011062180137,-54.96322085875151,-0.30006303279425267,15.139543927347038
108,3685.2,11,491,704,44.57745715918268,63.91553938913362,-7.3047577491245965,27.39284155921722,-8.42830115329601,31.606129324861953,,,,,,,,,,11,556,125,50.47874985846348,11.348639806309237,3.248561074332349,-54.2764062000239,12.778685046001629,-53.59418653621105
109,3711.7,11,489,714,44.39587892228173,64.82343057363836,-6.811054147106674,27.236953429898062,-9.35131660566565,1.0894737792990938,,,,,,,,,,11,558,105,50.66032809536443,9.532857437299759,3.1758287771892895,-54.01814184633224,-8.95184288658763,6.918158498561842
110,3744.1,11,486,724,44.12351156693031,65.7313217581431,-7.252428249860843,27.196605936978173,-0.5061442057825037,1.8980407716817675,,,,,,,,,,11,558,85,50.66032809536443,7.7170750682902804,3.1761055057022047,-53.4803220499476,9.273284913076667,14.370880128452145
111,3779.5,11,483,734,43.85114421157889,66.63921294264783,-7.05396576637711,28.109746239815113,13.747325177632927,-16.40136409478996,,,,,,,,,,11,560,66,50.84190633226538,5.992081817731276,3.305999601068447,-54.84053437406286,-11.560476631662338,41.629644138778204
112,3811.5,11,481,744,43.66956597467794,67.54710412715258,-7.259590379811671,26.772006999647562,0.3626145474492903,-10.407037511774071,,,,,,,,,,11,561,46,50.932695450715855,4.176299448721799,,,,
113,3843.9,11,478,754,43.39719861932652,68.45499531165731,-6.816923253593325,26.810562979690317,9.23369924120371,-9.634372581057614,,,,,,,,,,10,562,27,51.02348456916633,2.451306198162795,,,,
114,3879.3,11,476,764,43.21562038242557,69.36288649616205,-6.645712112967528,26.667998059663976,-5.565889237561172,-12.491385006435173,,,,,,,,,,11,563,8,51.1142736876168,0.7263129476037911,2.6667998059663836,-29.129630265915896,-1.2491385006435147,473.61893518280334
115,3911.8,11,473,773,42.94325302707415,70.17998856221632,-6.759942964144941,26.567067860794012,9.600444588477519,6.3205143043254335,,,,,,,,,,,,,,,,,,
116,3943.9,12,471,783,42.7616747901732,71.08787974672106,-6.243920706022918,26.297469123833405,2.2263517102044634,-0.627504536080585,,,,,,,,,,,,,,,,,,
117,3984.0,12,468,794,42.48930743482178,72.08656004967627,-6.289428530024271,26.81203029151952,12.371688338674062,15.242717038059691,,,,,,,,,,10,566,3,51.38664104296822,0.27236735535142165,1.2416103243222958,14.80863289539665,-25.975111387495755,365.6984126932735
118,4013.1,12,466,803,42.307729197920835,72.90366211573053,-6.367470475526383,27.289159180827273,-1.8517281300656885,7.9359777002799285,,,,,,,,,,10,565,14,51.29585192451775,1.2710476583066344,,,,
119,4047.6,12,464,813,42.12615096101988,73.81155330023527,-6.211480221721532,26.6206295216637,-1.6006914536685695,6.860106230011014,,,,,,,,,,10,566,25,51.38664104296822,2.269727961261847,,,,
