frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,125.3,11,193,146,17.52229986094146,13.255211293769188,,,,,47,214,636,19.42887134840141,57.74187933450139,,,,,,,,,,,,,
1,125.3,8,219,160,19.882816940653782,14.526258952075823,,,,,46,219,632,19.882816940653782,57.3787228606995,,,,,,,,,,,,,
2,237.6,13,288,602,26.14726611373648,54.65504930718528,,,,,46,218,635,,,,,,,,,,,,,,,
3,260.0,10,195,142,17.70387809784241,12.892054819967292,69.28452113873797,444.0615024097655,1008.7082637362422,6633.371069962432,48,90,205,8.17102066054265,18.611769282347147,,,,,,,,,,,,,
4,283.1,5,296,530,26.873579061340273,48.118232778751164,-69.69408110898675,5.81872622271779,-1444.8097429391614,-2624.3113749359836,46,84,199,7.626285949839807,18.067034571644303,,,,,,,,,,,,,
5,293.9,11,253,510,22.969646967969894,46.30245040974168,-27.983045634607493,-72.07307185275444,1010.9339882059054,2709.971607402319,,,,,,,,,,10,225,214,20.427551651356627,19.42887134840141,,,,
6,313.7,11,252,510,22.87885784951942,46.30245040974168,43.72357961032048,281.1735284012529,-1960.698637234101,-12699.962280707785,,,,,,,,,,10,225,214,20.427551651356627,19.42887134840141,,,,
7,323.5,11,252,509,22.87885784951942,46.21166129129121,-49.984241443642325,-22.769081414579233,2420.5443798374,1209.073373089595,,,,,,,,,,10,225,214,20.427551651356627,19.42887134840141,,,,
8,345.8,11,252,509,22.87885784951942,46.21166129129121,-0.6862042091598547,0.9608142981558756,40.96741547223012,104.43633675607325,,,,,,,,,,10,225,213,20.427551651356627,19.33808222995094,0.0,0.9608142981558756,0.0,104.43633675607325
9,358.3,11,252,509,22.87885784951942,46.21166129129121,0.7011167605237983,-0.44003962460331597,31.4402134764035,71.55115847208417,,,,,,,,,,10,225,213,20.427551651356627,19.33808222995094,0.0,-0.44003962460331597,0.0,71.55115847208417
10,364.8,11,252,510,22.87885784951942,46.30245040974168,0.36638062328681803,1.4655224931472703,17.742403064736948,-35.484806129473874,,,,,,,,,,10,225,213,20.427551651356627,19.33808222995094,0.0,-1.0991418698604525,0.0,53.22720919421082
11,379.3,11,252,510,22.87885784951942,46.30245040974168,0.0,2.0305636689812294,0.0,-40.57070267694765,,,,,,,,,,10,225,214,20.427551651356627,19.42887134840141,0.0,2.0305636689812294,0.0,-40.57070267694765
12,415.2,11,253,510,22.969646967969894,46.30245040974168,1.016578598911703,1.016578598911703,-20.351923902136196,-20.351923902136196,,,,,,,,,,10,225,214,20.427551651356627,19.42887134840141,0.0,0.6867908494382542,0.0,-31.943760438988537
13,447.4,11,253,510,22.969646967969894,46.30245040974168,0.602211829080632,-0.410054159524608,-12.032204377235402,-9.928672143452982,,,,,,,,,,10,225,214,20.427551651356627,19.42887134840141,-0.4100541595246241,0.19215766955602395,-9.92867214345337,-21.960876520688384
14,479.4,11,252,510,22.87885784951942,46.30245040974168,0.9110758542490064,-0.4555379271245032,18.203313771208922,-9.101656885604461,,,,,,,,,,10,225,214,20.427551651356627,19.42887134840141,-0.45553792712452096,-0.4555379271245032,-9.101656885604816,-9.101656885604461
15,515.1,11,253,510,22.969646967969894,46.30245040974168,0.9087999844892239,-0.45439999224461197,18.194193883668145,-9.097096941834073,,,,,,,,,,10,225,213,20.427551651356627,19.33808222995094,-0.4543999922446298,-0.4543999922446115,-9.097096941834426,9.097096941834067
16,547.5,11,253,509,22.969646967969894,46.21166129129121,0.8948792292778226,-0.4555216520673665,17.87970488067577,9.020230734007257,,,,,,,,,,10,224,213,20.33676253290615,19.33808222995094,-0.4555216520673843,-0.008082037428455216,9.020230734007608,17.960083174345144
17,579.2,11,254,509,23.060436086420367,46.21166129129121,1.8176036114633545,-0.0018194212114317856,-0.036424849077714226,18.19421211432332,,,,,,,,,,10,224,213,20.33676253290615,19.33808222995094,-0.45531061347157226,-0.0018194212114317856,9.106212269431444,18.19421211432332
18,615.0,11,255,509,23.15122520487084,46.21166129129121,1.8104089011927083,-0.007219860849964583,-0.14396532103583312,18.0496521249101,,,,,,,,,,10,224,213,20.33676253290615,19.33808222995094,-0.45621215572317275,0.44899229487319037,9.060817392714451,8.988834732196006
19,648.5,11,255,509,23.15122520487084,46.21166129129121,2.2809081254268206,0.46381638561939315,9.56641187474993,9.184482883552338,,,,,,,,,,10,224,214,20.33676253290615,19.42887134840141,0.0,0.44472948428431147,0.0,-8.993518387953722
20,679.2,11,256,510,23.242014323321314,46.30245040974168,1.7815481614489754,0.4628464862180999,-0.6846841512098695,-8.900893965732688,,,,,,,,,,10,224,214,20.33676253290615,19.42887134840141,0.0,0.4628464862180999,0.0,-8.900893965732688
21,715.7,11,257,510,23.33280344177179,46.30245040974168,1.8150281417001,0.44786139075333503,0.23570793290062228,-9.011295588598294,,,,,,,,,,11,224,214,20.33676253290615,19.42887134840141,-0.45965268009670623,0.44786139075333503,-9.129149555048782,-9.011295588598294
