frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
313,10510.4,10,787,147,,,,,,,9,305,646,,,,,,,,,,,,,,,
314,10542.1,10,781,144,,,,,,,9,294,639,,,,,,,,,,,,,,,
315,10577.9,10,777,143,,,,,,,9,283,632,,,,,,,,,,,,,,,
316,10610.2,10,775,143,,,,,,,9,278,627,,,,,,,,,,,,,,,
317,10642.1,10,775,145,,,,,,,9,274,626,,,,,,,,,,,,,,,
318,10678.0,10,775,150,,,,,,,9,271,627,,,,,,,,,,,,,,,
319,10710.1,10,777,157,,,,,,,9,269,631,,,,,,,,,,,,,,,
320,10742.6,10,780,165,,,,,,,9,269,635,,,,,,,,,,,,,,,
321,10777.8,10,785,174,,,,,,,9,271,640,,,,,,,,,,,,,,,
322,10810.3,10,792,183,,,,,,,9,276,644,,,,,,,,,,,,,,,
323,10843.3,10,802,190,,,,,,,9,285,649,,,,,,,,,,,,,,,
324,10878.0,10,814,199,,,,,,,8,295,655,,,,,,,,,,,,,,,
325,10910.0,10,829,210,,,,,,,8,306,662,,,,,,,,,,,,,,,
326,10942.4,10,845,222,,,,,,,8,319,671,,,,,,,,,,,,,,,
327,10978.1,10,863,234,,,,,,,7,333,678,,,,,,,,,,,,,,,
328,11012.2,10,881,246,,,,,,,8,347,684,,,,,,,,,,,,,,,
329,11046.0,10,900,258,,,,,,,8,360,691,,,,,,,,,,,,,,,
330,11078.3,10,917,270,,,,,,,8,372,697,,,,,,,,,,,,,,,
331,11110.2,10,933,281,,,,,,,9,383,701,,,,,,,,,,,,,,,
332,11177.8,10,962,303,,,,,,,8,400,711,,,,,,,,,,,,,,,
333,11210.3,10,971,314,,,,,,,8,403,716,,,,,,,,,,,,,,,
334,11242.3,10,974,321,,,,,,,8,407,722,,,,,,,,,,,,,,,
335,11278.3,10,975,322,,,,,,,8,410,727,,,,,,,,,,,,,,,
336,11310.1,10,976,323,,,,,,,8,413,731,,,,,,,,,,,,,,,
337,11342.0,10,975,325,,,,,,,8,412,734,,,,,,,,,,,,,,,
338,11378.4,10,970,329,,,,,,,8,406,741,,,,,,,,,,,,,,,
339,11410.1,10,961,338,,,,,,,8,397,750,,,,,,,,,,,,,,,
340,11443.3,10,949,348,,,,,,,8,387,760,,,,,,,,,,,,,,,
341,11477.9,9,934,358,,,,,,,8,374,773,,,,,,,,,,,,,,,
342,11509.8,9,919,369,,,,,,,9,362,787,,,,,,,,,,,,,,,
343,11542.0,9,903,380,,,,,,,9,349,802,,,,,,,,,,,,,,,
344,11577.8,9,886,390,,,,,,,9,336,816,,,,,,,,,,,,,,,
345,11612.9,9,870,400,,,,,,,9,324,829,,,,,,,,,,,,,,,
346,11642.2,9,856,410,,,,,,,9,312,840,,,,,,,,,,,,,,,
347,11678.3,9,841,420,,,,,,,9,298,850,,,,,,,,,,,,,,,
348,11710.1,9,825,429,,,,,,,9,284,860,,,,,,,,,,,,,,,
349,11742.3,9,809,437,,,,,,,9,269,869,,,,,,,,,,,,,,,
350,11777.9,9,791,442,,,,,,,9,254,875,,,,,,,,,,,,,,,
351,11810.1,9,775,444,,,,,,,9,239,878,,,,,,,,,,,,,,,
352,11842.2,9,759,441,,,,,,,9,225,876,,,,,,,,,,,,,,,
353,11878.5,9,743,437,,,,,,,9,209,871,,,,,,,,,,,,,,,
354,11910.1,9,730,431,,,,,,,9,196,862,,,,,,,,,,,,,,,
355,11942.2,9,719,421,,,,,,,10,189,853,,,,,,,,,,,,,,,
356,11978.1,9,713,407,,,,,,,9,191,847,,,,,,,,,,,,,,,
357,12010.3,9,709,389,,,,,,,9,196,837,,,,,,,,,,,,,,,
358,12042.1,8,709,368,,,,,,,9,203,824,,,,,,,,,,,,,,,
359,12077.9,9,711,342,,,,,,,9,214,806,,,,,,,,,,,,,,,
360,12110.3,9,716,314,,,,,,,8,227,784,,,,,,,,,,,,,,,
361,12142.1,9,723,284,,,,,,,8,239,758,,,,,,,,,,,,,,,
362,12177.9,9,732,255,,,,,,,7,249,733,,,,,,,,,,,,,,,
363,12212.7,9,742,227,,,,,,,8,259,706,,,,,,,,,,,,,,,
364,12242.4,10,755,201,,,,,,,8,268,679,,,,,,,,,,,,,,,
365,12277.8,10,770,179,,,,,,,8,278,655,,,,,,,,,,,,,,,
366,12310.2,10,784,163,,,,,,,9,287,637,,,,,,,,,,,,,,,
367,12344.6,10,799,153,,,,,,,9,294,624,,,,,,,,,,,,,,,
368,12378.2,10,816,147,,,,,,,8,305,611,,,,,,,,,,,,,,,
369,12410.0,10,834,141,,,,,,,9,319,600,,,,,,,,,,,,,,,
370,12444.7,10,853,137,,,,,,,9,332,592,,,,,,,,,,,,,,,
371,12478.6,10,869,138,,,,,,,9,341,589,,,,,,,,,,,,,,,
372,12510.1,10,880,143,,,,,,,9,347,590,,,,,,,,,,,,,,,
373,12542.1,10,891,151,,,,,,,9,350,593,,,,,,,,,,,,,,,
374,12577.9,10,899,162,,,,,,,9,354,599,,,,,,,,,,,,,,,
375,12611.9,10,906,174,,,,,,,9,357,607,,,,,,,,,,,,,,,
376,12642.1,10,910,188,,,,,,,9,358,616,,,,,,,,,,,,,,,
377,12678.0,10,914,204,,,,,,,8,359,628,,,,,,,,,,,,,,,
378,12712.6,10,915,218,,,,,,,8,360,643,,,,,,,,,,,,,,,
379,12742.4,10,914,236,,,,,,,8,360,660,,,,,,,,,,,,,,,
380,12777.9,10,911,256,,,,,,,7,358,680,,,,,,,,,,,,,,,
381,12812.6,10,907,276,,,,,,,7,355,702,,,,,,,,,,,,,,,
382,12842.7,10,901,298,,,,,,,7,353,727,,,,,,,,,,,,,,,
383,12878.1,10,893,318,,,,,,,7,350,754,,,,,,,,,,,,,,,
384,12910.1,10,885,338,,,,,,,8,348,780,,,,,,,,,,,,,,,
385,12942.0,9,875,356,,,,,,,8,345,807,,,,,,,,,,,,,,,
386,12978.2,9,863,374,,,,,,,8,342,832,,,,,,,,,,,,,,,
387,13010.0,9,850,390,,,,,,,8,336,858,,,,,,,,,,,,,,,
388,13044.6,9,838,403,,,,,,,9,326,867,,,,,,,,,,,,,,,
389,13080.4,9,824,409,,,,,,,9,306,870,,,,,,,,,,,,,,,
390,13110.1,9,808,419,,,,,,,9,285,871,,,,,,,,,,,,,,,
391,13142.3,9,792,427,,,,,,,9,265,873,,,,,,,,,,,,,,,
392,13178.2,9,779,434,,,,,,,9,247,874,,,,,,,,,,,,,,,
393,13210.2,9,766,439,,,,,,,9,231,874,,,,,,,,,,,,,,,
394,13244.7,9,754,442,,,,,,,9,218,873,,,,,,,,,,,,,,,
395,13278.0,9,743,442,,,,,,,9,207,872,,,,,,,,,,,,,,,
396,13310.2,9,733,440,,,,,,,10,197,870,,,,,,,,,,,,,,,
397,13342.2,9,724,437,,,,,,,10,190,867,,,,,,,,,,,,,,,
398,13378.2,9,718,433,,,,,,,10,188,868,,,,,,,,,,,,,,,
399,13410.1,9,712,428,,,,,,,10,188,868,,,,,,,,,,,,,,,
400,13442.5,9,708,419,,,,,,,10,188,864,,,,,,,,,,,,,,,
401,13478.2,9,706,408,,,,,,,10,193,857,,,,,,,,,,,,,,,
402,13512.1,9,707,391,,,,,,,9,201,847,,,,,,,,,,,,,,,
403,13542.0,9,710,371,,,,,,,9,212,834,,,,,,,,,,,,,,,
404,13578.6,9,713,347,,,,,,,9,223,819,,,,,,,,,,,,,,,
405,13610.1,9,717,323,,,,,,,8,234,802,,,,,,,,,,,,,,,
406,13642.1,9,723,298,,,,,,,9,245,783,,,,,,,,,,,,,,,
407,13677.8,9,730,273,,,,,,,8,256,759,,,,,,,,,,,,,,,
408,13709.9,9,739,246,,,,,,,7,265,735,,,,,,,,,,,,,,,
409,13742.5,9,749,220,,,,,,,7,274,707,,,,,,,,,,,,,,,
410,13780.7,10,759,193,,,,,,,8,281,680,,,,,,,,,,,,,,,
411,13810.1,10,768,167,,,,,,,8,284,653,,,,,,,,,,,,,,,
412,13842.2,10,777,142,,,,,,,8,289,625,,,,,,,,,,,,,,,
413,13878.1,10,786,119,,,,,,,8,290,598,,,,,,,,,,,,,,,
414,13910.2,10,794,98,,,,,,,9,290,571,,,,,,,,,,,,,,,
415,13942.1,10,801,79,,,,,,,9,290,546,,,,,,,,,,,,,,,
416,13978.0,10,807,62,,,,,,,9,288,523,,,,,,,,,,,,,,,
417,14010.2,10,813,47,,,,,,,9,286,503,,,,,,,,,,,,,,,
418,14042.7,10,817,35,,,,,,,9,282,484,,,,,,,,,,,,,,,
419,14078.3,10,819,27,,,,,,,10,276,471,,,,,,,,,,,,,,,
420,14110.2,10,818,24,,,,,,,10,270,463,,,,,,,,,,,,,,,
421,14142.2,10,817,23,,,,,,,10,267,459,,,,,,,,,,,,,,,
422,14177.8,10,817,23,,,,,,,10,266,459,,,,,,,,,,,,,,,
423,14210.3,10,817,26,,,,,,,10,263,458,,,,,,,,,,,,,,,
424,14242.3,10,817,34,,,,,,,10,258,460,,,,,,,,,,,,,,,
425,14278.1,10,817,47,,,,,,,9,252,465,,,,,,,,,,,,,,,
426,14316.8,10,817,66,,,,,,,10,244,473,,,,,,,,,,,,,,,
427,14343.4,10,821,89,,,,,,,10,240,482,,,,,,,,,,,,,,,
428,14378.0,10,830,115,,,,,,,10,240,490,,,,,,,,,,,,,,,
429,14410.0,10,840,138,,,,,,,10,242,498,,,,,,,,,,,,,,,
430,14442.3,10,852,159,,,,,,,10,249,507,,,,,,,,,,,,,,,
431,14478.0,10,865,175,,,,,,,9,257,515,,,,,,,,,,,,,,,
432,14510.2,10,876,187,,,,,,,9,268,526,,,,,,,,,,,,,,,
433,14544.3,10,885,195,,,,,,,9,281,537,,,,,,,,,,,,,,,
434,14578.2,10,894,201,,,,,,,9,293,550,,,,,,,,,,,,,,,
435,14610.2,10,900,205,,,,,,,9,305,564,,,,,,,,,,,,,,,
436,14642.2,10,906,208,,,,,,,9,319,579,,,,,,,,,,,,,,,
437,14678.2,10,911,211,,,,,,,9,332,595,,,,,,,,,,,,,,,
438,14710.7,10,916,212,,,,,,,9,346,611,,,,,,,,,,,,,,,
439,14744.2,10,920,214,,,,,,,8,361,629,,,,,,,,,,,,,,,
440,14777.9,10,924,216,,,,,,,8,377,647,,,,,,,,,,,,,,,
441,14810.1,10,928,217,,,,,,,8,395,664,,,,,,,,,,,,,,,
442,14842.2,10,933,219,,,,,,,7,414,683,,,,,,,,,,,,,,,
443,14878.6,10,938,220,,,,,,,6,437,702,,,,,,,,,,,,,,,
