frame_no,timestamp,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
71,2511.6,0.008815623401541016,0.004149062713186657,-0.007046502648718289,-0.0003182849641463469,-0.004482426970881603,0.0009138131891807805,0.0017431510742490985,0.0021607810191212784,0.006273680985144632,0.003955307056546361,0.0035795576522298644,-0.0009502927576112512
72,2543.7,0.008570492781724736,0.004149062713186657,-0.0073315258274468135,-0.0002748767475230799,0.003043162161800034,4.477982334961034e-05,0.0019519660466851886,0.002287885784951942,0.006458863953376749,0.003939900047830829,-0.0001278090791438777,-0.0006418441346777491
73,2581.3,0.008325362161908455,0.004139983801341609,-0.007205121959719122,-0.0003224097857469149,-0.004567876832512378,-0.0012213286701769563,0.002169859930966326,0.0024331483744727,0.006447077150046121,0.003895375604594985,0.006494025131734254,0.002130599794670152
74,2611.5,0.008089310453937223,0.004121825977651514,-0.007040847284050461,-0.000265601332190526,0.004595647484752028,0.00014091417730211942,0.002387753815247463,0.0025511742284583167,0.006327753102872744,0.0038488073357611573,-0.002497032772788155,-0.0011818337846350663
75,2643.6,0.00785325874596599,0.004121825977651514,-0.00697606412397606,-0.0003064108258054088,0.004073188258034874,-0.0006760927018747144,0.002596568787683553,0.0026782789942889802,0.006311124248974679,0.0038385951923755666,-0.002829942760737435,-0.0013862810996618333
76,2676.7,0.00761720703799476,0.00410366815396142,-0.007239567978817018,-0.0003272670890731864,0.0038457380673573567,0.0011194984117645572,0.0028144626719646903,0.0028144626719646903,0.006677848774758044,0.003986214526223512,-0.0016560455780251385,-0.00022621988631529231
77,2717.0,0.0073720764181784805,0.004094589242116373,-0.007169559087138281,-0.0002741892430212142,-0.007035681666511648,-0.0003037181740924165,0.003041435468090875,0.002950646349640401,0.006631299478262703,0.003919926939470521,0.008251466429469787,0.0025300727175139774
78,2749.7,0.007136024710207248,0.004085510330271326,-0.0071233313347434145,-0.0003658691782531946,-0.006849196001057561,-0.0004447056477536702,0.0032502504405269657,0.0030777511154710647,0.006636937676436032,0.003921976025027979,0.00897157193060273,0.002958021583213417
79,2777.2,0.006909051914081063,0.004076431418426277,-0.007071117543614327,-0.00031761055057022035,-0.000493490600637179,-0.0009273284913075247,0.0034772232366531495,0.0032139347931467756,0.006526551795597147,0.0038975465550225913,-0.0013548395794056275,-0.0015383168540015245
80,2811.4,0.006663921294264783,0.00406735250658123,-0.007203093481858827,-0.00032437678864761816,0.0063252072020932885,-0.0007595772840941086,0.003704196032779335,0.0033319606471323916,0.006735721633099655,0.003925923529577029,-0.006039132640551254,-0.002403026316952348
81,2843.6,0.006436948498138599,0.004049194682891135,-0.007177808265532282,-0.0003312537658502077,0.005688877986385209,0.0011819881270505185,0.003913011005215424,0.003459065412963055,0.006802654594316822,0.0039391135477622906,-0.0054419251173803505,-0.002593005124548647
82,2877.0,0.0062008967901673664,0.004040115771046088,-0.006520584313912995,-0.0002731907842785165,0.011526220654772056,0.0018175041684959784,0.004121825977651514,0.0035952490906387656,0.006111348365684163,0.0037405769421996735,-0.006965870438890655,-0.0016073667697042236
83,2911.6,0.005973923994041183,0.00403103685920104,-0.004393608859467848,1.08838321495619e-06,0.049752330170980255,0.007255888099714367,0.004348798773777699,0.0037132749446243825,0.004076412462364234,0.003492697613588376,-0.047040890727421326,-0.006244197555076698
84,2943.7,0.005746951197914997,0.004021957947355993,-0.002455280104323039,0.00022552550932142587,0.08866732903078256,0.00994247291533977,0.004566692658058837,0.0038403797104550456,0.002183275000630392,0.003172548889787203,-0.0868533714597712,-0.012722972057770798
85,2976.2,0.005610767520239286,0.004021957947355993,-0.0004172145998352183,0.00045673097856903583,0.11152558809679629,0.012898660405043411,0.0046937974238895,0.003958405564440662,0.0002342641423365777,0.0028822531204620804,-0.11152373083827861,-0.015697548991134368
86,3011.5,0.005783266845295185,0.00406735250658123,0.0014500539457820514,0.000666859249820117,0.06723791618036898,0.006072857978467021,0.0045212980988336,0.00403103685920104,-0.001673703858777748,0.0026184728768352573,-0.06807655313928493,-0.011257799176717442
87,3044.0,0.00594668725850604,0.004094589242116373,0.0035367897651133956,0.0009064425399391992,0.030815619512316615,0.0036351348736487097,0.004348798773777699,0.004094589242116373,-0.003718005931390339,0.002310053984338016,-0.030819229378129517,-0.0044753311416147485
88,3075.5,0.0061191865835619405,0.004130904889496562,0.005144820537694597,0.0011379501109930385,0.0004992887920215585,0.0008217652228317403,0.004167220536876752,0.004167220536876752,-0.005236616476941267,0.0020945004503212707,0.0013347959082114515,-0.00016856722519612157
