frame_no,timestamp,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
77,2674.8,0.005501820578098716,0.001098548333250734,0.0006363041087753591,0.007358143858488739,0.0018494349881090215,0.0021858612150514063,0.009024438373977104,0.004221694007947036,-0.007857512854741872,-0.000454632764188512,-0.001302060424273844,-0.001840342387380705
78,2710.7,0.005529057313633861,0.0013436789530670138,0.0006824707419382668,0.007504990471719717,0.0009389382556989158,-0.0006101271933922597,0.008752071018625683,0.00420353618425694,-0.007914181224935845,-0.000500162544478999,0.001505223974116849,0.0008914433244769724
79,2742.4,0.005556294049169002,0.001588809572883293,0.000680717206778778,0.007486528795547861,-0.0009273829992514012,-0.001131352867121672,0.008497861486964357,0.004194457272411894,-0.007894741442972131,-0.0004989568019411976,0.00023660504672946543,-0.0008920282221537328
80,2774.5,0.005574451872859096,0.0018430191045446201,0.0007714490278824888,0.007354595705827791,0.0008615964884632885,-0.0022570377980192405,0.008234573043457982,0.004167220536876752,-0.007853672475702343,-0.0004544985029599273,0.001379099121155068,0.0018430356918658541
81,2810.3,0.005601688608394238,0.0020881497243609,0.0007696798236101075,0.007340851614536396,0.0008122481232536963,-0.002685833794224694,0.007971284599951608,0.004158141625031704,-0.007703309217057079,-0.00045307200315084525,0.002729153694131526,5.414987488354223e-05
82,2842.6,0.005619846432084333,0.002333280344177179,0.0007717334570994374,0.0073500044200668704,0.0027440746224182645,-0.0015936845676286476,0.0077079961564452334,0.004139983801341609,-0.007758217067491148,-0.00045344867678086417,0.002488432388020688,0.0018003740337372356
83,2874.8,0.005656162079464523,0.0025693320521484107,0.0008138482940880444,0.007279330785446796,-1.614751128371489e-05,0.0007562417784580298,0.007453786624783906,0.004130904889496562,-0.007686525134179639,-0.00045195780670081597,0.0019538488653395004,-0.0017923737525017218
84,2911.1,0.005683398814999666,0.0028144626719646903,0.0007714327051879952,0.007221617658195888,-0.0007774687268670326,0.00032008069223050917,0.007208656004967626,0.004112747065806468,-0.007631204733136094,-0.0004542383769723881,-0.0012985091718897804,-7.729221261256722e-05
85,2942.5,0.005710635550534807,0.0030595932917809703,-0.00040743785533727575,0.006268585781476326,-0.02635110790443453,-0.02005633822697682,0.006945367561461252,0.00410366815396142,-0.006359693002652742,0.00040798313532796905,0.02551004738852399,0.015445508090563715
86,2975.3,0.00573787228606995,0.0033047239115972494,-0.0017080327072849343,0.005291648682029315,-0.0501705390832034,-0.040312104533034764,0.0066911580297999255,0.004076431418426277,-0.005059050184821054,0.0011999149694420844,0.050334209828363695,0.03466546382499725
87,3010.2,0.005756030109760045,0.0035316967077234345,-0.002820412102935522,0.0044059439215196955,-0.07171183113435439,-0.05714497951516081,0.006446027409983647,0.00406735250658123,-0.003917765217137615,0.0018806701460924308,0.07624178901040608,0.04719956311200352
88,3042.5,0.005538136225478908,0.003586170178793718,-0.004082377957184422,0.0034064219281398547,-0.047147694132508404,-0.03718693883975259,0.006436948498138599,0.004221694007947036,-0.0025560003630989707,0.0025581793955387656,0.05056380540255139,0.02755841711365221
89,3074.7,0.00532024234119777,0.0036315647380189553,-0.005369496598200155,0.0023734091545320767,-0.02350076656901455,-0.018404988575561804,0.006436948498138599,0.004366956597467794,-0.0012819280062192886,0.003323426587963018,0.025664224348734485,0.008061128096953283
90,3110.6,0.005111427368761681,0.0036860382090892403,-0.006420787093189082,0.0014824853900851415,-8.786201373812021e-06,-0.0010912462106270641,0.006436948498138599,0.004494061363298457,-1.2435989424491702e-06,0.00395536703846446,0.0017765699177844105,-0.0058709397579790575
91,3143.6,0.0048844545726354945,0.003740511680159524,-0.006459047447934952,0.001490134528622063,0.00013148264387272013,-0.0007218128816676524,0.006436948498138599,0.004621166129129121,9.142256560384828e-05,0.003883707769846471,0.0018085571830632715,-0.0013362929928271271
92,3174.6,0.004666560688354358,0.0037768273275397136,-0.006446221880469837,0.001497932661267484,0.0019447048619138244,0.0008779316533477559,0.006436948498138599,0.0047391919831147366,0.00013591158241562612,0.0037676651619897956,0.002720952600913434,0.0008325370487279588
93,3212.4,0.004457745715918267,0.0038313007986099986,-0.006504358241897164,0.001455918238958799,-0.0016330831249146127,0.0005692982513668975,0.006446027409983647,0.0048662967489454005,0.00013826872335236183,0.0037780643207493553,0.0009643401469466452,0.002387585775364025
94,3243.5,0.004239851831637131,0.0038857742696802823,-0.0064819420563801385,0.0014607193366490453,-0.00058983316329584,0.00013292014947510468,0.006455106321828694,0.005002480426621111,0.00018258991708113684,0.0038343882587037466,1.661501868424451e-05,0.0003489153923721494
95,3274.7,0.00403103685920104,0.003931168828905519,-0.006387779434123813,0.0014951237989234375,-0.0007770236162389832,-0.0009340527791029356,0.006464185233673742,0.005120506280606728,0.00022661063498480606,0.003805539491815913,-0.0009087837184123368,-7.580718207229175e-05
96,3310.3,0.003813142974919904,0.0039765633881307565,-0.006467901355156006,0.0014676612248022416,0.0023778611992998277,-0.00032940068561729366,0.006464185233673742,0.005247611046437391,0.0002283029830042207,0.0038526107151058836,0.0008749705711710012,-0.0008646767997454695
97,3342.5,0.0035952490906387656,0.00403103685920104,-0.006433580254563378,0.001414832810571659,0.0015668392606041207,-0.0010599206762909943,0.006473264145518789,0.005383794724113103,0.00027283279877883505,0.003787331602276833,0.0018064735004611737,-0.0012995549161481613
98,3375.0,0.003386434118202676,0.004076431418426277,-0.006406881440174043,0.001454126599690352,0.00039612618752047843,0.00011656126897162412,0.0064823430573638366,0.005501820578098716,0.00027337651686508126,0.003817082324187173,0.0018413037957857195,0.00030597333105058535
99,3410.4,0.003177619145766586,0.004121825977651514,-0.0063610701206835065,0.0014463673182496817,-0.0002433710000490563,-9.605199275553162e-05,0.006491421969208884,0.0056289253439293805,0.00033208456163057556,0.0038225466241151927,0.0011985874433415866,0.0002639956610703269
100,3442.5,0.0029597252614854486,0.004167220536876752,-0.006373026128220176,0.001397412450131118,-0.0003557567337400796,0.0007115134674801845,0.006509579792898979,0.005756030109760045,0.0003845018778262997,0.003778089078088711,0.0004269080804881196,0.0011147044323857043
101,3474.5,0.0027509102890493587,0.004221694007947036,-0.006309735522100458,0.0014068085615425066,0.0015565555828028698,-0.0010676776136519315,0.006518658704744026,0.0058831348755907075,0.00040804689142271366,0.003791475788363985,0.0008656384063777427,-0.0008206775687026151
