frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
36,1213.4,13,456,492,28.565888229257098,30.821089931566867,0.0,0.31101444535044065,0.0,6.308609439157003,,,,,,,,,,15,906,496,56.755909508129236,31.071667898490176,0.008894755418169715,0.6220288907008636,-12.70679345452921,12.617218878313649,14,266,563,16.663434800399973,35.26884884445558,-12.378616520375505,-34.36310182494168,109.75444859969107,-26.885169232593935
37,1249.2,13,456,493,28.565888229257098,30.883734423297696,0.0,0.001245407426795341,0.0,-12.454074267963904,,,,,,,,,,16,905,496,56.693265016398406,31.071667898490176,-0.311663518976392,-0.0012454074267952335,-6.22082872208367,12.454074267963197,15,260,544,16.287567850015012,34.07860350156987,-8.443559383178592,-34.973566126401685,118.48133266690645,-24.21280640331958
38,1281.1,13,456,492,28.565888229257098,30.821089931566867,0.0,0.31711781060242095,0.0,-6.224098343521505,,,,,,,,,,16,904,496,56.63062052466758,31.071667898490176,0.0,0.30418188648384603,0.0,6.095829388453831,15,257,525,16.099634374822532,32.888358158684156,-4.7697030831549965,-35.40114680979947,105.68140288480002,-5.008597293117391
39,1313.4,12,456,493,28.565888229257098,30.883734423297696,0.0,0.018245968465289895,0.0,-12.163978976860017,,,,,,,,,,15,905,498,56.693265016398406,31.19695688195183,-0.6174567555027293,0.03649193693057875,0.17976323611123096,-24.327957953719345,14,255,506,15.974345391360877,31.698112815798446,-1.3991272271930095,-35.7942458506918,109.83533726395879,-1.737711282408626
40,1349.6,13,456,492,28.565888229257098,30.821089931566867,0.0,-0.6133402011806599,0.0,0.21133306064406215,,,,,,,,,,16,904,497,56.63062052466758,31.134312390221,-0.31746921998923283,0.02159823879778776,6.1051773074852465,-11.999021554326085,14,256,486,16.036989883091703,30.445222981181907,1.9847039131488866,-35.57373166847807,89.252995945195,12.257317517335812
41,1383.0,13,456,492,28.565888229257098,30.821089931566867,0.0,-0.32535543870393135,0.0,-6.385778973580591,,,,,,,,,,15,904,497,56.63062052466758,31.134312390221,-0.32535543870394984,0.3015419351714413,-6.385778973580953,-6.14764393825569,14,258,467,16.162278866553358,29.254977638296193,5.832584393138404,-35.70933680736456,102.4105986126169,-1.0402741016829964
42,1416.4,12,456,492,28.565888229257098,30.821089931566867,0.0,-0.2949764901888554,0.0,6.081989488430009,,,,,,,,,,16,904,496,56.63062052466758,31.071667898490176,-0.6275735339143913,-0.25735593665217715,-0.37620553536680384,18.62217400065612,14,262,447,16.412856833476667,28.002087803679654,9.381970393283446,-35.03125623859468,99.50636410451607,16.5530435561391
43,1453.6,13,456,491,28.565888229257098,30.75844543983604,0.0,0.03949841849358396,0.0,12.343255779245242,,,,,,,,,,16,904,496,56.63062052466758,31.071667898490176,0.0,0.03949841849358396,0.0,12.343255779245242,14,267,428,16.7260792921308,26.81184246079394,12.478914038000285,-33.469267042100526,112.55873722502422,28.213156066847617
44,1481.1,13,456,491,28.565888229257098,30.75844543983604,0.0,0.27667954422176483,0.0,18.659682804889396,,,,,,,,,,16,903,497,56.56797603293675,31.134312390221,-0.024416213722515935,-0.3010957579442623,12.521135242315596,-6.1385475625741615,14,275,411,17.227235225977417,25.746886101369885,15.168767772551956,-32.38017103672057,87.92953144678285,68.91317462449632
45,1513.4,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,903,497,56.56797603293675,31.134312390221,0.2687545757148216,0.031055108554074326,18.857197486484594,-12.67555451186743,14,284,394,17.791035651554857,24.681929741945826,18.07217407578512,-31.027269811716945,79.67309326665244,66.0033776165978
46,1551.2,13,456,492,28.565888229257098,30.821089931566867,0.0,0.32530310683290264,0.0,-6.486602329669048,,,,,,,,,,16,904,497,56.63062052466758,31.134312390221,0.0,0.017278096823588458,0.0,-12.79859023969597,14,295,378,18.480125060593956,23.679617874252592,21.121462381685006,-29.20220576203699,64.54266326031825,59.226624262323
47,1583.1,12,456,493,28.565888229257098,30.883734423297696,0.0,-0.04623394159616402,0.0,-24.99131978171153,,,,,,,,,,16,904,496,56.63062052466758,31.071667898490176,0.3014083549744259,-0.3014083549744088,-6.132418209042226,6.1324182090418775,14,307,364,19.23185896136388,22.802594990021017,23.599656367398698,-27.147205714697442,77.38200962864346,33.693988552427754
48,1615.3,13,456,492,28.565888229257098,30.821089931566867,0.0,-0.3253554387039299,0.0,-6.3857789735805754,,,,,,,,,,16,905,496,56.693265016398406,31.071667898490176,0.27772843163897115,-0.3015419351714426,-18.68106685009304,6.147643938255703,14,320,349,20.04623735386463,21.862927614058613,26.147215285257246,-24.6314719986491,78.81642998108339,59.52749211976828
49,1651.5,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,904,496,56.63062052466758,31.071667898490176,-0.324806019281978,0.016621137457651657,-6.476690314695476,12.7854903520402,14,334,336,20.92326023809621,21.04854922155786,28.259511355246634,-22.363139595798263,77.7913142782985,77.14558244233775
50,1681.4,13,456,491,28.565888229257098,30.75844543983604,0.0,-0.3298410799650692,0.0,19.22108298885487,,,,,,,,,,16,904,496,56.63062052466758,31.071667898490176,0.0,0.31194358515648823,0.0,6.346766737670146,14,350,324,21.92557210578944,20.29681532078794,30.01943672825116,-20.010395761030484,53.23407095838526,111.5106900572761
51,1713.4,13,456,491,28.565888229257098,30.75844543983604,0.0,-0.012758799148011781,0.0,12.758799148013148,,,,,,,,,,16,904,496,56.63062052466758,31.071667898490176,-0.6322628711400311,0.0,0.12874671188710826,0.0,14,367,315,22.990528465213497,19.733014895210495,31.884619195552453,-16.850657078820355,38.15408806774835,99.10278147510905
52,1749.2,12,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,903,497,56.56797603293675,31.134312390221,-0.3243259186418068,0.3243259186417884,6.4865183728361355,-6.486518372835767,14,384,307,24.055484824637556,19.23185896136388,33.243113145827714,-13.429972072950134,24.22714612254231,105.72376295885202
53,1781.1,13,456,492,28.565888229257098,30.821089931566867,0.0,0.31588855176338176,0.0,-6.267629995305183,,,,,,,,,,15,904,497,56.63062052466758,31.134312390221,0.0,0.31588855176338176,0.0,-6.267629995305183,14,402,301,25.18308567579244,18.855992010978916,34.04101597980113,-9.737690906432327,27.439534890159802,94.56162397678959
54,1813.5,13,456,492,28.565888229257098,30.821089931566867,0.0,0.31212610005869085,0.0,-6.267592370656449,,,,,,,,,,16,903,496,56.56797603293675,31.071667898490176,0.00314166213960885,0.0,12.56664855843538,0.0,14,421,296,26.373331018678154,18.54276955232478,34.82507184847317,-6.5609314255118845,20.596214687910607,106.48614266691858
55,1849.2,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,903,497,56.56797603293675,31.134312390221,0.3122849791467468,-0.31228497914672904,6.245699582934934,-6.24569958293458,14,439,294,27.50093186983304,18.417480568863127,35.356974041688886,-3.451389828348656,18.05007179468118,93.84788193317752
56,1881.9,13,456,492,28.565888229257098,30.821089931566867,0.0,-0.3163634962237788,0.0,-6.277053496503536,,,,,,,,,,16,904,497,56.63062052466758,31.134312390221,0.0,-0.3163634962237788,0.0,-6.277053496503536,14,459,293,28.753821704449578,18.3548360771323,35.63864376784566,0.05990102479522014,4.259429158342729,99.83504132534394
57,1913.1,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,904,496,56.63062052466758,31.071667898490176,0.0056324844210426505,0.31026235023733006,-12.516632046760002,6.230167675448401,14,478,294,29.94406704733529,18.417480568863127,35.38069718881852,3.401620883768634,-9.439079339610489,93.56510852345347
58,1949.4,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,904,496,56.63062052466758,31.071667898490176,0.014028755268088595,-0.31614424837594735,-12.198917624425114,6.168668260994095,14,497,296,31.134312390221,18.54276955232478,34.65060303363016,6.37248286580138,-32.14929351241996,102.23740138319043
59,1981.5,13,456,491,28.565888229257098,30.75844543983604,0.0,-0.0006308533203100398,0.0,12.61706640621175,,,,,,,,,,16,904,496,56.63062052466758,31.071667898490176,0.0,-0.0006308533203100398,0.0,12.61706640621175,14,516,301,32.324557733106715,18.855992010978916,34.26275644494524,10.053281044745994,-31.88768865433522,100.83524019977216
60,2013.6,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,903,497,56.56797603293675,31.134312390221,0.0031166413796432264,0.3108869206626495,12.466565518572951,-6.217738413252989,14,534,307,33.4521585842616,19.23185896136388,32.79584209718145,12.833629705798936,-42.000822981525346,94.13655957665203
61,2051.9,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,903,496,56.56797603293675,31.071667898490176,0.032001493246579,0.0,12.549605194737124,0.0,14,551,315,34.51711494368566,19.733014895210495,31.250731164885494,16.540953764419378,-34.189669780159115,96.17178688252662
62,2081.2,13,456,492,28.565888229257098,30.821089931566867,0.0,0.3149507588011029,0.0,-6.286442291439162,,,,,,,,,,16,904,497,56.63062052466758,31.134312390221,-0.31181538002352616,0.3149507588011029,-6.255072818927316,-6.286442291439162,14,568,325,35.582071303109714,20.359459812518764,29.473685418645378,18.7841718920732,-64.18194075990476,74.30800648683214
63,2113.6,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,904,497,56.63062052466758,31.134312390221,0.3129089226594969,0.0,-6.270719892975878,0.0,14,583,335,36.52173867907212,20.985904729827034,27.58494581883437,21.328022766280547,-62.21710258541633,75.75130163298022
64,2149.3,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,904,496,56.63062052466758,31.071667898490176,0.01609527693268676,0.30956316146772433,-12.876221546151747,6.356533089686325,14,597,348,37.3987615633037,21.800283122327784,25.81499881778978,23.748381248858497,-77.42701085835643,51.82467070349219
65,2181.4,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,903,497,56.56797603293675,31.134312390221,-0.31259726412589217,0.0,6.239466349818218,0.0,14,610,361,38.21313995580445,22.614661514828533,23.132197545315332,25.632975658322415,-62.394663498179824,62.39466349818173
66,2213.4,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,904,497,56.63062052466758,31.134312390221,-0.31337899114621587,0.0,-6.280140103130567,0.0,14,622,375,38.96487385657437,23.491684399060112,20.394139241720367,27.915863357875875,-81.8872376373089,56.269551906004004
67,2249.2,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,903,497,56.56797603293675,31.134312390221,-0.31416244019255,0.3141624401925322,6.264455437538374,-6.264455437538019,14,632,390,39.59131877388264,24.431351775022517,17.852241807766113,29.401228526878295,-81.98754389687278,61.3454449725803
68,2281.6,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,903,497,56.56797603293675,31.134312390221,0.31447785929003264,0.0,6.277003179441779,0.0,14,642,407,40.21776369119091,25.496308134446576,15.014751975764598,31.01804174386226,-99.63019816949954,45.09168551458987
69,2313.3,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,15,903,497,56.56797603293675,31.134312390221,-0.3136928410693286,-0.31306576908001366,6.273856821386571,-6.267582964564833,14,648,424,40.59363064157588,26.561264493870635,11.912803096762529,32.58956651179773,-87.90928178126643,37.298078803142026
70,2349.5,13,456,492,28.565888229257098,30.821089931566867,-0.3146343922528788,0.3146343922528788,-6.27386624631861,6.27386624631861,,,,,,,,,,16,903,497,56.56797603293675,31.134312390221,0.0,0.0,0.0,0.0,14,654,442,40.96949759196084,27.68886534502552,8.740922469646765,33.817800422466824,-99.69379883731123,26.721791230580585
71,2381.4,12,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,904,497,56.63062052466758,31.134312390221,-2.8904437574296303e-15,-0.31385015897207347,-12.57916468826012,-6.289582344129718,14,658,460,41.22007555888415,28.816466196180404,5.335452702525327,34.20966732795664,-94.3437351619485,18.868747032391397
72,2413.3,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,903,496,56.56797603293675,31.071667898490176,0.0,-0.0012503890565023297,0.0,12.503890565035059,14,660,479,41.3453645423458,30.006711539066117,2.5132845018519037,34.732404083395444,-100.08109011694602,5.5586726288124275
73,2449.3,13,455,493,28.50324373752627,30.883734423297696,-0.01713022310178878,0.01713022310178878,12.23587364413604,-12.23587364413604,,,,,,,,,,16,903,497,56.56797603293675,31.134312390221,0.3010617364884909,-0.30106173648847373,6.033301332434675,-6.033301332434333,14,660,498,41.3453645423458,31.19695688195183,-0.8004038708547093,34.377145243921504,-91.5151458621168,-15.512476171368885
74,2481.2,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,903,496,56.56797603293675,31.071667898490176,-0.31557031430278015,-0.006843115458263528,6.255110293414864,12.44202810592953,14,659,516,41.28272005061497,32.324557733106715,-4.006610469520343,34.651933537402925,-92.87195966862657,-10.00569674288638
75,2513.5,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,903,497,56.56797603293675,31.134312390221,0.0,0.3185646127802619,0.0,-6.120357594241349,14,656,535,41.09478657542249,33.514803075992425,-6.881962899484544,33.48216230323526,-87.44879813328282,-30.513598380512548
76,2551.9,13,456,492,28.565888229257098,30.821089931566867,0.30014149359943004,-0.30014149359943004,-6.051239790311101,6.051239790311101,,,,,,,,,,16,904,496,56.63062052466758,31.071667898490176,0.30014149359943004,0.020926797605484597,-6.051239790311101,12.309880944402336,14,651,553,40.78156411676836,34.64240392714731,-10.406912431312492,33.20333329062313,-95.74622958540354,-7.368848454330145
77,2582.1,13,456,492,28.565888229257098,30.821089931566867,0.0,0.3169956175909817,0.0,6.2833620929827845,,,,,,,,,,16,903,497,56.56797603293675,31.134312390221,0.6339912351819634,-0.008735679230957638,12.566724185965569,-12.479541758510187,14,645,571,40.40569716638339,35.7700047783022,-13.508512047178339,32.4870818717583,-95.47098537910355,-32.90513904788916
78,2617.6,13,456,492,28.565888229257098,30.821089931566867,0.0,0.3389582108411524,0.0,6.512165434027909,,,,,,,,,,16,903,497,56.56797603293675,31.134312390221,0.0,0.0,0.0,0.0,14,637,588,39.90454123253678,36.83496113772625,-16.674012367083996,31.240759314496625,-100.6789534056117,-12.54889900159397
79,2651.1,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,904,497,56.63062052466758,31.134312390221,-0.32106906952824643,-0.007081004910219849,-6.473166724359819,-12.874554382218959,14,627,605,39.27809631522851,37.89991749715031,-19.415269123377097,29.812280280322703,-85.8738650126735,-60.99915578559793
80,2681.6,13,456,493,28.565888229257098,30.883734423297696,0.0,0.0012629746874979638,0.0,-12.629746874962358,,,,,,,,,,16,905,496,56.693265016398406,31.071667898490176,0.31637547622952883,-0.315112501542013,-18.95096054681853,6.321213671855809,15,616,620,38.58900690618941,38.83958487311272,-22.006093145753994,27.680644122885333,-75.33466484352275,-63.706674999808726
81,2713.7,13,456,493,28.565888229257098,30.883734423297696,0.0,0.023537852916815736,0.0,-13.076584953785177,,,,,,,,,,16,903,497,56.56797603293675,31.134312390221,0.3083886826635497,-0.3083886826635322,6.4180787234869925,-6.418078723486629,14,604,635,37.83727300541949,39.77925224907512,-24.831066394010964,26.085762382836986,-69.0828369570727,-94.73511622545364
82,2749.2,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,903,496,56.56797603293675,31.071667898490176,-0.3225108351440236,-0.3225108351440053,6.443772929950498,6.443772929950133,14,590,647,36.96025012118791,40.53098614984505,-27.11075066413228,23.14776819192445,-71.0166862769328,-74.87265029795488
83,2781.3,13,456,492,28.565888229257098,30.821089931566867,0.0,-0.3149507588011179,0.0,6.2864422914394895,,,,,,,,,,16,904,496,56.63062052466758,31.071667898490176,-0.3149507588011179,0.0,6.2864422914394895,0.0,15,575,659,36.020582745225504,41.28272005061497,-28.81556549204482,20.390279473854672,-61.264579816272786,-82.53935607402553
84,2813.4,13,456,492,28.565888229257098,30.821089931566867,0.0,-0.31526398133807804,0.0,6.280158990798362,,,,,,,,,,16,904,496,56.63062052466758,31.071667898490176,0.0043807862043868965,-0.00438078620438668,-12.516532012537384,12.516532012536674,14,559,669,35.018270877532274,41.90916496792324,-30.974571697431788,17.55840565843529,-54.15698858797851,-76.32519920888294
85,2849.3,13,456,492,28.565888229257098,30.821089931566867,0.0,0.29931921564645647,0.0,5.980403909020088,,,,,,,,,,16,903,496,56.56797603293675,31.071667898490176,0.0,0.0,0.0,0.0,15,541,678,33.89067002637739,42.47296539350069,-32.021491418858595,14.931834243692158,-27.100012119196936,-89.28187414225019
86,2881.5,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,904,496,56.63062052466758,31.071667898490176,-0.31495075880112006,0.31495075880110224,-6.286442291439533,6.286442291439177,15,524,685,32.825713666953334,42.911476835616476,-33.85477763286263,11.886608986224788,-39.318496846757654,-87.19458579483485
87,2913.8,13,456,492,28.565888229257098,30.821089931566867,0.0,0.0,0.0,0.0,,,,,,,,,,16,903,497,56.56797603293675,31.134312390221,-0.31166351897639066,-0.0012454074267979735,6.220828722083656,-12.454074267963197,14,505,691,31.63546832406762,43.287343786001436,-34.97854775610885,8.734050975899443,-25.60349066853652,-99.45875861055613
88,2952.4,13,456,493,28.565888229257098,30.883734423297696,0.0,-0.03821046522323961,0.0,-12.528021384668898,,,,,,,,,,16,903,496,56.56797603293675,31.071667898490176,0.33275357668838135,0.3327535766883625,6.454967540026802,6.454967540026436,15,486,695,30.445222981181907,43.537921752924746,-35.49957857850774,5.0072328949072435,-40.37015586623768,-103.24191535891222
