frame_no,timestamp,position_px_x-darkorange,position_px_y-darkorange,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,position_px_x-hotpink,position_px_y-hotpink,position_px_x-yellowneon,position_px_y-yellowneon
61,2046.1,386.0,867.0,12.15266823930663,21.71094662977252,2.397932506652365,12.932261042118308,47.76757981379219,-81.0376855605932,1027.0,860.0,118.0,346.0
63,2113.7,386.0,867.0,12.630582158829924,22.052313715146298,2.736420425784676,9.21288861926732,-27.41871397207808,20.11342912393962,1027.0,860.0,119.0,344.0
64,2146.0,386.0,867.0,12.630582158829924,22.59850105174435,4.781532353371182,7.856399706920868,-0.0478631627648543,-20.581159988905,1027.0,860.0,119.0,345.0
65,2177.7,386.0,867.0,12.562308741755167,23.00814155419289,5.104126840292045,8.574055059742019,88.80325315710246,-75.91788670009,1028.0,860.0,119.0,346.0
66,2213.9,386.0,867.0,12.767128992979435,23.07641497126765,7.173144854383462,8.86396975442374,115.9760877964049,-27.0778775240111,1027.0,860.0,119.0,346.0
67,2246.0,386.0,867.0,13.108496078353218,23.28123522249191,10.46198363565781,7.797820962502991,113.65688880849736,19.40958510054748,1028.0,860.0,119.0,345.0
68,2277.8,386.0,867.0,13.518136580801755,23.48605547371618,14.359006294125647,7.864632189458074,96.10942324316866,61.74360357753368,1027.0,860.0,119.0,345.0
69,2313.9,386.0,867.0,14.064323917399808,23.827422559089964,17.43607675759224,9.91436360632676,89.28255026777072,48.085754562071536,1027.0,860.0,119.0,346.0
70,2347.1,386.0,867.0,14.747058088147371,24.168789644463747,20.44475597055402,11.590639657823248,83.82624343475128,55.62144744782561,1027.0,860.0,119.0,345.0
71,2377.6,386.0,867.0,15.429792258894931,24.57843014691228,23.827134696868647,13.615505541067805,93.6326289160103,53.5043593805775,1028.0,860.0,118.0,346.0
72,2413.7,386.0,868.0,16.24907326379201,25.056344066435575,26.64376192524181,15.029744255020974,95.24019858292252,54.42688368831379,1028.0,861.0,119.0,346.0
73,2446.9,386.0,868.0,17.204901102838598,25.60253140303363,29.71846313346228,16.738975752171996,102.0195914932696,47.55162057519522,1027.0,860.0,119.0,346.0
74,2478.1,386.0,868.0,18.2972757760347,26.21699215670644,33.073627405621295,18.409598696940748,90.37717623329604,41.900479542267085,1028.0,861.0,118.0,346.0
75,2513.7,386.0,867.0,19.389650449230803,26.831452910379245,36.09393303354767,20.0910970882124,93.76322358319474,46.80017297551464,1028.0,861.0,118.0,346.0
76,2546.9,386.0,867.0,20.68684537365117,27.514187081126806,39.55095808185392,22.014140688909883,94.6303074745632,57.951678159562455,1027.0,860.0,118.0,346.0
77,2578.0,386.0,867.0,22.052313715146298,28.26519466894913,42.34593120674075,23.563048362467622,95.25453149682308,61.27168593374639,1028.0,860.0,119.0,346.0
78,2614.1,386.0,868.0,23.48605547371618,29.084475673846203,45.64358698749967,25.54797006269315,96.46892689393673,61.90247591852423,1027.0,860.0,118.0,346.0
79,2645.7,386.0,868.0,25.056344066435575,29.972030095818035,49.0515406269045,27.443045000367373,97.6891772430604,51.94517025050855,1027.0,860.0,118.0,346.0
80,2678.0,385.0,867.0,26.763179493304488,30.927857934864623,52.29181181576461,29.39248800914359,103.66308068365416,55.317106999773,1028.0,860.0,118.0,346.0
81,2714.2,385.0,867.0,28.53828833724815,31.95195919098597,55.44208398706287,31.485729495791198,99.30523893150205,56.734076191326935,1027.0,860.0,119.0,347.0
82,2745.7,386.0,867.0,30.44994401534133,32.976060447107315,58.71513868429045,32.77124019588303,95.58278390465844,54.618733659804505,1027.0,860.0,119.0,346.0
83,2777.8,386.0,868.0,32.49814652758402,34.13670853737817,61.73516853433451,34.7888351566797,85.58254493898819,52.82612240976781,1027.0,860.0,119.0,346.0
84,2813.7,386.0,868.0,34.54634903982671,35.36563004472379,64.7787312205072,36.483970924421286,88.3660622432586,43.733088203247945,1027.0,860.0,119.0,346.0
85,2845.7,386.0,867.0,36.79937180329367,36.52627813499464,67.77683257608454,37.95432531117836,85.65109393122377,49.0429686461021,1027.0,860.0,119.0,346.0
86,2878.1,386.0,867.0,39.12066798383538,37.89174647648977,71.37772839184707,39.61158400992534,106.69182908917983,43.34035522224952,1028.0,860.0,119.0,345.0
87,2914.3,386.0,867.0,41.510237581451854,39.257214817984895,74.39508792632897,41.97896091851713,102.813991550414,65.51124567539672,1028.0,860.0,119.0,346.0
88,2947.0,386.0,868.0,44.1046274302926,40.622683159480026,77.58663653844917,43.75500254597648,108.027167912105,65.48175464704906,1027.0,860.0,119.0,346.0
89,2977.8,386.0,868.0,46.76729069620809,42.05642491804991,80.92327308909448,45.74614247752963,84.7935209057522,79.71999518104576,1028.0,860.0,119.0,345.0
90,3013.9,386.0,868.0,49.42995396212359,43.76326034491882,84.90295976312716,47.588091087760816,108.1874509555739,47.12189025319132,1028.0,860.0,119.0,346.0
91,3045.8,386.0,867.0,52.29743747926336,45.265275520563456,86.87506505568697,49.34854637260969,79.99770085789028,47.747877471031934,1027.0,860.0,119.0,346.0
92,3078.0,386.0,867.0,55.30146783055264,47.04038436450712,87.61676407506774,50.4418299880315,48.809093584731976,14.006302433762103,1027.0,860.0,119.0,346.0
93,3113.7,386.0,868.0,58.44204501599143,48.74721979137603,92.50166190647252,45.75994107270675,44.09114911146834,-83.75816309996618,1027.0,860.0,118.0,346.0
95,3184.7,386.0,868.0,64.92801963809329,52.50225773048763,92.1678453865142,37.55925304196306,36.497022843505846,-255.47915990458608,1028.0,860.0,119.0,346.0
105,3513.6,386.0,867.0,73.46219677243782,55.50628808177691,0.0,0.3398349354833473,0.0,20.417323758487218,1028.0,860.0,118.0,346.0
106,3545.6,386.0,868.0,73.53047018951258,55.57456149885167,0.0013627428557855,1.3627442171650344,-13.627428557837018,13.600200928349375,1028.0,860.0,118.0,346.0
107,3579.9,386.0,868.0,73.53047018951258,55.57456149885167,4.601032606743796,2.820119379741298,76.96663909345695,42.11510823235277,1027.0,860.0,118.0,346.0
