frame_no,timestamp,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
79,2713.0,0.50387960740013,0.7553654655079427,-0.004512161982850722,-0.15555090425693216,0.08838711033987709,-1.6559814237918655,0.4966164779240922,0.1906571487459952,0.008936369701151673,0.21784162937134494,-0.000865691580214263,2.177647170029006
80,2743.7,0.50387960740013,0.750826009585419,-0.0044128919742560165,-0.21809381917781512,-0.08825783948512032,-2.3645157776458574,0.4966164779240922,0.19882816940653783,0.013407958871792493,0.29005435435810706,0.08658094053490296,2.351100586044129
81,2779.2,0.50387960740013,0.7426549889248765,-0.004519063478601654,-0.3126333049220192,-0.09065322925981269,-2.983373224918476,0.49752436910859693,0.21153864598960417,0.01816713445868472,0.36736190965876825,-0.000909260072817437,2.0718400019198455
82,2815.1,0.50387960740013,0.7308524035263149,-0.0048367426878268786,-0.4358844582241464,-0.09474520446281844,-3.835371249415077,0.49752436910859693,0.2242491225726705,0.009157462718477621,0.4403977170280387,0.0051966027913004295,2.1819235969973203
83,2845.6,0.5029717162156253,0.7163261445742389,-0.018288839057099573,-0.5236462520462036,-0.18408655860798162,-3.632587909663039,0.49843226029310167,0.24059116389375584,-0.00046656666927811905,0.48010520998767936,-0.3588974379062592,1.3790437835254912
84,2879.4,0.5029717162156253,0.6963525385151347,-0.027087766464442765,-0.5922051092479432,-0.3598198842300287,-2.596902310529094,0.4993401514776064,0.25874898758385056,-0.00896614550620573,0.5020297586186447,-0.5406731743561322,0.6161410152433496
85,2911.6,0.5029717162156253,0.670931585349002,-0.040508222712282424,-0.6641415113098045,-0.6445600810181256,-0.8953448767125548,0.49843226029310167,0.2769068112739454,-0.013075808959739955,0.5365505124089596,-0.4659897981947735,-0.1891195476518085
86,2944.9,0.5002480426621111,0.6464185233673742,-0.04579764116673402,-0.7093006553940916,-0.3699678645467896,-0.1066749976458753,0.4966164779240922,0.2950646349640401,-0.02747489432174361,0.5353729495528171,-0.1850769357587044,-0.26589696448948863
87,2979.9,0.49843226029310167,0.6237212437547557,-0.05460399312478658,-0.7175363203036541,-0.18776671597581848,0.1027488566840996,0.49570858673958745,0.3123145674696302,-0.03633601474957388,0.5267722428683925,-0.004000840437263884,-0.12375326897971047
88,3011.5,0.49570858673958745,0.6001160729576324,-0.06804247976355556,-0.7074533245392088,0.0933237036152603,0.02824150875651056,0.4948006955550827,0.3295644999752202,-0.03627965766867757,0.5260550361958223,0.001448282500327148,-0.021000096254843822
