frame_no,timestamp,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
59,2016.6,0.45394559225236947,0.6010239641421372,-0.3944936106823574,-0.2040627916064663,-0.4451645007082971,-0.08653462030848087,0.21698599309663258,0.24876218455429847,0.00452586926299614,0.5124199136476646,0.0905173852599228,0.26159524340116336
60,2050.8,0.4403272244847984,0.5937608346660992,-0.40183540220618086,-0.2099723304671237,0.1411302744168495,0.24156852463115683,0.21698599309663258,0.2669200082443932,0.008735552221873452,0.5111893435506795,-0.003068049443844539,-0.2634485614543436
61,2084.7,0.42580096553272256,0.587405596374566,-0.4172135648999846,-0.2176947641370427,-0.00832759944390531,-0.18556063978284576,0.21698599309663258,0.285077831934488,0.00906986010652136,0.5260337645977127,0.000181034770519675,-0.17071578860022515
62,2116.8,0.4121825977651515,0.5801424668985282,-0.4176332859251031,-0.21337429309718955,-0.016705264615968548,-0.09932369287960845,0.2178938842811373,0.3014198732555733,0.004521334341994609,0.5311387497793332,-0.0906079026451828,0.11203422030479883
63,2156.7,0.3985642299975804,0.5728793374224902,-0.42240703916074024,-0.21636858211933427,-0.5296408873452615,-0.3623664784028376,0.2178938842811373,0.3195776969456681,0.009182761720885812,0.5326001798113681,0.011513932333596415,0.66780807534837
64,2184.7,0.3840379710455046,0.5647083167619477,-0.4128887880829816,-0.2177941704109595,0.09482313578396605,0.18357251430450905,0.2178938842811373,0.33682762945125816,0.01360703386455835,0.5263049231996415,0.09056244039022014,0.176138960638804
65,2216.6,0.3704196032779335,0.5583530784704144,-0.4180488306365743,-0.22264734529820554,0.008377715287888445,-0.08650901655958924,0.2178938842811373,0.35498545314135294,0.009069823845202616,0.5361930653816933,0.1817599968978485,-0.010745330477944093
66,2250.1,0.3568012355103624,0.5510899489943765,-0.431543607315989,-0.22515318642573337,0.3339970296311535,0.17425931980756626,0.21880177546564208,0.37223538564694286,0.013719743589372555,0.5527969221721227,0.08563771367254365,-0.23532965220587157
67,2284.8,0.3431828677427913,0.5438268195183386,-0.41019436317252217,-0.21628715231583118,-0.0409884722383206,-0.15346226265359206,0.2197096666501468,0.3903932093370377,0.018032882806842263,0.536424542820417,-0.00213389009483769,0.02605124157448897
68,2316.6,0.32865660879071545,0.5356557988577959,-0.39865992807898587,-0.2086518637928019,0.3794003358638811,0.3664186466676621,0.2197096666501468,0.4085510330271325,0.013509541429510906,0.5178792599423192,-0.09296564521168277,-0.35553077830953855
69,2350.8,0.31503824102314437,0.5293005605662627,-0.31658241599438125,-0.13963902044918883,1.949244108831755,1.5241352378199275,0.2206175578346516,0.4267088567172273,-0.07892345930396374,0.45314526164287455,-1.925621882358463,-1.7438493056739262
70,2386.1,0.3014198732555733,0.5211295399057201,-0.224735243735665,-0.0638824422787254,3.7025702972503147,3.1624397559824398,0.2215254490191563,0.444866680407322,-0.16345961434624712,0.3673471938630012,-3.581133575908911,-3.3642022575155788
71,2422.1,0.28870939667250695,0.5156821927986917,-0.11090753799294721,0.03231982617870325,5.075621277141592,4.201765049474617,0.2206175578346516,0.4612087217284073,-0.25912028224243305,0.27134716784334717,-5.075372244303842,-4.318063384704152
72,2449.8,0.29324885259503064,0.5229453222747297,-0.03684905170062612,0.10065935724650345,3.701934967809763,3.330377442901128,0.2033676253290615,0.4630245040974168,-0.33897518589059566,0.21097516476954012,-3.3279483517149093,-3.148475883686367
73,2488.3,0.2977883085175544,0.5311163429352722,0.0647353900085133,0.18740925687793625,1.9622170558647065,1.7552060200774617,0.18611769282347146,0.4648402864664263,-0.4289433411258555,0.12396119192260396,-1.6142426820090463,-1.398733201200598
74,2522.7,0.3032356556245828,0.5401952547803197,0.15482205997267387,0.2628274725642845,0.2072733146202622,0.380891936322233,0.16886776031788145,0.4666560688354358,-0.5086658383777585,0.06118876521054768,0.11422798714031084,0.13996392878368288
75,2548.9,0.30777511154710646,0.549274166625367,0.15513466070894424,0.2647510967319964,0.17261018677289172,-0.018737897280680375,0.15343361018130086,0.4684718512044453,-0.49304905887628914,0.05930863402812753,0.2184857283911224,0.08759736216441533
76,2585.0,0.31322245865413495,0.5574451872859096,0.16164559568509365,0.26811148405789803,0.04213052793220065,-0.08608032866149692,0.13709156886021556,0.4702876335734548,-0.4902884843917097,0.059948136214856645,0.34547032904411784,0.07478168707965754
77,2616.5,0.3186698057611634,0.5665240991309571,0.16384260186151992,0.27202283699071184,-0.014937666670453596,-0.1848287289357237,0.12165741872363499,0.473011307126969,-0.4877650870178286,0.06127974599286213,0.3314170311950791,-0.1380240400349741
78,2648.7,0.3241171528681918,0.5756030109760045,0.16358432503170306,0.25901761173958704,-0.003278236417003554,-0.09616160156520005,0.1053153774025497,0.4748270894959784,-0.47259513319258956,0.059081214478616646,0.19141258190345828,-0.09215486816663752
79,2684.8,0.3295644999752202,0.5837740316365472,0.1635843250317025,0.2635525236621876,-0.003278236416992395,-0.005281603116265526,0.08988122726596914,0.4766428718649879,-0.4680420270578729,0.059081214478616494,0.10035045920912183,-0.09215486816663437
80,2716.7,0.3350118470822486,0.5928529434815945,0.16684152210104536,0.2615985788547632,0.07479635408613056,-0.023240295733911853,0.0744470771293886,0.47845865423399736,-0.4646033234104525,0.054123843900985597,0.1308936196507518,-0.004808337048389993
81,2748.7,0.3404591941892771,0.6010239641421372,0.16725998969626055,0.2576902692228647,0.07679152970815367,0.0696147512307543,0.05901292699280803,0.4802744366030069,-0.45670893903730625,0.05874365426433606,0.12631130120220846,0.08540366388102588
