frame_no,timestamp,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
62,2205.3,0.00889733360814644,0.004330640950087604,-0.0060769033068779135,0.00022756560102557249,-0.00036388279399696203,0.00273183649821434,0.003522617795878387,0.0008715755371245492,0.003175045379229945,0.006168690659747112,0.002002260548061711,0.003993658923168448
63,2236.9,0.008697597547555398,0.004348798773777699,-0.006219157841188371,0.00022706403928146937,0.0010322733090552293,-0.0009124315528588069,0.003622485826173908,0.0010803905095606392,0.0032227477833979617,0.00630976556279878,0.002659215938630435,0.0007816950915537852
64,2269.4,0.008488782575119308,0.004348798773777699,-0.006113145914876969,0.0003168354045026496,0.0010858470967669916,0.000893908979247161,0.003740511680159524,0.0012982843938417765,0.003215126165297423,0.006294272149225693,-0.0009993397761946443,-0.0010912538043027558
65,2305.1,0.008289046514528267,0.004366956597467794,-0.0060950610582983485,0.0003638842422864705,2.7922777430263597e-16,5.4449415989014025e-17,0.003849458622300093,0.0015070993662778664,0.0032294726502924086,0.006322488709727395,-0.0009115336730624383,-0.000911533673062578
66,2337.0,0.008080231542092175,0.004366956597467794,-0.005960608940651992,0.0002630771171049457,0.00413353888947385,0.001631973567313878,0.003958405564440662,0.0017159143387139564,0.0032044051150739244,0.006181057300029566,-0.0030257028182316187,-0.00335328875327637
67,2369.8,0.007880495481501134,0.004385114421157889,-0.0060282825618812284,0.0003170636450093615,0.0006046579429887848,-0.0008893623556074802,0.004058273594736183,0.0019247293111500465,0.0032640062564176344,0.00630069795708026,0.0019730467706211598,0.001219257944831996
68,2404.9,0.007680759420910091,0.004403272244847984,-0.006040660155038462,0.0002727774751923581,0.0010901984621216863,-0.0018257869157137262,0.004167220536876752,0.0021335442835861366,0.003315066527444294,0.0063128923491484745,0.002626841832418875,0.0007192218378136597
69,2441.3,0.007481023360319048,0.004403272244847984,-0.006010740304214175,0.00036428729116449695,-0.005094830616457237,0.0003087776131185514,0.004276167479017321,0.0023423592560222264,0.0032863089205285873,0.0062839557725875485,0.004596245588215592,0.005326413826296164
70,2469.7,0.0072812872997280054,0.004412351156693031,-0.00596444633258147,0.00031890330726918237,0.0006733446455950074,0.0009261924308791668,0.004394193333002936,0.002560253140303364,0.003369332415572088,0.006282984293123214,0.00013558504428281182,-0.001573885851880017
71,2505.0,0.007081551239136964,0.004421430068538079,-0.005943673020484435,0.00027232207413122533,0.0008476064240726559,0.0018166879934133696,0.004512219186988553,0.002769068112739454,0.0034028468471799383,0.006261230942937485,-0.0008729892902481427,-0.0017514177661051697
72,2537.1,0.0068818151785459206,0.004439587892228173,-0.006037408131347258,0.0003268670404798449,0.004538091010338588,-0.0010899937025684924,0.0046120872172840735,0.002968804173330496,0.0034788335813458475,0.006404715680633483,-0.0005769416045567053,-0.0028053301510156704
73,2569.2,0.0066911580297999255,0.00444866680407322,-0.0059103031722149545,0.0003185658151540824,0.000414960085390208,-0.0009329761919867024,0.00473011307126969,0.003177619145766586,0.003364326421106974,0.006228231544837871,-0.000236208048606696,0.0004733280974007772
74,2605.0,0.006491421969208884,0.004457745715918267,-0.0058616806759087745,0.00036352072229267054,0.0007922404674405304,7.28496981553865e-06,0.004848138925255306,0.003386434118202676,0.0034080977425543727,0.006179852278975431,0.000978007197736839,0.00012384448686412377
75,2637.1,0.006300764820462887,0.004466824627763315,-0.004676844930844164,0.0009999074329792893,0.0226731729997233,0.014550801552557377,0.004957085867395875,0.0035952490906387656,0.0022696830895467548,0.005449256950877776,-0.023606068231425147,-0.016303844444098457
76,2669.4,0.006101028759871846,0.004475903539608362,-0.0032598943799942697,0.0018170526899942197,0.05248741101681894,0.03084289385346639,0.005066032809536443,0.0038040640630748563,0.0009929730007797951,0.004531486952960173,-0.047096195550738074,-0.03434048561990965
77,2704.8,0.00591037161112585,0.004494061363298457,-0.0018739762336574598,0.002672678540270039,0.07912167621094242,0.046268422805281935,0.005193137575367106,0.004003800123665899,-0.00021604542029179366,0.0036410317305019552,-0.0736061266936519,-0.051002011790941715
78,2737.0,0.00594668725850604,0.004639323952819216,-0.0007173746425337419,0.0031909865555793874,0.05659550144092572,0.02931464634734447,0.005066032809536443,0.004058273594736183,-0.00128304490198446,0.0027729590215419407,-0.04751961728471522,-0.03727569368074305
79,2769.4,0.006037476376956513,0.004811823277875117,0.000940975444765239,0.004293975703353563,0.031529985478371186,0.01869556641372049,0.004929849131860732,0.004085510330271326,-0.0027074532736152774,0.0018613289005692622,-0.026912329937163384,-0.01906267542790856
80,2804.9,0.0061191865835619405,0.004993401514776064,0.002312809710776313,0.005079111521704838,0.0045303906109112465,0.00181215624436443,0.0048027443660300685,0.004112747065806468,-0.0040360796913547345,0.0009976826203348772,-0.0027182343665468167,-0.0018121562443645697
81,2845.3,0.0062008967901673664,0.005156821927986916,0.002630975379816104,0.005300387334710268,0.005239217346698297,0.009640123350363312,0.004648402864664263,0.004139983801341609,-0.004073403313525532,0.0008820503059199276,-0.004010547286680313,0.0023558651374002947
82,2870.0,0.00629168590861784,0.005338400164887864,0.002635605847694253,0.0052688487160843555,0.0021604797886072375,0.0006856068016034368,0.0045212980988336,0.004176299448721799,-0.004041888011480063,0.0009084221924283366,0.00038281228577599386,0.00011820806924202908
83,2905.0,0.0063733961152232675,0.005510899489943765,0.0026800398348817184,0.005223145651084916,0.002806874605979973,0.001065648538454315,0.004385114421157889,0.00420353618425694,-0.004087299879226564,0.0008627956561248236,0.001694853989487292,-0.0008828879955965496
84,2937.0,0.006464185233673742,0.005683398814999666,0.0028010314715883823,0.0054369864181807274,-0.0015302513320357197,-0.0066608630783794864,0.004258009655327226,0.004230772919792084,-0.00415467663481204,0.0009374114514104695,0.0022379557646190784,-0.0011484246686861792
85,2969.3,0.0065640532639692625,0.005864977051900613,0.002731957109114701,0.005281783744288423,-0.00021987029373416172,-0.00042508256788605347,0.004121825977651514,0.004267088567172273,-0.004052037694048719,0.0008654851023577427,-0.0005872369095153016,-0.0009830034382368655
86,3004.8,0.006654842382419736,0.006037476376956513,0.0028130912721770268,0.005263203025363478,-0.000140513137136126,-0.0002628955468999718,0.003985642299975804,0.004285246390862368,-0.004037920401361052,0.0008618496101934401,-0.0007052852947876617,0.000863929159296272
87,3040.4,0.006745631500870211,0.006209975702012414,0.0028225884994327664,0.005329636751369204,0.0019472151201282476,0.004584467201947695,0.0038403797104550456,0.004321562038242557,-0.004042362967673319,0.000861847698999447,-6.55444079707051e-05,-0.0003131566158597152
88,3069.4,0.006836420619320684,0.006391553938913362,0.0028585654925976068,0.005263139930416461,0.0027495083253606307,5.257879422042438e-05,0.0037132749446243825,0.004348798773777699,-0.004038053390506064,0.0008166941271335882,0.0008666435737042224,8.15877841359545e-06
89,3105.1,0.006936288649616204,0.0065640532639692625,0.002810259909301166,0.005257905636757021,8.405525327050623e-05,0.00015726466740932247,0.0035770912669486708,0.004376035509312841,-0.003988484447601168,0.0008610729055339847,0.0016910470846158603,-0.0008794167895944766
90,3136.9,0.007027077768066679,0.006745631500870211,0.002908157979623886,0.005405827798424924,-0.0001737543907786113,-0.003005378143798048,0.0034499865011180077,0.004403272244847984,-0.00397223764951221,0.0008313985778048809,0.0015189188776310008,-0.00031791325345771723
91,3169.4,0.007136024710207248,0.00691813082592611,0.0029520784483853422,0.005313868439091444,-0.0008792492096059056,0.0009619913792792632,0.003313802823442297,0.004430508980383126,-0.003951258841377044,0.0008175112306295757,0.000869247408876201,8.1832915061505e-06
